N	3gram	Trubetskoy_1	FransuaR
1	то же время	2	6
2	в то же	2	6
3	до сих пор	8	4
4	в связи с	3	4
5	на самом деле	7	3
6	в том числе	1	3
7	как и все	2	3
8	мы уже говорили	1	3
9	для того чтобы	7	3
10	по отношению к	9	2
11	том числе и	1	2
12	можно было бы	1	2
13	одной и той	1	2
14	по сравнению с	5	2
15	и той же	1	2
16	не может быть	3	2
17	все то что	1	2
18	в данном случае	3	2
19	о том что	4	2
20	и все что	2	2
21	как и в	2	2
22	в том же	3	2
23	как мы видели	1	2
24	смысле этого слова	1	1
25	нет и не	1	1
26	общества и в	1	1
27	дело в том	1	1
28	мы уже сказали	1	1
29	и до сих	1	1
30	в настоящее время	2	1
31	свидетельствует о том	1	1
32	в этом случае	4	1
33	и культуры в	1	1
34	с точки зрения	8	1
35	они не могут	1	1
36	и не может	1	1
37	вместе с ними	1	1
38	для этой цели	1	1
39	бы то ни	2	1
40	вместо того чтобы	1	1
41	но для этого	1	1
42	за то что	1	1
43	не подлежит сомнению	3	1
44	может быть и	4	1
45	уже говорили что	1	1
46	это может быть	1	1
47	была у него	1	1
48	то ни было	2	1
49	всех отношениях лучше	1	1
50	в высшей степени	1	1
51	во всех отношениях	1	1
52	но не подлежит	1	1
53	во всяком случае	2	1
54	с другой стороны	4	1
55	мы видели что	1	1
56	ко всем этим	1	1
57	что они не	1	1
58	во всех этих	2	1
59	только то что	2	1
60	сих пор не	2	1
61	между этими двумя	2	1
62	в вопросе о	2	1
63	между тем как	1	1
64	заключается в том	2	1
65	в свою очередь	2	1
66	с самого начала	1	1
67	мы знаем что	7	1
68	культуры между тем	1	1
69	лежит представление о	1	1
70	каждый из этих	2	1
71	таким образом и	1	1
72	мы видим что	1	1
73	но все же	2	1
74	быть и не	1	1
75	в том что	15	1
76	те же самые	1	1
77	как мы знаем	1	1
78	на ноги и	1	1
79	и в другом	1	1
