N	4gram	Vygotskiy__5	Problema
1	с одной стороны и	1	3
2	не что иное как	2	3
3	один и тот же	1	2
4	заключается в том что	4	2
5	одной и той же	2	2
6	но как только мы	1	1
7	что в конце концов	1	1
8	одна из самых важных	1	1
9	а с другой стороны	2	1
10	мы и хотели бы	1	1
11	если иметь в виду	1	1
12	в том или ином	1	1
13	в самом деле если	2	1
14	в то время как	1	1
15	с одной стороны это	1	1
16	ни о чем не	1	1
17	так же как и	1	1
18	как только мы пытаемся	1	1
19	о котором мы говорили	2	1
20	в том что всякое	1	1
21	несмотря на то что	1	1
22	всегда одним и тем	1	1
23	в том что в	1	1
24	одним и тем же	3	1
25	и то что в	1	1
