N	3gram	Bakhtin_Fr_8	VLabPisa
1	в этом отношении	1	13
2	с другой стороны	2	8
3	не может быть	2	8
4	по отношению к	1	7
5	более или менее	2	6
6	то же время	10	5
7	в то же	10	5
8	в связи с	3	4
9	можно сказать что	2	4
10	в том что	6	4
11	о том как	1	3
12	и в то	5	3
13	и др в	2	3
14	в значительной мере	1	3
15	вместе с тем	1	3
16	мы видели что	3	3
17	большей или меньшей	3	3
18	о том что	2	3
19	в другом месте	3	2
20	одной стороны и	1	2
21	в чем же	1	2
22	подобно тому как	1	2
23	в том числе	3	2
24	до сих пор	8	2
25	что все эти	1	2
26	только то что	1	2
27	таким образом в	1	2
28	можно было бы	1	2
29	в этом процессе	2	2
30	или меньшей степени	3	2
31	с одной стороны	2	2
32	во всех этих	1	2
33	в большей или	3	2
34	в частности в	1	2
35	не только не	2	2
36	том числе и	2	2
37	для того чтобы	2	2
38	в той или	1	1
39	в которой он	1	1
40	если можно так	1	1
41	как один из	1	1
42	в самом деле	1	1
43	в этом смысле	1	1
44	войну и мир	1	1
45	войны и мира	1	1
46	но к тому	1	1
47	др таким образом	1	1
48	но с более	1	1
49	в частности из	1	1
50	главным образом в	1	1
51	в одном и	1	1
52	из которых он	1	1
53	но и в	1	1
54	и др и	1	1
55	действительности каждый образ	1	1
56	в науке и	1	1
57	том или ином	1	1
58	когда он в	1	1
59	может быть и	1	1
60	не подлежит сомнению	3	1
61	говорит о том	1	1
62	хотя оно и	1	1
63	и др таким	1	1
64	в едином и	1	1
65	мы полагаем что	1	1
66	в том или	1	1
67	в ту же	1	1
68	не было еще	1	1
69	в данном случае	2	1
70	только со своими	1	1
71	но в то	2	1
72	таким образом и	3	1
73	и не быть	1	1
74	то же самое	1	1
75	в году и	1	1
76	по сравнению с	1	1
77	мы видим что	2	1
78	это одна из	1	1
79	их в своем	1	1
80	и ее событий	1	1
81	не в том	1	1
82	все же не	1	1
83	и теснейшим образом	1	1
84	не могут иметь	1	1
85	к этому и	1	1
86	нет ни одного	1	1
87	между этими двумя	1	1
88	у него в	1	1
89	не один раз	1	1
90	в то время	2	1
91	и вместе с	1	1
92	никогда не может	1	1
93	быть и речи	1	1
94	положительной или отрицательной	1	1
95	самого автора а	1	1
96	вопрос о том	1	1
97	они не только	1	1
98	в реальной действительности	1	1
99	той или иной	1	1
100	в этой системе	1	1
101	утверждает что все	1	1
102	можно так выразиться	1	1
103	в новое время	1	1
104	после того как	1	1
105	подлежит сомнению что	1	1
106	в результате этого	1	1
107	он носит в	1	1
108	к тому же	1	1
109	как мы знаем	1	1
