N	2gram	Losev_Prob_3	Analitik
1	не только	14	22
2	и в	44	18
3	как и	10	14
4	так и	10	14
5	в этом	17	14
6	и его	5	13
7	но и	10	13
8	том что	12	12
9	в качестве	3	12
10	и не	35	12
11	в частности	2	12
12	при этом	4	11
13	то есть	34	10
14	а в	5	10
15	как бы	9	10
16	что в	8	9
17	может быть	28	9
18	а не	18	9
19	в том	21	9
20	своего рода	1	8
21	и даже	14	8
22	в первой	1	8
23	как раз	8	7
24	в его	9	7
25	с другой	7	7
26	но не	3	7
27	и самого	1	6
28	еще не	5	6
29	в этой	3	6
30	он не	8	6
31	в их	2	6
32	не в	13	6
33	к тому	3	6
34	для него	3	6
35	о том	6	6
36	в начале	2	6
37	того же	2	5
38	той же	1	5
39	мы имеем	2	5
40	в самом	3	5
41	лишь в	1	5
42	в слове	2	5
43	однако в	2	5
44	а а	1	5
45	или иной	8	5
46	что и	9	5
47	уже не	7	5
48	в конце	5	5
49	никогда не	6	5
50	прежде всего	3	5
51	не является	11	5
52	такого рода	6	5
53	в результате	2	5
54	другой стороны	5	5
55	и на	1	4
56	а и	1	4
57	что он	9	4
58	отнюдь не	10	4
59	в своем	5	4
60	и как	3	4
61	по пути	1	4
62	и к	6	4
63	таким образом	9	4
64	по себе	25	4
65	тем самым	5	4
66	в одном	1	4
67	не менее	10	4
68	в пределах	1	4
69	и сам	5	4
70	произведение искусства	1	4
71	внимание на	1	4
72	можно сказать	6	4
73	крайней мере	5	4
74	себя в	2	4
75	не есть	35	4
76	во втором	1	4
77	далеко не	1	4
78	по крайней	5	4
79	о чем	2	4
80	в данном	9	4
81	все же	6	4
82	перед нами	8	4
83	здесь и	3	3
84	едва ли	5	3
85	его не	2	3
86	который в	2	3
87	мы не	7	3
88	говорить о	3	3
89	в целом	6	3
90	уже в	3	3
91	здесь не	8	3
92	но как	4	3
93	ответ на	1	3
94	что они	5	3
95	как в	5	3
96	с этим	2	3
97	поскольку он	1	3
98	из этих	1	3
99	с их	2	3
100	тому же	1	3
101	нашего времени	1	3
102	у пушкина	6	3
103	подобно тому	1	3
104	то же	13	3
105	его в	3	3
106	и того	1	3
107	одного и	1	3
108	точки зрения	5	3
109	и без	4	3
110	не столько	2	3
111	все это	5	3
112	в то	9	3
113	дело не	2	3
114	только не	1	3
115	ничего не	3	3
116	той или	12	3
117	указывает на	7	3
118	с ее	2	3
119	в ее	4	3
120	данном случае	7	3
121	не должно	1	3
122	жизнь и	2	3
123	именно в	2	3
124	было бы	8	3
125	дело с	1	3
126	во всем	1	3
127	были бы	2	3
128	еще и	7	3
129	что не	1	3
130	не было	5	3
131	однако и	1	3
132	не всегда	1	3
133	он и	2	3
134	его как	3	3
135	как это	2	3
136	пока еще	2	3
137	по поводу	2	3
138	к этому	1	3
139	только к	2	2
140	отношения к	3	2
141	например в	1	2
142	самом деле	3	2
143	мере в	1	2
144	в первом	1	2
145	уже по	1	2
146	есть не	5	2
147	а для	1	2
148	и он	1	2
149	в ней	5	2
150	нам представляется	2	2
