N	2gram	Tiupa_Narr_1	Problema
1	то есть	19	46
2	в его	9	43
3	и не	20	42
4	и в	19	38
5	не может	10	27
6	может быть	25	26
7	как бы	4	22
8	по отношению	7	21
9	в художественном	1	20
10	отнюдь не	5	19
11	отношению к	6	19
12	и с	4	17
13	к содержанию	3	17
14	и его	5	16
15	в этом	17	15
16	в нем	4	15
17	только в	4	13
18	прежде всего	4	13
19	независимо от	2	13
20	но не	5	12
21	во всех	1	11
22	в области	2	11
23	ни в	3	11
24	и для	2	11
25	не входит	1	10
26	отношение к	2	10
27	таким образом	1	10
28	в их	1	10
29	материала в	1	10
30	к нему	5	10
31	не только	32	9
32	не имеет	2	9
33	его в	2	9
34	но и	23	9
35	и как	5	8
36	входит в	1	8
37	было бы	4	8
38	точки зрения	10	8
39	место в	1	8
40	в том	18	8
41	и др	2	8
42	то что	11	8
43	еще не	7	7
44	в самом	1	7
45	в плане	1	7
46	как и	7	7
47	не в	14	7
48	как мы	3	7
49	с другой	8	7
50	между тем	3	7
51	отметить что	1	7
52	слова в	1	7
53	архитектоническая форма	2	7
54	архитектонические формы	1	7
55	совершенно не	2	7
56	что в	3	7
57	отношения к	2	6
58	самом деле	2	6
59	и наконец	1	6
60	в пределах	2	6
61	не всегда	2	6
62	с точки	2	6
63	не есть	3	6
64	ничего не	2	6
65	дело с	2	6
66	мы можем	1	6
67	произведение в	1	6
68	все же	7	6
69	а в	11	6
70	отличие от	5	5
71	в своем	2	5
72	все эти	2	5
73	при этом	9	5
74	то же	4	5
75	это не	2	5
76	в них	1	5
77	далеко не	5	5
78	в отличие	5	5
79	так и	9	5
80	произведения в	1	5
81	в основе	5	5
82	никогда не	3	5
83	с ним	1	5
84	может иметь	1	5
85	и прежде	1	5
86	не на	2	5
87	а не	12	5
88	могут быть	3	5
89	быть только	1	5
90	имеет место	4	5
91	на самом	1	4
92	должна быть	2	4
93	в виду	1	4
94	в ней	3	4
95	конечном счете	2	4
96	как в	7	4
97	но в	6	4
98	в себе	8	4
99	в данном	5	4
100	объект и	1	4
101	не менее	3	4
102	тем самым	6	4
103	в то	3	4
104	чтобы стать	2	4
105	известной степени	1	4
106	здесь не	4	4
107	в ее	3	4
108	данном случае	4	4
109	в произведении	3	4
110	можно было	2	4
111	не с	3	4
112	о том	6	4
113	направленной на	1	4
