N	2gram	Berdyaev_M_1	Myshleni
1	и в	28	25
2	мышления и	1	23
3	в том	6	23
4	и речи	1	20
5	том что	3	20
6	так же	1	17
7	что в	10	17
8	с тем	9	16
9	в основе	2	16
10	как и	5	15
11	в его	9	15
12	то что	5	15
13	в этом	20	14
14	вместе с	6	14
15	может быть	30	13
16	так как	3	12
17	в мышлении	1	11
18	по своему	2	11
19	что они	1	10
20	и что	2	10
21	что и	4	10
22	было бы	10	10
23	того что	7	10
24	только в	6	10
25	как бы	2	10
26	и не	11	10
27	мы не	1	9
28	заключается в	1	9
29	как в	2	9
30	того чтобы	2	8
31	тем что	4	8
32	по своей	2	7
33	все эти	2	7
34	в области	1	7
35	уже в	4	7
36	для того	2	7
37	что мы	1	7
38	высшей степени	2	6
39	зависимости от	1	6
40	и на	6	6
41	но не	8	6
42	потому что	16	6
43	от этого	2	6
44	не только	29	6
45	в силу	1	6
46	в высшей	2	6
47	не может	28	6
48	точки зрения	4	6
49	в отличие	1	6
50	не в	16	6
51	в отношении	1	6
52	не менее	1	6
53	приходит к	1	6
54	можно было	1	6
55	один из	4	6
56	что он	10	6
57	отличие от	1	6
58	и у	2	6
59	все это	6	6
60	все же	2	6
61	процесса в	1	6
62	одним из	2	5
63	человека и	14	5
64	в зависимости	1	5
65	мы уже	1	5
66	как говорит	1	5
67	и как	2	5
68	и к	2	5
69	что она	1	5
70	к одному	1	5
71	и по	4	5
72	но это	1	5
73	могут быть	2	5
74	о том	2	5
75	подростка и	1	5
76	так и	1	5
77	если бы	2	5
78	в этой	6	5
79	по типу	1	5
80	входит в	2	5
81	для него	11	5
82	мы имеем	1	4
83	время как	2	4
84	в деле	1	4
85	еще не	1	4
86	которые не	1	4
87	в своем	10	4
88	он не	24	4
89	от нее	5	4
90	не мог	3	4
91	не столько	1	4
92	в то	2	4
93	никогда не	14	4
94	то и	1	4
95	склонны отрицать	1	4
96	не могут	5	4
97	к тому	3	4
98	и это	12	4
99	то время	2	4
100	приводит к	2	4
101	мог бы	4	4
