N	2gram	Bakhtin_Pr_4	Narrotol
1	не только	14	31
2	но и	12	27
3	и не	27	23
4	при этом	5	19
5	может быть	23	15
6	в частности	1	14
7	как и	12	13
8	а не	11	13
9	а в	2	13
10	в этом	16	12
11	только в	6	12
12	и в	46	11
13	в данном	2	11
14	своего рода	4	10
15	и его	6	10
16	то есть	40	9
17	времени и	2	9
18	то что	4	9
19	то же	6	8
20	не может	19	8
21	данном случае	1	8
22	в том	9	8
23	уже не	4	8
24	со стороны	1	8
25	и т.п	14	8
26	в рассказе	2	8
27	но в	6	7
28	том что	4	7
29	если бы	3	7
30	у него	5	7
31	и он	6	6
32	в самом	9	6
33	не в	10	6
34	в этой	3	6
35	в себе	7	6
36	тому же	1	6
37	об этом	2	6
38	к тому	2	6
39	и т.д	3	6
40	во втором	1	6
41	в его	9	6
42	как бы	19	6
43	один из	1	6
44	как раз	7	6
45	или в	8	6
46	жизни и	5	6
47	между двумя	3	5
48	и на	11	5
49	той или	2	5
50	как правило	1	5
51	перед нами	12	5
52	рассказа в	1	5
53	так и	4	5
54	точки зрения	11	5
55	в своей	3	5
56	тем самым	1	5
57	потому что	4	5
58	можно сказать	4	5
59	точка зрения	1	5
60	в соответствии	1	5
61	в первом	1	4
62	на себя	4	4
63	еще не	7	4
64	с его	5	4
65	но не	4	4
66	как в	4	4
67	все же	4	4
68	хотя и	6	4
69	из этих	3	4
70	в нем	17	4
71	в мире	3	4
72	по себе	7	4
73	и тем	2	4
74	в одном	11	4
75	вплоть до	1	4
76	в то	5	4
77	одна из	2	4
78	того чтобы	1	4
79	никогда не	6	4
80	в сознании	1	4
81	что на	1	4
82	к себе	6	4
83	в ней	1	4
84	так в	2	4
85	что у	1	4
86	о том	5	4
87	же время	5	4
88	а во	1	4
89	к нему	5	4
90	в литературе	1	4
91	для него	2	4
92	слова в	13	4
93	у нее	1	4
94	или иной	2	4
95	прежде всего	9	4
96	в речи	3	4
97	чужого слова	23	4
98	однако и	1	4
99	также и	3	3
100	и то	1	3
101	самом деле	4	3
102	мы имеем	3	3
103	мы не	4	3
104	он сам	2	3
105	но как	1	3
106	в центре	3	3
107	в своем	3	3
108	и как	2	3
