N	2gram	Losev_Dial_1	Istorich
1	и в	18	25
2	вместе с	1	22
3	что он	11	22
4	и т	21	20
5	т д	19	18
6	может быть	17	17
7	представление о	1	17
8	т е	25	16
9	мы имеем	2	14
10	не только	13	13
11	но и	7	13
12	в его	3	12
13	так как	11	11
14	уже не	2	11
15	и не	30	11
16	в этом	12	10
17	все же	5	10
18	и его	1	9
19	его в	1	9
20	в виде	2	9
21	с другой	6	9
22	таким образом	1	9
23	еще не	2	8
24	все эти	2	8
25	что в	13	8
26	связи с	1	8
27	и что	12	8
28	мы видим	4	8
29	другой стороны	4	8
30	этих случаях	1	8
31	том что	9	8
32	в нем	16	7
33	как и	2	7
34	потому что	14	7
35	о том	4	7
36	то что	13	7
37	только в	3	7
38	с одной	2	7
39	в качестве	2	7
40	при помощи	1	7
41	превращается в	1	7
42	одной стороны	2	7
43	но это	8	7
44	тот кто	2	7
45	в мифе	12	7
46	в частности	2	7
47	этот обряд	3	6
48	знаем что	1	6
49	как в	2	6
50	это не	9	6
51	не может	12	6
52	в этих	5	6
53	не в	6	6
54	и он	5	6
55	что и	3	6
56	там где	1	6
57	себя в	1	6
58	прежде всего	10	6
59	могут быть	3	6
60	в том	9	6
61	например в	1	5
62	ясно что	8	5
63	мы не	1	5
64	в ней	3	5
65	но не	4	5
66	с этим	2	5
67	в обрядах	1	5
68	что это	11	5
69	но все	3	5
70	здесь мы	1	5
71	миф о	1	5
72	как мы	4	5
73	в образе	1	5
74	мы увидим	2	5
75	него и	1	5
76	связано с	1	5
77	показывает что	1	5
78	так же	4	5
79	в него	2	5
80	для нас	1	5
81	же как	2	4
82	и это	2	4
83	то же	10	4
84	мы уже	1	4
85	в ее	1	4
86	от этого	3	4
87	его на	1	4
88	в которой	1	4
89	он не	3	4
90	не как	2	4
91	что все	1	4
92	с другими	2	4
93	и тем	1	4
94	не всегда	1	4
95	тем не	1	4
96	не менее	2	4
97	того как	1	4
98	в дальнейшем	5	4
99	что у	1	4
100	наряду с	1	4
101	с ним	6	4
102	а именно	1	4
103	же можно	2	4
104	если не	1	4
105	все это	11	4
106	в связи	1	4
107	мы должны	5	4
108	в которых	2	3
109	его не	6	3
110	или же	1	3
111	в царство	1	3
112	на себя	1	3
113	то это	4	3
114	если в	3	3
115	по которому	1	3
116	и как	7	3
117	его к	1	3
118	в этой	1	3
119	только один	1	3
120	на этом	2	3
121	но уже	2	3
122	и начинает	1	3
123	в то	6	3
124	этого обряда	1	3
125	встречается в	1	3
126	для того	2	3
127	того чтобы	1	3
128	на том	1	3
129	никогда не	9	3
130	и с	5	3
131	и вообще	4	3
132	есть миф	2	3
133	но мы	1	3
134	к нему	8	3
135	представления о	1	3
136	что здесь	2	3
137	и др	1	3
138	никто не	2	3
139	в особенности	5	3
140	и из	3	3
141	сюда же	1	3
142	и пр	5	3
143	и все	3	3
144	в европе	1	3
145	в данном	3	3
146	не знаем	1	3
147	через реку	1	3
148	а в	5	3
149	состоит из	3	3
150	они не	1	3
151	самом деле	3	2
152	он может	1	2
153	д или	1	2
154	что миф	12	2
155	а как	1	2
156	вопрос о	2	2
157	мы и	2	2
158	в различных	1	2
159	во всех	1	2
160	другой пример	1	2
161	и три	1	2
162	только тогда	2	2
163	неба или	1	2
164	эта связь	1	2
165	перед нами	1	2
166	когда он	1	2
167	он на	2	2
168	уже в	1	2
169	на то	5	2
170	связанные с	2	2
171	после этого	1	2
172	том чтобы	1	2
173	друг с	1	2
174	и по	1	2
175	так например	1	2
176	о чем	2	2
177	когда уже	1	2
178	это было	2	2
179	и других	1	2
180	и мы	5	2
181	за ней	1	2
182	из нее	1	2
183	о которых	2	2
184	несмотря на	10	2
185	имеет форму	1	2
186	такой же	2	2
187	точки зрения	17	2
188	в своей	2	2
189	можно найти	2	2
190	оказывается что	1	2
191	от себя	1	2
192	бы мы	1	2
193	но он	1	2
194	без всяких	1	2
195	по себе	25	2
196	даже в	3	2
197	по мере	2	2
198	как можно	2	2
199	а на	1	2
200	она не	6	2
201	когда они	1	2
202	или как	1	2
203	не потому	1	2
204	с другом	1	2
205	иногда даже	1	2
206	просто на	1	2
207	заметил что	1	2
208	наоборот в	1	2
209	это происходит	1	2
210	должен быть	1	2
211	над нами	1	2
212	так в	1	2
213	и сам	1	2
