N	3gram	Bakhtin_Fr_3	RusskieA
1	в том что	1	15
2	том что в	1	6
3	в этом случае	1	5
4	как мы увидим	1	5
5	и в других	2	4
6	в связи с	4	4
7	о том что	2	4
8	в настоящее время	1	3
9	с точки зрения	1	3
10	по улицам и	1	3
11	что иное как	1	2
12	в области изучения	1	2
13	может быть и	1	2
14	в других местах	3	2
15	в свою очередь	1	2
16	но все же	1	2
17	не что иное	1	2
18	с таким же	1	1
19	как мы видим	1	1
20	по отношению к	2	1
21	на самом деле	3	1
22	так как в	1	1
23	подобно тому как	1	1
24	приводит его к	1	1
25	довольно много но	1	1
26	между ними иногда	1	1
27	и его жизнь	1	1
28	можно судить по	1	1
29	в этом отношении	2	1
30	в собственном смысле	1	1
31	можно было бы	2	1
32	некоторые из них	1	1
33	и во время	1	1
34	каждый из этих	1	1
35	об этом так	1	1
36	что в основе	1	1
37	еще и в	1	1
38	как будто бы	1	1
39	в отличие от	3	1
40	и в этом	1	1
41	во всех этих	1	1
42	не дают в	1	1
43	на весь мир	1	1
44	не только для	1	1
45	во всяком случае	1	1
46	одно из них	1	1
47	так например в	1	1
48	с новым годом	1	1
49	только в целях	1	1
50	всегда была только	1	1
51	в одном из	1	1
52	во время которого	1	1
53	чем свидетельствует ряд	1	1
54	можно сказать что	2	1
55	что во время	1	1
56	как мы уже	5	1
57	о чем свидетельствует	1	1
58	мы видим что	1	1
59	начиная с xvii	1	1
60	раза в году	1	1
61	быть и не	1	1
62	встречаются и в	1	1
63	как и в	2	1
64	что и в	1	1
65	как мы знаем	1	1
66	в данном случае	2	1
67	как мы видели	2	1
