N	3gram	Bakhtin_Fr_4	KulturaY
1	с точки зрения	2	16
2	для того чтобы	3	11
3	до сих пор	1	8
4	в том что	1	8
5	в том случае	1	4
6	в данном случае	1	4
7	с одной стороны	2	4
8	в связи с	1	4
9	на самом деле	1	3
10	не только в	2	3
11	а с другой	1	3
12	с другой стороны	3	3
13	не может быть	1	3
14	так и в	1	3
15	о том что	2	3
16	смысле этого слова	1	2
17	так один из	1	2
18	и того же	1	2
19	в том числе	3	2
20	один из собеседников	1	2
21	один и тот	2	2
22	в отличие от	1	2
23	слов и выражений	2	2
24	в нашем смысле	1	2
25	точки зрения на	1	2
26	и тот же	2	2
27	более или менее	3	2
28	одного и того	1	2
29	что и в	1	2
30	к тому же	1	2
31	как мы видели	2	2
32	само собой разумеется	1	1
33	и к тому	1	1
34	далеко не все	1	1
35	и в нашем	1	1
36	то же самое	1	1
37	в одной из	1	1
38	и не может	1	1
39	и в то	4	1
40	а также в	1	1
41	но и в	3	1
42	и если бы	1	1
43	в известной мере	3	1
44	может быть и	1	1
45	и что на	1	1
46	в то время	2	1
47	был бы не	1	1
48	по природе своей	1	1
49	это не значит	1	1
50	но вернемся к	2	1
51	то же слово	1	1
52	слова и выражения	1	1
53	то же время	8	1
54	же самое что	1	1
55	в свою очередь	1	1
56	и независимо от	1	1
57	в конечном счете	1	1
58	так как слово	1	1
59	но это же	1	1
60	что на самом	1	1
61	в ее целом	1	1
62	в то же	8	1
63	в вопросе о	1	1
64	ту же функцию	1	1
65	тех или иных	1	1
66	имеется в виду	2	1
67	есть между прочим	1	1
68	один из самых	1	1
69	конечно далеко не	2	1
70	в чем дело	1	1
