N	2gram	Tiupa_Teor_1	FransuaR
1	и в	18	49
2	то есть	12	32
3	прежде всего	2	19
4	в его	6	18
5	и на	1	17
6	не только	16	17
7	и его	8	17
8	в этом	8	15
9	и не	13	15
10	в году	1	13
11	в них	2	13
12	только в	6	13
13	но и	9	13
14	как и	4	11
15	и т.п	4	11
16	как бы	5	11
17	в этой	3	10
18	вовсе не	3	10
19	в нем	4	9
20	для него	2	9
21	и др	1	9
22	все это	2	9
23	в романе	3	9
24	в сущности	1	8
25	отношение к	5	8
26	до нас	1	8
27	то же	7	7
28	все эти	2	7
29	таким образом	3	7
30	как мы	1	7
31	один из	2	7
32	не может	4	7
33	о мире	1	7
34	именно в	3	6
35	во всех	1	6
36	с их	2	6
37	так и	10	6
38	времени и	2	6
39	рядом с	1	6
40	точки зрения	9	6
41	но он	3	6
42	в то	6	6
43	же время	5	6
44	в себя	3	6
45	в литературе	2	6
46	то что	3	6
47	так как	1	6
48	сказать что	3	6
49	с точки	3	5
50	с его	5	5
51	из этих	3	5
52	но не	9	5
53	в своем	4	5
54	при этом	12	5
55	в своей	6	5
56	никогда не	4	5
57	роль в	2	5
58	тот же	1	5
59	может быть	17	5
60	в особенности	1	5
61	и потому	2	5
62	отношения к	2	4
63	и до	1	4
64	жить и	2	4
65	и к	3	4
66	но в	9	4
67	в себе	9	4
68	лишь в	6	4
69	в жизни	2	4
70	в этих	3	4
71	и более	1	4
72	в области	4	4
73	с другой	7	4
74	в известной	1	4
75	а в	13	4
76	тем что	1	4
77	в форме	2	4
78	не было	1	4
79	и о	4	4
80	том что	9	4
81	нового времени	3	4
82	в своих	1	4
83	значение в	1	4
84	также и	1	3
85	человека и	1	3
86	связана с	1	3
87	в самом	4	3
88	своего развития	1	3
89	на первом	1	3
90	место в	5	3
91	духа и	1	3
92	для которого	1	3
93	раз в	1	3
94	но именно	1	3
95	но прежде	1	3
96	и вот	3	3
97	можно было	1	3
98	а затем	1	3
99	было бы	1	3
100	из них	1	3
101	ни в	2	3
102	далеко не	2	3
103	на земле	1	3
104	в одном	2	3
105	их в	3	3
106	даже в	3	3
107	и это	2	3
108	с ее	3	3
109	существенное значение	1	3
110	в ее	5	3
111	в собственном	1	3
112	так в	4	3
113	в виду	5	3
114	о том	1	3
115	в значительной	1	3
116	к нему	1	3
117	утрачивает свою	1	3
118	наконец в	1	3
119	что он	1	3
120	мире и	2	3
121	с одной	2	3
122	и особенно	2	3
123	что для	1	3
124	превращается в	2	3
125	о чем	1	3
126	одной стороны	2	3
127	в том	16	3
128	жизни в	2	3
129	другой стороны	5	3
130	одним из	2	2
131	смех это	1	2
132	перед лицом	2	2
133	по преимуществу	4	2
134	и последующих	1	2
135	на мир	1	2
136	еще не	4	2
137	за пределы	2	2
138	что они	1	2
139	в произведениях	2	2
140	как к	2	2
141	целый ряд	1	2
142	к числу	1	2
143	только то	1	2
144	таковы например	1	2
145	есть для	1	2
146	в нашем	4	2
147	имеем в	3	2
148	на то	1	2
149	вследствие этого	1	2
150	на его	1	2
151	ключ к	2	2
152	содержит в	1	2
153	подобно тому	1	2
154	значительной степени	1	2
155	в мире	19	2
156	второй половины	1	2
157	в художественном	3	2
158	должен был	1	2
159	автора и	1	2
160	по поводу	1	2
161	не во	1	2
162	в отношении	3	2
163	и без	1	2
164	в их	2	2
