N	2gram	Bakhtin_Fr_6	Otkroven
1	у него	7	22
2	и в	41	19
3	но и	13	13
4	и не	3	13
5	в этом	12	12
6	человека в	1	11
7	не в	4	11
8	не только	10	11
9	может быть	2	11
10	а не	2	11
11	человека и	2	10
12	в нем	16	10
13	и все	9	10
14	прежде всего	10	9
15	не было	1	9
16	никогда не	8	9
17	потому что	3	9
18	он был	4	8
19	и он	5	8
20	в его	7	7
21	он не	2	7
22	лишь в	2	7
23	до конца	2	7
24	но он	5	7
25	от него	2	7
26	как и	7	6
27	все это	11	6
28	отношение к	1	5
29	в том	2	5
30	в самом	10	5
31	в этой	8	5
32	для него	1	5
33	нужно искать	1	5
34	него в	1	5
35	а в	4	5
36	то что	10	5
37	он сам	3	4
38	с его	5	4
39	все эти	11	4
40	него и	1	4
41	на земле	1	4
42	что не	3	4
43	не может	4	4
44	того чтобы	4	4
45	и его	13	4
46	что в	7	4
47	различие между	1	3
48	о том	9	3
49	еще не	1	3
50	к нему	3	3
51	было бы	3	3
52	того что	3	3
53	что он	6	3
54	в себе	5	3
55	и вот	1	3
56	не могут	2	3
57	для того	1	3
58	это было	2	3
59	что человек	2	3
60	это не	1	3
61	к гибели	1	3
62	никто не	2	3
63	мысли и	1	3
64	могут быть	1	3
65	как бы	7	3
66	с ним	4	3
67	и от	4	3
68	в этих	2	3
69	все что	4	3
70	и с	16	2
71	и то	2	2
72	в ее	5	2
73	так и	5	2
74	его не	1	2
75	и о	1	2
76	человеческого лица	1	2
77	по себе	1	2
78	сложнее и	1	2
79	вместо того	3	2
80	их не	1	2
81	и на	9	2
82	и много	1	2
83	природы и	2	2
84	что и	1	2
85	что они	2	2
86	в истории	2	2
87	в своем	5	2
88	и нет	1	2
89	все же	4	2
90	и к	1	2
91	в этот	1	2
92	и потому	2	2
93	должен был	1	2
94	и этим	2	2
95	в которой	1	2
96	в уста	1	2
97	он в	2	2
98	так что	2	2
99	уже в	4	2
100	что для	1	2
101	одно из	1	2
102	ведь это	2	2
103	так как	10	2
104	тем что	5	2
105	в других	1	2
106	момент в	1	2
107	в другом	4	2
108	и из	1	2
109	его в	1	2
110	сказать что	6	2
111	с тем	1	2
112	и очень	2	2
113	было для	1	2
114	чем в	1	2
115	том что	7	2
116	и против	1	2
117	что же	1	2
118	и там	1	2
119	не могли	1	2
120	человеческая природа	1	2
121	не имеет	1	2
122	у кого	2	2
123	и для	3	2
124	ничего не	1	2
125	всего и	1	2
126	ничто не	1	2
127	легенда о	1	2
128	в своей	2	2
129	что все	2	2
130	к этой	1	2
131	хотя и	2	2
132	но в	8	2
133	им для	1	1
134	и это	1	1
135	также и	6	1
136	например в	6	1
137	с образом	2	1
138	чтобы не	1	1
139	и через	1	1
140	связана с	2	1
141	сам по	1	1
142	дело доходит	2	1
143	людей в	3	1
144	на самом	1	1
145	характер и	2	1
146	тем же	1	1
147	между двумя	1	1
148	нет никакой	1	1
149	от жажды	2	1
150	из самых	2	1
151	говорится что	1	1
152	и до	7	1
153	уже указывали	1	1
154	должна быть	2	1
155	и больше	1	1
156	и когда	2	1
157	легенды о	5	1
158	можно было	1	1
159	из всех	1	1
160	глубин и	1	1
161	которая была	2	1
162	и каждый	1	1
163	характер его	1	1
164	мы не	2	1
165	том как	1	1
166	ту же	1	1
167	уверен что	1	1
168	связан с	1	1
169	в эпоху	6	1
170	что связано	1	1
171	в сущности	8	1
172	не вполне	1	1
173	жизни как	1	1
174	о нем	1	1
175	стал вполне	1	1
176	другом месте	4	1
177	люди с	2	1
178	в ней	4	1
179	ты можешь	1	1
180	и что	5	1
181	в поэму	1	1
182	в глаза	1	1
183	после того	1	1
184	бы еще	1	1
185	и хлеб	1	1
186	и мыслей	1	1
187	это была	1	1
188	там и	2	1
189	нет у	1	1
190	во внешнем	1	1
191	каждом из	1	1
192	одним словом	1	1
193	самом деле	4	1
194	в которую	1	1
195	доходит до	2	1
196	но не	2	1
197	то он	2	1
198	был совершенно	1	1
199	и всякий	1	1
200	в новом	2	1
201	себе и	1	1
202	отметить что	2	1
203	говорит он	2	1
204	в форме	2	1
205	чем и	1	1
206	есть просто	1	1
207	выводит за	1	1
208	все время	4	1
209	и я	1	1
210	он хотел	1	1
211	в центре	2	1
212	в одной	3	1
213	как в	4	1
214	друг к	1	1
215	в частности	2	1
216	что нет	1	1
217	один из	6	1
218	остается до	1	1
219	и как	4	1
220	от народной	1	1
221	дается в	1	1
222	с ними	1	1
223	него также	1	1
224	то в	1	1
225	духа в	2	1
226	начало в	1	1
227	что это	5	1
228	между этими	1	1
229	открывает и	1	1
230	не страшна	1	1
231	со всеми	2	1
232	в эти	2	1
233	человека с	2	1
234	думать что	1	1
235	чувств и	1	1
236	уже не	1	1
237	ее как	1	1
238	и других	1	1
239	да и	1	1
240	из них	5	1
241	видел в	1	1
242	мир в	1	1
243	они в	1	1
244	был бы	2	1
245	и предметов	1	1
246	он должен	1	1
247	начале романа	1	1
