N	2gram	Nazirov_Tv_1	Komedia
1	в комедии	1	22
2	и в	21	22
3	т е	1	13
4	том что	11	12
5	но и	3	11
6	в том	7	11
7	не только	7	10
8	в то	15	10
9	из них	2	10
10	и т	3	9
11	как и	12	9
12	может быть	5	9
13	таким образом	5	8
14	о том	6	8
15	и его	6	8
16	в одном	1	8
17	и не	7	8
18	в этой	5	7
19	и других	3	7
20	то же	13	6
21	тому же	1	6
22	и по	3	6
23	не в	2	6
24	в отношении	1	6
25	ни в	1	6
26	в конце	1	6
27	одного из	2	6
28	что он	6	6
29	к тому	2	6
30	а в	6	6
31	в которой	3	6
32	что в	12	6
33	в истории	1	5
34	как в	8	5
35	на его	3	5
36	при этом	7	5
37	во время	1	5
38	потому что	5	5
39	со своим	1	5
40	так и	2	5
41	еще в	2	5
42	и даже	3	5
43	между тем	1	5
44	один из	4	5
45	уже в	3	5
46	в его	13	5
47	прежде всего	4	5
48	т п	2	5
49	золотого века	1	5
50	о которых	1	5
51	с другой	3	5
52	когда же	1	5
53	все это	10	5
54	другой стороны	1	5
55	время как	1	4
56	но в	7	4
57	в нем	3	4
58	т д	1	4
59	и вот	1	4
60	г в	1	4
61	на протяжении	3	4
62	известно что	2	4
63	в котором	6	4
64	в их	3	4
65	так как	3	4
66	на него	1	4
67	же время	12	4
68	ли не	1	4
69	в в	2	4
70	так в	1	4
71	что и	2	4
72	в качестве	2	4
73	тем что	1	4
74	именно в	2	4
75	конце концов	1	4
76	же в	1	4
77	к этому	2	4
78	же как	1	3
79	в году	7	3
80	и о	1	3
81	и на	7	3
82	в чем	2	3
83	как правило	1	3
84	с одной	1	3
85	в этом	6	3
86	все же	5	3
87	хотя и	3	3
88	и как	4	3
89	в целом	4	3
90	да и	1	3
91	он не	8	3
92	здесь мы	2	3
93	и с	3	3
94	его в	1	3
95	первую очередь	1	3
96	в них	1	3
97	и ее	1	3
98	место в	3	3
99	не менее	6	3
100	что после	1	3
101	однако в	2	3
102	на всю	1	3
103	даже в	3	3
104	по отношению	1	3
105	к этим	1	3
106	казалось бы	1	3
107	у нас	1	3
108	могут быть	2	3
109	и сам	1	3
110	во второй	2	3
111	там же	3	3
112	в частности	2	3
113	в образе	1	3
114	тот же	2	3
115	одной из	4	3
116	только в	5	3
117	и у	2	3
118	в виде	3	3
119	у него	7	3
120	как раз	1	3
121	к которому	1	3
122	все более	2	3
123	так же	3	3
124	как это	1	3
125	фрагмент из	1	3
126	по своему	1	3
127	одной стороны	1	3
128	не мог	2	3
129	в более	1	3
130	и все	6	3
131	отношению к	1	3
132	как известно	1	2
133	к людям	1	2
134	того же	2	2
135	ту же	3	2
136	сам автор	1	2
137	из всех	4	2
138	в сущности	1	2
139	принадлежит к	1	2
140	на себя	1	2
141	это время	2	2
142	большей частью	1	2
143	он был	1	2
144	к году	1	2
145	столь же	1	2
146	бы то	1	2
147	тем как	1	2
148	совсем не	1	2
149	отличие от	2	2
150	в настоящем	2	2
151	к сожалению	1	2
152	наряду с	1	2
153	что по	1	2
154	этой цели	1	2
155	и платон	1	2
156	для ее	1	2
157	со своей	1	2
158	в самом	3	2
159	в известном	1	2
160	в себе	2	2
161	в первой	2	2
162	в первую	1	2
163	в принципе	2	2
164	если они	1	2
165	не к	1	2
166	на этом	1	2
167	то ни	1	2
168	для характеристики	1	2
169	связанные с	1	2
170	на все	1	2
171	было бы	1	2
172	и тем	2	2
173	для них	1	2
174	эти годы	1	2
175	такой же	2	2
176	и самого	1	2
177	но он	2	2
178	тем не	2	2
179	власть в	1	2
180	одна из	2	2
181	это еще	1	2
182	нельзя не	1	2
183	трагедии в	1	2
184	к ней	2	2
185	как будто	5	2
186	в области	1	2
187	ли это	1	2
188	в трагедии	1	2
189	уже о	1	2
190	же самое	1	2
191	протяжении всего	2	2
192	указывает на	1	2
193	с ее	3	2
194	вывод что	1	2
195	всего этого	1	2
196	как по	1	2
197	в себя	2	2
198	времени это	2	2
199	что у	1	2
200	поэтому мы	1	2
201	времени и	4	2
202	для этого	1	2
203	из других	2	2
204	и здесь	1	2
205	нас в	1	2
206	под именем	1	2
207	путь к	1	2
208	от них	1	2
209	раз на	2	2
210	и мир	2	2
211	еще не	1	2
212	даже если	1	2
213	который в	3	2
214	в эти	1	2
215	для всех	1	2
216	нравственности и	1	2
217	мы знаем	1	2
218	вовсе не	5	2
219	в других	1	2
220	в финале	4	2
221	и из	1	2
222	до сих	1	2
223	вслед за	2	2
224	и притом	2	2
225	то и	1	2
226	до конца	2	2
227	у других	1	2
228	в действии	1	2
229	не может	4	2
230	вместе с	2	2
231	но не	3	2
232	к нему	1	2
233	сих пор	1	2
234	но это	5	2
235	между прочим	1	2
236	или в	2	2
237	только что	2	2
238	ни было	1	2
239	то что	8	2
240	в свою	7	2
241	из своей	1	2
242	в действительности	1	2
243	где он	2	2
244	ее в	3	2
245	в своих	5	2
246	них он	1	1
247	также и	1	1
248	чтобы не	1	1
249	в этот	1	1
250	на самом	3	1
251	не что	1	1
252	по времени	1	1
253	из самых	1	1
254	мировоззрения и	2	1
255	исходит из	1	1
256	от которых	1	1
257	намек на	2	1
258	уже по	1	1
259	одним из	4	1
260	мы уже	1	1
261	той же	3	1
262	по мнению	3	1
263	которой была	1	1
264	свое завершение	1	1
265	что иное	1	1
266	то это	1	1
267	в мире	4	1
268	и он	2	1
269	в ней	2	1
270	и самим	1	1
271	проявляется в	1	1
272	по традиционной	1	1
273	собой в	2	1
274	иное как	1	1
275	во всех	1	1
276	как у	1	1
277	друг на	1	1
278	не все	1	1
279	а и	1	1
280	поскольку в	1	1
281	была большая	1	1
282	в поисках	1	1
283	отнюдь не	5	1
284	государства и	1	1
285	с этим	1	1
286	мира в	2	1
287	для создания	1	1
288	из уст	1	1
289	в своем	4	1
290	в полном	1	1
291	когда он	2	1
292	целый ряд	1	1
293	говорит что	2	1
294	его к	1	1
295	и к	1	1
296	то в	2	1
297	за собой	1	1
298	всего лишь	1	1
299	из жизни	1	1
300	культуры и	1	1
301	что это	1	1
302	литературе нового	1	1
303	представляет собой	3	1
304	он в	1	1
305	что же	1	1
306	чуть ли	1	1
307	тут и	3	1
308	с берегов	1	1
309	но без	2	1
310	приводит к	2	1
311	только на	2	1
312	роль в	1	1
313	чем его	1	1
314	и те	1	1
315	как он	1	1
316	к одному	1	1
317	у читателя	1	1
318	европейской культуры	1	1
319	способен на	1	1
320	людей и	2	1
321	что она	2	1
322	но все	1	1
323	человека в	6	1
324	что все	3	1
325	же не	1	1
326	человек а	1	1
327	им как	1	1
328	почти за	1	1
329	же касается	1	1
330	об этом	2	1
