N	2gram	Tiupa_Narr_1	Myslijsy
1	то есть	19	34
2	потому что	1	33
3	то что	11	29
4	может быть	25	26
5	таким образом	1	24
6	в этом	17	23
7	в том	18	23
8	и в	19	23
9	в слове	1	22
10	и не	20	18
11	что в	3	17
12	при этом	9	15
13	только в	4	15
14	то же	4	14
15	в себе	8	14
16	как и	7	14
17	того что	1	14
18	для нас	1	14
19	если бы	1	13
20	не было	2	12
21	а не	12	12
22	том что	14	12
23	не в	14	11
24	по себе	5	11
25	но и	23	11
26	не может	10	11
27	по отношению	7	10
28	не только	32	10
29	мы можем	1	10
30	тем что	3	10
31	что мы	2	10
32	и потому	2	10
33	между тем	3	9
34	не есть	3	9
35	мы не	1	8
36	в своем	2	8
37	но в	6	8
38	было бы	4	8
39	о том	6	8
40	сказать что	4	8
41	отношению к	6	8
42	очевидно что	1	7
43	как в	7	7
44	что это	3	7
45	в нем	4	7
46	в силу	4	7
47	мысли и	1	7
48	это не	2	7
49	что и	1	7
50	вовсе не	1	7
51	могут быть	3	7
52	этого слова	2	7
53	что если	1	6
54	независимо от	2	6
55	и к	1	6
56	когда мы	2	6
57	мысль о	1	6
58	так и	9	6
59	что не	4	6
60	и то	1	5
61	есть нечто	1	5
62	говорить о	2	5
63	не то	2	5
64	один и	1	5
65	хотя и	3	5
66	как бы	4	5
67	имеет для	1	5
68	так сказать	1	5
69	по крайней	1	5
70	не менее	3	5
71	с ним	1	5
72	не имеет	2	5
73	внимание на	1	5
74	к нему	5	5
75	крайней мере	1	5
76	есть в	2	5
77	уже в	3	5
78	в его	9	5
79	для него	2	5
80	само по	1	5
81	тем более	2	5
82	а в	11	5
83	таким же	1	5
84	сам по	1	4
85	только потому	1	4
86	есть не	1	4
87	что как	1	4
88	могли бы	1	4
89	что все	1	4
90	и с	4	4
91	его в	2	4
92	с другими	1	4
93	и тем	4	4
94	мы имеем	2	4
95	точки зрения	10	4
96	в котором	1	4
97	сих пор	1	4
98	тем не	3	4
99	и более	1	4
100	в то	3	4
101	же самое	1	4
102	если же	1	4
103	и может	1	4
104	быть может	2	4
105	можно сказать	5	4
106	что он	6	4
107	хотя бы	4	4
108	то и	1	4
109	тогда как	12	4
110	от того	1	4
111	до сих	1	4
112	а именно	3	4
113	как же	1	4
114	так же	2	4
115	в данном	5	4
116	в той	6	4
117	да и	4	4
118	и все	2	4
119	есть уже	1	4
120	между ними	2	4
121	есть то	1	4
122	по поводу	1	4
123	тем самым	6	4
124	в таком	2	4
125	например в	2	3
126	самом деле	2	3
127	на самом	1	3
128	переход от	4	3
129	и есть	1	3
130	в первом	3	3
131	и до	2	3
132	слова в	1	3
133	мы уже	1	3
134	которое в	1	3
135	еще не	7	3
136	и на	3	3
137	в действительности	1	3
138	в самом	1	3
139	формы в	1	3
140	все эти	2	3
141	бы не	2	3
142	и тот	2	3
143	лица и	2	3
144	на его	1	3
145	к одному	1	3
146	и по	1	3
147	образа и	1	3
148	ни был	1	3
149	не будет	3	3
150	лишь в	1	3
151	от одного	2	3
152	но уже	1	3
153	в них	1	3
154	все равно	1	3
155	не всегда	2	3
156	с точки	2	3
157	но это	1	3
158	не от	2	3
159	в которых	1	3
160	их в	1	3
161	есть всегда	2	3
162	никогда не	3	3
163	же время	4	3
164	связи с	4	3
165	к тому	7	3
166	языка и	2	3
167	что у	2	3
168	те же	4	3
169	было в	2	3
170	в виду	1	3
171	там же	1	3
172	и только	2	3
173	с ними	1	3
174	то в	6	3
175	с нею	1	3
176	уже не	5	3
177	в значении	1	3
178	слова не	1	3
179	со стороны	9	3
180	нельзя сказать	1	3
181	именно в	6	3
182	в речи	1	3
183	нет ничего	1	3
184	в смысле	1	3
185	известной степени	1	3
186	в процессе	1	3
187	таком случае	2	2
188	отношения между	1	2
189	уже по	1	2
190	а как	1	2
191	как мы	3	2
192	гуманитарных наук	1	2
193	что иное	2	2
194	оно есть	1	2
195	мы и	1	2
196	в ней	3	2
197	и сами	1	2
198	иное как	2	2
199	нам представляется	1	2
200	столь же	3	2
201	в различных	1	2
202	без которого	1	2
203	что по	2	2
204	так или	2	2
205	из этих	3	2
206	он думает	1	2
207	с языком	1	2
208	по-видимому не	1	2
209	он не	3	2
210	состоит в	13	2
211	не как	2	2
212	отношений между	1	2
213	подобно тому	2	2
214	человека в	2	2
215	значительной степени	2	2
216	здесь мы	1	2
217	в мире	9	2
218	об этом	1	2
219	это было	1	2
220	человек не	1	2
221	и при	1	2
222	как наука	1	2
223	в первый	1	2
224	оно живет	1	2
225	от его	1	2
226	признать что	1	2
227	сами по	2	2
228	теми же	1	2
229	том же	1	2
230	и вообще	1	2
231	даже в	2	2
232	она не	2	2
233	до известной	1	2
234	даже не	3	2
235	в сущности	3	2
236	и сама	1	2
237	дело не	1	2
238	иметь в	1	2
239	имеем дело	2	2
240	к ней	1	2
241	и его	5	2
242	что на	2	2
243	в области	2	2
244	у нас	1	2
245	настоящего времени	1	2
246	не могут	1	2
247	оно не	2	2
248	говоря словами	2	2
249	но сама	2	2
250	не существует	3	2
251	в ее	3	2
252	данном случае	4	2
253	в глазах	1	2
254	на том	3	2
255	и когда	2	2
256	можно было	2	2
257	не с	3	2
258	и здесь	1	2
259	в самой	1	2
260	нас в	1	2
261	в ряд	1	2
262	ко второму	1	2
263	может иметь	1	2
264	быть и	1	2
265	один из	3	2
266	в двух	2	2
267	тот же	1	2
268	связь и	1	2
269	место из	1	2
270	и у	1	2
271	в понятие	1	2
272	не так	1	2
273	никто не	1	2
274	отношение к	2	2
275	из нее	1	2
276	и даже	3	2
277	с другой	8	2
278	или иначе	3	2
279	и прежде	1	2
280	в свою	3	2
281	и быть	1	2
282	было и	1	2
283	стремится к	1	2
284	и др	2	2
285	с которым	1	2
286	как ни	2	2
287	слова от	1	2
288	человеческой мысли	1	2
289	нее как	1	2
290	к его	1	2
291	из которых	4	2
292	по своему	1	2
293	если оно	1	2
294	а если	2	2
295	тому как	2	2
296	а может	1	2
297	в состоянии	1	2
298	быть не	1	2
299	кто говорит	2	2
300	в это	1	2
301	и для	2	2
302	от него	1	2
303	как теперь	1	2
304	и как	5	2
305	силу которого	1	2
306	хотя в	2	2
307	сводятся к	1	2
308	мысли о	1	2
309	не что	2	2
310	только о	2	2
311	во сне	1	2
312	точно так	2	2
313	можно назвать	1	2
314	речь идет	4	1
315	одним из	2	1
316	того же	1	1
317	он может	1	1
318	идет о	2	1
319	не признает	1	1
320	к другому	2	1
321	др в	1	1
322	должна быть	2	1
323	в их	1	1
324	и за	1	1
325	чего в	1	1
326	бы уже	1	1
327	уже более	1	1
328	одной только	1	1
329	и над	1	1
330	ему в	2	1
331	в некотором	1	1
332	таковы например	1	1
333	о роли	1	1
334	свою очередь	3	1
335	меньшей степени	1	1
336	думая о	1	1
337	разумеется не	1	1
338	столько же	1	1
339	на них	1	1
