N	2gram	Medvedev_V_1	Psycholo
1	и в	26	38
2	то что	6	35
3	в том	15	25
4	в самом	4	25
5	самом деле	1	21
6	что в	10	20
7	может быть	22	19
8	и что	1	18
9	на то	1	16
10	что она	2	16
11	точки зрения	3	16
12	в ней	2	15
13	то есть	1	15
14	и т	23	14
15	том что	8	14
16	если бы	3	14
17	как бы	5	14
18	потому что	1	14
19	в этом	26	13
20	басни и	1	13
21	в этой	4	13
22	не только	25	12
23	таким образом	31	12
24	было бы	7	12
25	не в	6	12
26	мы видим	1	12
27	что он	4	11
28	то же	10	10
29	и не	19	10
30	же самое	2	10
31	и все	1	10
32	того чтобы	3	9
33	и то	1	8
34	с этим	3	8
35	все же	5	8
36	и как	3	8
37	говорит что	1	8
38	с тем	3	8
39	как и	7	8
40	в одном	4	8
41	видим что	1	8
42	и это	1	8
43	но только	1	8
44	вовсе не	3	8
45	как раз	3	8
46	для того	3	8
47	перед нами	4	8
48	для нас	1	8
49	с другой	11	7
50	заключается в	2	7
51	не может	17	7
52	все то	1	7
53	как мы	1	7
54	в ее	4	7
55	что у	2	7
56	никак не	1	7
57	между тем	5	7
58	может служить	1	7
59	а не	7	7
60	а в	3	7
61	в которых	3	6
62	как это	12	6
63	и если	1	6
64	он не	2	6
65	мы видели	3	6
66	в котором	3	6
67	тому что	6	6
68	она не	3	6
69	не имеет	1	6
70	самого начала	1	6
71	уже из	1	6
72	и его	6	6
73	к тому	4	6
74	о том	10	6
75	один из	5	6
76	с одной	2	6
77	из них	9	6
78	до сих	1	6
79	он говорит	5	6
80	в своем	8	5
81	в которой	2	5
82	так сказать	2	5
83	на этом	1	5
84	в другом	2	5
85	несмотря на	1	5
86	в своей	4	5
87	т п	9	5
88	казалось бы	1	5
89	в его	14	5
90	в какой	1	5
91	но и	10	5
92	действующих лиц	5	5
93	одной стороны	2	5
94	вместе с	7	5
95	в той	1	5
96	сих пор	1	5
97	или в	3	5
98	о котором	1	5
99	другой стороны	8	5
100	совершенно не	1	5
101	что эти	1	4
102	что если	1	4
103	время как	1	4
104	во всех	6	4
105	что они	3	4
106	как в	1	4
107	когда он	3	4
108	в целом	4	4
109	все эти	6	4
110	в себе	6	4
111	если он	1	4
112	в нем	6	4
113	т д	14	4
114	что этот	1	4
115	что эта	1	4
116	одна из	4	4
117	из него	1	4
118	никогда не	4	4
119	в самой	1	4
120	как будто	1	4
121	в виду	4	4
122	согласиться с	1	4
123	что и	3	4
124	только в	7	4
125	конечно не	1	4
126	при помощи	3	4
127	у него	6	4
128	плана в	2	4
129	и даже	2	4
130	из которых	2	4
131	по своему	1	4
132	в течение	2	4
133	того что	3	4
134	и для	2	4
135	речь идет	1	4
136	в свою	1	4
137	сказать что	5	4
138	ее в	4	4
139	в своих	2	4
140	должен быть	4	3
141	и этот	2	3
142	по его	2	3
143	стихах и	1	3
144	что по	1	3
145	и к	3	3
146	но в	2	3
147	из этих	7	3
148	одно и	1	3
149	что все	3	3
150	рассказывает о	4	3
151	бы в	3	3
152	его в	3	3
153	ни в	1	3
154	в них	4	3
155	далеко не	2	3
156	бы не	2	3
157	с теми	1	3
158	в то	6	3
159	в плане	5	3
160	того как	1	3
161	в основе	1	3
162	именно это	1	3
163	на это	2	3
164	каждого из	1	3
165	он был	1	3
166	были бы	1	3
167	здесь не	1	3
168	к ним	1	3
169	тем что	1	3
170	что не	3	3
171	в стихах	1	3
172	так называемой	1	3
173	мы хотим	1	3
174	это только	4	3
175	как если	1	3
176	только для	1	3
177	но это	1	3
178	все это	10	3
179	главным образом	7	3
180	одновременно и	1	3
181	прав когда	1	3
182	к этому	9	3
183	как на	3	3
184	в таком	1	3
185	например в	3	2
186	увидим ниже	1	2
187	он может	2	2
188	все те	1	2
189	поэзии и	1	2
190	чувства которые	1	2
191	между собой	1	2
192	всего этого	1	2
193	что его	2	2
194	это имеет	1	2
195	видели что	3	2
196	но как	3	2
197	в общем	2	2
198	очевидно что	7	2
199	уже как	1	2
200	отнюдь не	3	2
201	в истории	1	2
202	целый ряд	1	2
203	и наконец	2	2
204	он в	1	2
205	не нашли	1	2
206	что автор	1	2
207	в прямом	1	2
208	всех этих	2	2
209	свою басню	1	2
210	в силу	11	2
211	и по	3	2
212	так например	2	2
213	относительно природы	1	2
214	и может	2	2
215	и дальше	2	2
216	и дает	1	2
217	показывает что	1	2
218	же самый	1	2
219	и ее	4	2
220	его мнению	1	2
221	превратилась в	1	2
222	говорил о	1	2
223	признать что	1	2
224	и той	1	2
225	образом и	1	2
226	но он	1	2
227	друг другу	1	2
228	и эти	1	2
229	их в	6	2
230	в этих	1	2
231	нет никакого	1	2
232	этими двумя	1	2
233	дело не	1	2
234	нельзя не	1	2
235	к ней	1	2
236	то это	2	2
237	ли это	2	2
238	у нас	2	2
239	очень часто	1	2
240	не могут	7	2
241	что оно	3	2
242	утверждать что	4	2
243	и которая	1	2
244	с ее	1	2
245	свою очередь	1	2
246	данном случае	1	2
247	только то	2	2
248	то время	1	2
249	она играет	1	2
250	прямом смысле	1	2
251	то как	1	2
252	в глаза	1	2
253	по аналогии	1	2
254	том как	3	2
255	мы в	1	2
256	для этого	1	2
257	с ним	1	2
258	внимание на	1	2
