N	2gram	Trubetskoy_1	Hudozhes
1	и в	14	28
2	том что	9	19
3	в ее	1	18
4	и не	19	18
5	в том	17	15
6	а не	2	14
7	в этом	17	13
8	не в	4	13
9	о том	7	12
10	перед нами	1	11
11	не только	9	11
12	при этом	5	11
13	как и	4	11
14	в его	4	11
15	уже не	2	10
16	в себе	9	9
17	но и	10	9
18	так и	1	8
19	между тем	5	8
20	что он	6	8
21	себя в	4	8
22	в жизни	1	8
23	может быть	9	8
24	по отношению	2	7
25	тогда как	2	7
26	состоит в	2	7
27	в мире	4	7
28	об этом	1	7
29	к тому	7	7
30	в частности	2	7
31	как это	1	7
32	и все	1	7
33	с ним	2	7
34	жизни в	5	7
35	отношению к	1	7
36	в котором	2	6
37	то же	11	6
38	не было	3	6
39	и с	7	6
40	в глазах	2	6
41	в своей	5	6
42	в то	10	6
43	тем что	3	6
44	казалось бы	1	6
45	для себя	2	6
46	если бы	6	6
47	сводится к	3	6
48	можно сказать	1	6
49	это не	1	6
50	человеческой жизни	1	6
51	а в	5	6
52	то что	13	6
53	жизни и	4	6
54	в этой	4	5
55	в самом	3	5
56	что это	3	5
57	не могла	1	5
58	в своем	6	5
59	не менее	1	5
60	у него	2	5
61	никогда не	5	5
62	она не	2	5
63	его жизни	1	5
64	только на	2	5
65	для него	6	5
66	как бы	4	5
67	да и	3	5
68	с ее	1	5
69	что в	4	5
70	а между	5	4
71	и т	3	4
72	но не	4	4
73	своей жизни	1	4
74	то в	3	4
75	человека в	1	4
76	он не	5	4
77	в других	2	4
78	тем не	1	4
79	для нее	2	4
80	тому что	2	4
81	же время	10	4
82	и сама	1	4
83	как будто	2	4
84	и о	2	4
85	того чтобы	8	4
86	что они	3	4
87	только в	5	4
88	в качестве	3	4
89	что и	3	4
90	для того	6	4
91	превращается в	1	4
92	то и	1	4
93	не может	22	4
94	была бы	1	3
95	на себя	2	3
96	в ней	2	3
97	но при	1	3
98	еще не	3	3
99	и на	5	3
100	столь же	1	3
101	со стороны	4	3
102	бы не	1	3
103	в нем	5	3
104	можно было	4	3
105	что все	3	3
106	мы уже	2	3
107	с другими	1	3
108	было бы	5	3
109	несмотря на	3	3
110	в этих	2	3
111	этом и	2	3
112	любви и	1	3
113	на него	1	3
114	отдельного человека	1	3
115	к себе	2	3
116	как только	1	3
117	же самое	1	3
118	и это	1	3
119	что у	1	3
120	к нему	2	3
121	одной из	3	3
122	с ними	1	3
123	для нас	2	3
124	с нею	3	3
125	что на	1	3
126	с другой	1	3
127	на ее	1	3
128	а с	2	3
129	прежде всего	8	3
130	у всех	1	3
131	так же	2	3
132	противоречие с	2	3
133	в состоянии	1	3
134	все это	6	3
135	или в	3	3
136	все они	3	3
137	о себе	1	3
138	есть и	2	3
139	и состоит	2	3
140	самом деле	7	3
141	все что	4	3
142	же как	1	2
143	и то	4	2
144	не во	1	2
145	говорить о	3	2
146	они были	1	2
147	он сам	3	2
148	если в	6	2
149	представляется в	1	2
150	внутри себя	1	2
151	все же	4	2
152	и к	6	2
153	но в	2	2
154	со своей	1	2
155	из этих	3	2
156	тому же	1	2
157	о которой	1	2
158	в принципе	1	2
159	могла бы	1	2
160	не будет	7	2
161	а по	1	2
162	лишь в	3	2
163	его в	4	2
164	от которого	1	2
165	о которых	3	2
166	в церкви	1	2
167	и тогда	2	2
168	место в	2	2
169	от своего	1	2
170	с точки	9	2
171	не столько	1	2
172	нельзя было	1	2
173	ибо в	3	2
174	из нас	1	2
175	одна из	3	2
