N	3gram	Bakhtin_Fr_7	Psycholo
1	в том что	3	14
2	что в этом	1	6
3	о том что	1	6
4	мы увидим что	1	6
5	по этому поводу	1	4
6	не в состоянии	1	3
7	то же самое	1	3
8	сам по себе	1	3
9	с тем что	1	3
10	на этот вопрос	1	3
11	о котором мы	1	3
12	с самого начала	1	3
13	мы видим что	1	3
14	можно было бы	2	3
15	в этом отношении	2	3
16	что иное как	1	2
17	имеет дело с	1	2
18	с точки зрения	3	2
19	на первый план	1	2
20	таким образом все	1	2
21	то что в	2	2
22	потому что он	1	2
23	в данном случае	1	2
24	таким образом мы	1	2
25	не только в	1	2
26	в конце концов	4	2
27	он говорит что	1	2
28	мы сейчас увидим	2	2
29	в том и	1	2
30	все то что	3	2
31	и в самом	1	2
32	не что иное	1	2
33	друг от друга	1	2
34	на самом деле	1	2
35	именно потому что	1	2
36	и в сущности	1	1
37	и есть то	2	1
38	от него и	1	1
39	и то новое	1	1
40	дело в том	2	1
41	мы имеем в	2	1
42	по отношению к	2	1
43	более или менее	2	1
44	в этом смысле	1	1
45	те и другие	2	1
46	и в этом	1	1
47	что именно это	1	1
48	в остальных частях	1	1
49	мы находим в	1	1
50	из самых важных	1	1
51	но он не	1	1
52	что в нем	1	1
53	мы почти не	1	1
54	том или ином	1	1
55	может в них	1	1
56	что в конце	1	1
57	и не в	1	1
58	нет места для	1	1
59	здесь же в	1	1
60	в применении к	1	1
61	в том или	1	1
62	и в его	2	1
63	время как бы	1	1
64	как смысл этого	1	1
65	еще не было	1	1
66	мы говорили о	1	1
67	и в этой	2	1
68	или ином виде	1	1
69	есть не только	1	1
70	взаимное превращение и	1	1
71	что у него	2	1
72	и в романе	1	1
73	мы уже приводили	1	1
74	и в том	1	1
75	то обстоятельство что	1	1
76	в свою очередь	3	1
77	после того как	4	1
78	рядом с этим	1	1
79	ничего общего с	1	1
80	один из самых	1	1
81	мы уже указывали	1	1
82	они как бы	1	1
83	смерти то есть	1	1
84	на одном из	3	1
85	и в другом	1	1
