N	3gram	Tiupa_Lite_2	Narrotol
1	в том что	5	8
2	с одной стороны	6	7
3	о том что	2	6
4	по отношению к	3	6
5	в том числе	2	6
6	в отличие от	1	5
7	не может быть	7	5
8	том числе и	1	4
9	в основе своей	1	4
10	в данном случае	3	4
11	с другой стороны	4	4
12	той или иной	1	4
13	состоит в том	4	3
14	бы то ни	1	3
15	в этом отношении	3	3
16	то ни было	1	3
17	тем не менее	2	3
18	то же время	9	3
19	в свою очередь	1	3
20	в то же	9	3
21	присутствия в мире	2	2
22	мы имеем дело	1	2
23	подобно тому как	2	2
24	с точки зрения	3	2
25	можно было бы	1	2
26	оказывается всего лишь	1	2
27	и представляет собой	1	2
28	в себя и	1	2
29	при всей своей	2	2
30	этой точки зрения	1	2
31	то есть в	1	2
32	в конечном счете	5	2
33	речь идет о	3	2
34	себя в другом	1	1
35	том что в	1	1
36	то в его	1	1
37	не могло не	1	1
38	в данный момент	1	1
39	и рецептивного сознаний	1	1
40	впрочем не столько	1	1
41	в хх веке	4	1
42	а не с	1	1
43	как и для	1	1
44	прежде всего в	1	1
45	на самом деле	1	1
46	принципиальное различие между	1	1
47	в равной степени	2	1
48	то же самое	1	1
49	он не может	1	1
50	по крайней мере	2	1
51	и в то	1	1
52	по отношению ко	1	1
53	в ценностном центре	1	1
54	когда же в	1	1
55	только то что	1	1
56	и то что	1	1
57	а то и	1	1
58	в вечности и	1	1
59	с этой точки	1	1
60	может быть представлена	1	1
61	то что было	1	1
62	характеристике с.с аверинцева	1	1
63	именовал веком героев	1	1
64	гегель именовал веком	1	1
65	в своего рода	1	1
66	другого в себе	1	1
67	в первый раз	2	1
68	является своего рода	1	1
69	и не было	1	1
70	а с другой	1	1
71	имеем дело с	1	1
72	креативного и рецептивного	1	1
73	из которых он	1	1
74	так и от	1	1
75	как нам представляется	1	1
76	в качестве коммуникативной	1	1
77	одним из которых	1	1
78	все то что	1	1
79	в свое время	2	1
80	не мог бы	1	1
81	в не меньшей	1	1
82	и когда он	1	1
83	в том чтобы	3	1
84	роль по отношению	1	1
85	никогда не бывает	1	1
86	автора с читателем	1	1
87	в русской литературе	2	1
88	и прежде всего	1	1
89	в этой системе	1	1
90	данного текста как	1	1
91	идет не только	1	1
92	а во второй	1	1
93	в тексте не	1	1
94	тех или иных	1	1
95	в соответствии с	1	1
96	тех кто не	1	1
97	в себе не	1	1
98	до сего времени	1	1
99	поскольку речь идет	2	1
100	на наш взгляд	3	1
101	не меньшей степени	1	1
102	как мы видели	1	1
