N	2gram	Propp_Isto_5	Psycholo
1	то что	7	44
2	и в	25	33
3	в этом	10	28
4	и что	8	25
5	как бы	2	25
6	потому что	7	24
7	для того	3	23
8	том что	8	22
9	того чтобы	3	22
10	может быть	17	22
11	что в	8	21
12	в том	6	21
13	о том	7	20
14	что он	22	20
15	сейчас же	1	16
16	и мы	2	15
17	только что	1	15
18	как это	1	14
19	что это	5	13
20	таким образом	9	13
21	так же	5	13
22	и не	11	13
23	все это	4	13
24	сказать что	2	13
25	самом деле	2	12
26	в самом	1	12
27	было бы	1	12
28	к тому	1	12
29	и все	3	12
30	так как	11	12
31	он не	4	11
32	что все	4	11
33	говорит что	1	10
34	на то	2	10
35	что она	1	10
36	если бы	2	10
37	в его	12	10
38	не может	6	10
39	то же	4	9
40	в этой	3	9
41	и если	1	9
42	по себе	2	9
43	в конце	1	8
44	как будто	1	8
45	совершенно ясно	4	8
46	для этого	1	8
47	вместе с	22	8
48	в каком	1	8
49	в своем	1	7
50	не только	13	7
51	в нем	7	7
52	так что	2	7
53	и только	1	7
54	когда он	2	7
55	для нас	5	7
56	и т	20	6
57	на самом	1	6
58	в ней	5	6
59	что они	1	6
60	перед нами	2	6
61	все эти	8	6
62	в себе	1	6
63	после этого	2	6
64	и вот	1	6
65	во время	7	6
66	точки зрения	2	6
67	но он	2	6
68	что эта	1	6
69	же после	1	6
70	никак не	1	6
71	это не	6	6
72	мы видим	8	6
73	у него	2	6
74	а не	2	6
75	что мы	2	6
76	мы должны	4	6
77	как на	1	6
78	мы уже	4	5
79	мы не	5	5
80	в целом	3	5
81	и на	8	5
82	только после	3	5
83	о смерти	1	5
84	с этим	5	5
85	все же	10	5
86	целый ряд	1	5
87	и как	3	5
88	ясно что	5	5
89	как и	7	5
90	самого начала	1	5
91	никогда не	3	5
92	и его	9	5
93	и это	4	5
94	с самого	1	5
95	с ним	4	5
96	что для	1	5
97	вовсе не	2	5
98	мы можем	2	5
99	связь с	8	5
100	из этого	1	5
101	и есть	1	4
102	той же	1	4
103	в которой	4	4
104	я не	1	4
105	не то	1	4
106	говорит о	2	4
107	том чтобы	2	4
108	видит что	3	4
109	это было	2	4
110	с тем	8	4
111	и уже	1	4
112	для чего	1	4
113	смысл и	1	4
114	в своей	2	4
115	знаем что	6	4
116	с точки	1	4
117	одна из	2	4
118	на него	8	4
119	а в	3	4
120	с другом	2	4
121	так например	2	4
122	как мы	5	4
123	и о	1	4
124	что у	4	4
125	об этом	2	4
126	о нем	3	4
127	утверждает что	1	4
128	того что	2	4
129	только в	7	4
130	и так	1	4
131	себя в	6	4
132	в жизни	1	4
133	при помощи	7	4
134	и других	2	4
135	из них	2	4
136	никто не	3	4
137	что не	1	4
138	в частности	7	4
139	мы узнаем	2	4
140	друг с	2	4
141	с этой	2	4
142	совершенно не	2	4
143	жизни и	2	4
144	ее в	2	4
145	к этому	2	4
146	в таком	1	4
147	например в	5	3
148	же как	4	3
149	и сюжет	1	3
150	то это	3	3
151	и он	6	3
152	что его	3	3
153	но не	5	3
154	как в	6	3
155	увидим что	1	3
156	от этого	4	3
157	та же	1	3
158	что может	1	3
159	на этом	3	3
160	здесь мы	5	3
161	его в	9	3
162	уже знаем	1	3
163	всех этих	1	3
164	но если	1	3
