N	2gram	Propp_Isto_4	Problemy
1	и в	26	34
2	и не	9	29
3	как бы	3	27
4	что он	10	23
5	в его	5	22
6	к другому	1	20
7	в нем	2	19
8	может быть	14	19
9	не может	6	19
10	и все	2	19
11	как и	7	18
12	к себе	3	17
13	в этом	7	16
14	но в	5	16
15	и его	10	16
16	все это	2	16
17	он не	7	15
18	и с	5	15
19	что я	2	15
20	прежде всего	1	15
21	то же	8	14
22	к нему	6	14
23	и к	1	12
24	в то	1	12
25	потому что	6	12
26	но и	12	12
27	т е	18	12
28	вовсе не	4	11
29	то что	16	11
30	не только	15	10
31	а я	1	10
32	не в	5	9
33	а не	6	9
34	и т	27	8
35	никогда не	2	8
36	с ним	1	8
37	в другом	5	8
38	так же	18	8
39	что же	1	8
40	точки зрения	1	8
41	знает и	2	7
42	на него	3	7
43	как будто	1	7
44	как мы	5	7
45	и даже	4	7
46	что не	1	7
47	с которым	1	7
48	там где	3	7
49	этого слова	2	7
50	все же	9	7
51	что в	14	7
52	мы уже	5	6
53	и на	2	6
54	отношение к	2	6
55	что они	6	6
56	в пределах	1	6
57	что у	3	6
58	у меня	1	6
59	ли вы	1	6
60	так и	10	6
61	в себе	2	6
62	только в	3	6
63	от него	2	6
64	с ними	5	6
65	не знает	1	6
66	на них	1	5
67	он сам	1	5
68	в чем	1	5
69	и наконец	1	5
70	и у	5	5
71	что это	2	5
72	в целом	2	5
73	и вот	2	5
74	но все	5	5
75	лишь в	2	5
76	с тем	2	5
77	он и	1	5
78	не мог	3	5
79	даже в	4	5
80	это слово	1	5
81	таким образом	10	5
82	к тому	1	5
83	и что	5	5
84	что и	9	5
85	это не	5	5
86	того что	2	5
87	и так	1	5
88	так что	2	5
89	из них	2	5
90	в одном	5	5
91	себе и	1	5
92	к своему	3	5
93	мы должны	5	5
94	хотя бы	2	5
95	а в	8	5
96	что ты	1	5
97	героя в	7	5
98	из его	1	4
99	он как	1	4
100	еще не	6	4
101	но не	5	4
102	но как	1	4
103	как в	7	4
104	он в	4	4
105	все эти	3	4
106	но на	1	4
107	на его	3	4
108	при этом	3	4
109	на этом	2	4
110	его в	9	4
111	ни в	2	4
112	но это	3	4
113	друг другу	1	4
114	меня не	3	4
115	ничего не	5	4
116	он хочет	1	4
117	как раз	1	4
118	его с	2	4
119	и это	1	4
120	если бы	2	4
121	на вопрос	3	4
122	тотчас же	1	4
123	только на	1	4
124	в виде	2	4
125	в начале	1	4
126	так как	9	4
127	у него	5	4
128	даже и	2	4
129	с другой	4	4
130	тем что	5	4
131	вместе с	6	4
132	как к	1	4
133	из своего	3	4
134	и вдруг	1	4
135	и то	6	3
136	сливается с	2	3
137	бы уже	1	3
138	так чтобы	1	3
139	в виду	1	3
140	теперь на	1	3
141	в ней	1	3
142	знаете ли	1	3
143	как символ	1	3
144	в одной	3	3
145	вот как	2	3
146	хотя и	2	3
147	и как	5	3
148	уже в	2	3
149	ее как	1	3
150	как он	6	3
151	героя из	1	3
152	не как	1	3
153	их в	7	3
154	знает что	1	3
155	он все	1	3
156	его и	2	3
157	а что	1	3
158	этого не	2	3
159	мы видели	6	3
160	такой же	1	3
161	в своей	4	3
162	как ты	1	3
163	в котором	1	3
164	не менее	2	3
165	но он	4	3
166	по себе	2	3
167	с миром	3	3
168	том что	3	3
169	которого он	1	3
170	во всем	3	3
171	есть только	3	3
172	его за	1	3
173	где он	1	3
174	с ее	1	3
175	для этого	1	3
176	в глаза	1	3
