N	3gram	Bakhtin_Fr_5	Myshleni
1	с точки зрения	2	21
2	для того чтобы	6	18
3	в том что	6	13
4	между словом и	2	8
5	так же как	4	7
6	по отношению к	1	5
7	то же самое	2	5
8	в данном случае	2	5
9	мысли и слова	2	4
10	в самом деле	1	4
11	вместе с тем	1	4
12	связь между словом	1	4
13	не может быть	2	4
14	о том что	1	4
15	мысль и слово	2	3
16	до сих пор	3	3
17	в этом отношении	5	3
18	мы не можем	1	3
19	в самом начале	1	3
20	тем не менее	1	3
21	так же точно	1	3
22	можно сказать что	2	3
23	но и не	1	3
24	по этому поводу	1	3
25	как и в	1	3
26	как мы видели	4	3
27	том что в	1	2
28	потому что он	3	2
29	одной и той	1	2
30	и той же	1	2
31	на котором мы	1	2
32	на самом деле	4	2
33	в отличие от	2	2
34	мы находим в	2	2
35	в большинстве случаев	2	2
36	же как и	2	2
37	в то время	2	2
38	в свою очередь	1	2
39	в конечном счете	1	2
40	в котором рассказывается	1	2
41	друг от друга	1	2
42	у нее нет	2	2
43	друг с другом	2	2
44	в себе в	1	2
45	дело здесь не	2	1
46	что иное как	1	1
47	быть самим собой	1	1
48	во всех деталях	2	1
49	и в своей	1	1
50	не только о	1	1
51	в том числе	4	1
52	также и в	2	1
53	мы обратимся к	1	1
54	и до конца	1	1
55	самом же деле	1	1
56	том что это	1	1
57	тем что она	1	1
58	есть не что	1	1
59	что он не	1	1
60	слова и мысли	1	1
61	как раз и	1	1
62	если мы обратимся	1	1
63	и во всех	3	1
64	том числе и	2	1
65	никак не мог	1	1
66	можно было бы	2	1
67	здесь не в	3	1
68	как мы уже	1	1
69	одном и том	1	1
70	неразрывно связана с	1	1
71	начала и до	1	1
72	его связь с	1	1
73	в одном случае	1	1
74	и что в	1	1
75	здесь как и	2	1
76	и том же	1	1
77	на некоторое время	1	1
78	после всего сказанного	2	1
79	во всех этих	1	1
80	в одной из	2	1
81	потому что в	1	1
82	не только для	2	1
83	но вместе с	1	1
84	котором рассказывается как	1	1
85	мы уже говорили	2	1
86	со словом и	1	1
87	эта тенденция к	1	1
88	момент во всяком	1	1
89	по ту сторону	1	1
90	и таким образом	1	1
91	на самом же	1	1
92	как и всей	1	1
93	мы видим из	1	1
94	одно из важнейших	1	1
95	так например в	1	1
96	так и в	1	1
97	того чтобы получить	1	1
98	как одной из	1	1
99	включает в себя	1	1
100	той или иной	1	1
101	перестает быть самим	1	1
102	после того как	1	1
103	из этих двух	1	1
104	не что иное	1	1
105	и во второй	1	1
106	в то же	9	1
107	чем у нас	1	1
108	что и в	1	1
109	только тогда когда	1	1
110	он еще не	1	1
111	он никак не	1	1
