N	2gram	Vinokur_St_1	formyVre
1	и в	44	46
2	в этом	21	22
3	с рядом	1	16
4	и т	30	14
5	прежде всего	7	14
6	вовсе не	19	13
7	и его	8	12
8	во всех	8	11
9	не только	18	11
10	только в	10	11
11	т п	9	11
12	как бы	4	10
13	то есть	2	10
14	во время	3	10
15	точки зрения	11	10
16	в том	36	10
17	но в	10	10
18	не в	12	9
19	у него	2	9
20	но и	10	9
21	вместе с	1	9
22	и не	16	9
23	и для	3	9
24	то же	5	8
25	как и	9	8
26	с точки	8	8
27	для того	10	8
28	того чтобы	11	8
29	потому что	6	8
30	в его	9	8
31	из них	8	8
32	жизни и	5	8
33	и на	1	7
34	всех этих	2	7
35	так и	9	7
36	в них	1	7
37	может быть	15	7
38	времени в	1	7
39	в одном	1	7
40	то что	18	7
41	как мы	1	6
42	еще не	3	6
43	все же	8	6
44	при этом	2	6
45	и с	3	6
46	его в	2	6
47	в основе	3	6
48	никогда не	5	6
49	и во	2	6
50	так как	5	6
51	здесь в	1	6
52	все это	5	6
53	и все	2	6
54	но не	3	5
55	с этим	3	5
56	в своем	2	5
57	все эти	5	5
58	связанные с	3	5
59	он не	2	5
60	в нем	5	5
61	в то	9	5
62	и у	2	5
63	и др	1	5
64	в частности	4	5
65	по существу	2	5
66	что в	30	5
67	отношения к	2	4
68	также и	9	4
69	что они	7	4
70	в истории	3	4
71	как в	13	4
72	уже в	2	4
73	из этих	6	4
74	в себе	2	4
75	их в	2	4
76	и было	1	4
77	том что	29	4
78	в котором	5	4
79	место в	1	4
80	том же	1	4
81	же время	4	4
82	в эпоху	2	4
83	о том	17	4
84	его жизни	3	4
85	все его	1	4
86	так что	6	4
87	конечно не	2	4
88	и их	2	4
89	а не	16	4
90	с этой	3	4
91	еще более	4	4
92	в виду	1	3
93	того же	3	3
94	отношение к	2	3
95	нет и	1	3
96	хотя и	1	3
97	целый ряд	2	3
98	уже не	1	3
99	т д	21	3
100	и по	5	3
101	таким образом	7	3
102	по всему	1	3
103	в которых	5	3
104	что было	1	3
105	как можно	2	3
106	она ни	1	3
107	кроме того	1	3
108	к тому	1	3
109	на основе	1	3
110	том как	4	3
111	в другом	3	3
112	а также	2	3
113	что и	6	3
114	того что	9	3
115	тот же	1	3
116	что он	10	3
117	в качестве	4	3
118	на протяжении	1	3
119	для него	6	3
120	в прошлом	1	3
121	тем что	5	3
122	в форме	1	3
123	что на	2	3
124	и даже	5	3
125	не было	4	3
126	не на	1	3
127	о чем	1	3
128	в это	1	3
129	к вопросу	1	3
130	не является	3	3
131	тем более	4	3
132	в этих	2	3
133	а в	17	3
134	но эти	1	3
135	и другие	1	3
136	к этому	1	3
137	том числе	2	3
138	и есть	1	2
139	тем же	3	2
140	и так	3	2
141	и до	1	2
142	мы имеем	2	2
143	в сущности	2	2
144	говорить о	2	2
145	он был	3	2
146	в уста	3	2
147	бы она	1	2
148	совсем не	2	2
149	если в	2	2
150	к ним	1	2
151	друг от	1	2
152	большое значение	2	2
153	в одной	1	2
154	то в	3	2
155	и к	1	2
156	от этого	2	2
157	гл ii	2	2
158	в этой	11	2
159	с одной	3	2
160	эпохи и	3	2
161	как он	1	2
162	не могла	2	2
163	в корне	1	2
164	и вот	1	2
165	он так	1	2
166	лишь в	3	2
167	по себе	1	2
168	под категорию	1	2
169	далеко не	1	2
170	с тем	1	2
171	которой он	1	2
172	очень важный	1	2
173	представление о	4	2
174	далее в	2	2
175	значение для	1	2
176	одном из	1	2
177	но эта	1	2
178	но он	2	2
179	в прямом	1	2
180	и более	2	2
181	в той	6	2
182	в отношении	9	2
183	вплоть до	5	2
184	она не	2	2
185	на котором	1	2
186	этот большой	1	2
187	и имеет	1	2
188	там где	5	2
189	более что	2	2
190	этом отношении	7	2
191	очень часто	3	2
192	в духе	1	2
193	могут быть	5	2
194	числе и	2	2
195	и потому	2	2
196	и это	2	2
197	и о	1	2
198	от друга	1	2
199	чем не	1	2
200	без всякого	2	2
201	и от	1	2
202	отсюда и	1	2
203	другом месте	2	2
204	и та	1	2
205	утверждает что	1	2
206	можно сказать	1	2
207	каждом из	1	2
208	это не	8	2
209	и только	3	2
210	все в	2	2
211	значит что	3	2
212	литературы в	1	2
213	что здесь	2	2
214	быть и	2	2
215	со всеми	2	2
216	и других	1	2
217	сами по	1	2
218	в конце	3	2
219	не для	2	2
220	с настоящим	1	2
221	каждый из	1	2
222	и неизвестно	1	2
223	не были	1	2
224	или иной	1	2
225	до сих	7	2
226	с другой	9	2
227	именно в	6	2
228	было бы	17	2
229	больше и	1	2
230	в некоторых	1	2
231	у нас	11	2
232	а на	3	2
233	не знает	2	2
234	до конца	1	2
235	если не	2	2
236	что все	2	2
237	не может	8	2
238	так же	5	2
239	как это	4	2
240	в данном	14	2
241	в последнем	1	2
242	этом случае	2	2
243	сих пор	7	2
244	ни для	1	2
245	сказал что	1	2
246	на анализе	1	2
247	в двух	3	2
248	у них	1	2
249	но это	6	2
250	значения в	1	2
251	не быть	1	2
252	ни была	1	2
253	в иной	1	2
254	как на	1	2
255	во всяком	6	2
256	то на	1	1
257	можно говорить	1	1
258	например в	8	1
259	чтобы не	1	1
260	имеет такой	1	1
261	и грубой	1	1
262	и то	5	1
263	на самом	6	1
264	это и	4	1
265	идет о	2	1
266	времени но	2	1
267	здесь и	1	1
268	всех случаях	1	1
269	не имеют	1	1
270	в какой-то	1	1
271	должна быть	3	1
272	видеть в	1	1
273	кости и	1	1
274	которыми он	2	1
275	их и	1	1
276	а как	2	1
277	очень широко	1	1
278	вопрос о	4	1
279	на эти	7	1
280	время как	2	1
281	ни один	2	1
282	из того	2	1
283	конечно и	3	1
284	в числе	2	1
285	подчеркнуть что	2	1
286	там нет	1	1
287	это время	1	1
288	в ней	3	1
289	и говорить	1	1
290	между собой	1	1
291	время в	1	1
292	в чем	3	1
293	с его	1	1
294	кость от	1	1
295	в нашем	1	1
296	не исчерпываются	1	1
297	самом деле	11	1
298	которых так	1	1
299	словами и	1	1
300	времени то	1	1
301	показаться что	1	1
302	и речи	2	1
303	за пределы	2	1
304	в настоящем	1	1
305	это самое	1	1
306	как говорит	1	1
307	что во	2	1
308	каждая из	1	1
309	до его	1	1
310	что как	2	1
311	путь в	1	1
312	как вполне	1	1
313	что по	1	1
314	работает в	1	1
315	чего не	1	1
316	и этим	1	1
317	в самом	7	1
318	в которой	4	1
319	бы и	4	1
320	историческая и	1	1
321	ставить в	1	1
322	о более	1	1
323	бы не	2	1
324	как их	1	1
325	время чумы	2	1
326	так в	1	1
327	им в	1	1
328	всего необходимо	1	1
329	и те	2	1
330	в наших	2	1
331	в случае	2	1
332	а вовсе	1	1
333	вообще не	2	1
334	стороны в	2	1
335	времени эти	1	1
336	не значит	3	1
337	же это	3	1
338	о золотом	1	1
339	не как	1	1
340	данном отношении	5	1
341	было чуждо	1	1
342	чтобы в	1	1
343	никому не	1	1
344	так например	7	1
345	лежит на	1	1
346	ни был	1	1
347	в основу	4	1
348	но все	4	1
349	в каждом	3	1
350	для всей	1	1
351	другом случае	1	1
352	об этом	3	1
353	с точным	1	1
354	этой традиции	1	1
355	это было	1	1
356	нечего и	1	1
357	распространены в	1	1
358	и тем	3	1
359	литературной и	2	1
360	ни в	3	1
361	о которых	1	1
362	мировой литературы	1	1
363	широко распространены	1	1
364	и следовало	1	1
365	чем в	3	1
366	только во	1	1
367	мы не	2	1
368	такой же	5	1
369	зато в	2	1
370	в один	1	1
371	нисколько не	2	1
372	царя в	1	1
373	в своей	6	1
374	не становится	1	1
375	обсуждается в	1	1
376	с самого	1	1
377	не столько	1	1
378	что до	2	1
379	заявил что	1	1
380	новой форме	1	1
381	отдельных произведений	1	1
382	точку зрения	3	1
383	которые в	2	1
384	времени не	4	1
385	и эти	1	1
386	без всяких	2	1
387	однако в	1	1
388	тому что	3	1
389	нет никакого	1	1
390	в таких	1	1
391	о значении	3	1
392	свой лад	1	1
393	не имеет	4	1
394	необходимо создать	1	1
395	дело в	6	1
396	одна из	1	1
397	на него	2	1
398	не по	3	1
399	но только	1	1
400	и уже	2	1
401	смерти у	1	1
402	вообще нет	1	1
403	о древней	1	1
404	место его	1	1
405	правда в	1	1
406	от плоти	1	1
407	этих двух	3	1
408	и лишь	1	1
409	и притом	1	1
410	за исключением	1	1
411	п в	3	1
412	каждой из	1	1
413	было в	1	1
414	только с	2	1
415	уже и	1	1
416	и делает	1	1
417	нет даже	2	1
418	начиная с	2	1
419	не могут	1	1
420	когда мы	1	1
421	с полной	1	1
422	той или	1	1
423	в наши	1	1
424	кем и	2	1
425	сказать что	7	1
426	оно не	1	1
427	для кого	1	1
428	опираясь на	1	1
429	себе в	1	1
430	но при	1	1
431	в ее	4	1
432	данном случае	6	1
433	свои силы	2	1
434	характера эти	1	1
435	первой из	1	1
436	то время	2	1
437	уйти от	1	1
438	на свой	2	1
439	и сам	2	1
440	времени и	1	1
441	это вовсе	2	1
442	к самой	1	1
443	еще в	1	1
444	она была	1	1
445	что от	2	1
446	мы в	1	1
447	самый язык	1	1
448	если бы	9	1
449	и вообще	3	1
450	один человек	1	1
451	в разных	1	1
452	и глубокая	1	1
453	автора к	1	1
454	но к	1	1
455	плоть от	1	1
456	внимание на	3	1
457	и что	4	1
458	в глаза	1	1
459	может не	2	1
460	там же	1	1
461	двух сторон	1	1
462	между тем	3	1
463	нуждается в	1	1
464	и об	7	1
465	которой в	1	1
466	следовало бы	2	1
467	что будет	1	1
468	по своей	2	1
469	приведенных выше	1	1
470	и дело	1	1
471	для себя	3	1
472	и является	1	1
473	как нечто	1	1
474	должен быть	3	1
475	должен был	2	1
476	проявляется в	1	1
477	всех его	1	1
478	ему самому	1	1
479	по этому	3	1
480	самом действии	1	1
481	больше чем	2	1
482	времени как	1	1
483	именно на	1	1
484	себя в	1	1
485	есть в	2	1
486	оказывается в	2	1
487	всем его	1	1
488	в виде	3	1
489	свидетельствует о	2	1
490	что писал	1	1
491	еще одну	1	1
492	является не	4	1
493	как более	2	1
494	же у	1	1
495	от кости	1	1
496	ни с	3	1
497	был бы	1	1
498	мы встречаем	1	1
499	самому и	1	1
500	ведь это	1	1
501	и стремится	1	1
502	их во	1	1
503	в случаях	1	1
504	момент рождения	1	1
505	того в	1	1
506	в очень	3	1
507	им по	1	1
508	никого не	1	1
509	и стремление	1	1
510	тех местах	1	1
511	без всякой	3	1
512	точек зрения	1	1
513	значение которое	1	1
514	на ее	1	1
515	что тот	1	1
516	несколько примеров	5	1
517	еще и	2	1
518	такое же	1	1
519	что не	3	1
520	объясняется тем	1	1
521	в изобилии	1	1
522	них и	1	1
523	на этот	3	1
524	которых мы	1	1
525	более того	1	1
526	другой стороны	7	1
527	в руках	1	1
528	формах но	1	1
529	неизвестно кем	2	1
530	его эпохи	6	1
531	времени очень	1	1
532	него не	1	1
533	несмотря на	2	1
534	но как	1	1
535	но что	1	1
536	п на	1	1
537	так называемой	2	1
538	где эта	1	1
539	здесь является	1	1
540	довольно близко	1	1
541	одной стороны	2	1
542	которые являются	1	1
543	достаточно для	2	1
