N	3gram	Tiupa_Anal_3	Hudozhes
1	в том что	7	11
2	по отношению к	7	7
3	о том что	5	7
4	так и не	5	4
5	подобно тому как	2	4
6	то же время	3	4
7	на наш взгляд	2	4
8	в то же	3	4
9	а между тем	1	3
10	в самом деле	1	3
11	не может быть	1	3
12	как и в	4	3
13	в конечном счете	2	3
14	с одной стороны	2	3
15	для того чтобы	1	3
16	тем не менее	2	3
17	роли в миропорядке	3	2
18	составляет своего рода	1	2
19	с точки зрения	2	2
20	до сих пор	1	2
21	хотя бы и	1	2
22	тогда как в	1	2
23	в данном случае	3	2
24	не более чем	2	2
25	а всего лишь	3	2
26	того или иного	1	2
27	не только не	3	2
28	не только в	1	2
29	к тому же	3	2
30	но еще и	1	2
31	это уже не	1	1
32	в частности и	1	1
33	самим собою в	1	1
34	той или иной	3	1
35	дело в том	2	1
36	и все же	1	1
37	тот или иной	2	1
38	принимает на себя	1	1
39	при этом он	2	1
40	что он не	1	1
41	при этом что	1	1
42	между тем как	1	1
43	в этом отношении	3	1
44	присутствия в мире	1	1
45	по нашему убеждению	1	1
46	с этого момента	1	1
47	с самим собою	1	1
48	а с другой	1	1
49	иного рода это	1	1
50	в точке этого	1	1
51	в таком случае	1	1
52	сказать что они	1	1
53	мысли и чувства	1	1
54	в значительной степени	2	1
55	читателя не случайно	1	1
56	едва ли не	2	1
57	в этом контексте	1	1
58	в самом начале	1	1
59	в противоречие с	1	1
60	или иначе в	1	1
61	разрешается в ничто	1	1
62	в один ряд	1	1
63	после слов о	1	1
64	между тем в	1	1
65	имеем дело с	1	1
66	а не как	1	1
67	так или иначе	1	1
68	но и его	1	1
69	дело здесь не	1	1
70	выступает модусом художественности	1	1
71	и не могла	1	1
72	на мысль о	1	1
73	как нам представляется	2	1
74	лишь в том	1	1
75	в миропорядке то	1	1
76	с другой стороны	5	1
77	и т.п в	1	1
78	тогда как сам	1	1
79	что несмотря на	2	1
80	а в том	2	1
81	но с другой	1	1
82	происходит ли с	1	1
83	заключается в том	1	1
84	собой один из	1	1
85	в первом случае	1	1
86	в этом случае	1	1
87	на жизнь и	1	1
88	в повседневную жизнь	1	1
89	представляет собой один	1	1
90	именно потому что	1	1
91	по сути дела	1	1
92	можно сказать что	2	1
93	однако и здесь	1	1
94	в этой роли	1	1
95	друг от друга	1	1
96	как бы в	1	1
97	можно судить по	1	1
98	в одном из	1	1
99	в художественном мире	1	1
100	легко может быть	1	1
101	о которых в	1	1
102	в самом центре	1	1
103	подлинно художественное произведение	1	1
104	в ответ на	2	1
105	мы имеем дело	4	1
106	человека и его	1	1
107	что и в	1	1
108	не нуждается в	1	1
109	обратим внимание на	1	1
