N	2gram	Ircho_Kome_2	Problemy
1	и в	26	46
2	и не	14	27
3	может быть	11	23
4	не может	3	19
5	как бы	2	19
6	в нем	6	17
7	в этом	10	16
8	не только	7	14
9	как мы	4	12
10	но и	10	12
11	как и	4	12
12	и на	7	11
13	точки зрения	4	11
14	в одном	2	11
15	а не	1	11
16	в пределах	1	10
17	не в	2	10
18	между ними	1	10
19	и к	2	9
20	в самом	4	9
21	с точки	1	9
22	и все	2	9
23	в его	4	9
24	в том	11	9
25	в большинстве	1	9
26	вовсе не	2	9
27	прежде всего	4	9
28	до сих	2	8
29	конечно не	1	8
30	большинстве случаев	1	8
31	сих пор	2	8
32	или в	3	8
33	в сущности	1	7
34	еще не	6	7
35	в себе	1	7
36	и с	5	7
37	по себе	1	7
38	как раз	1	7
39	то же	3	6
40	никогда не	1	6
41	хотя и	4	6
42	но в	3	6
43	в каждом	3	6
44	ни в	5	6
45	пределах одного	1	6
46	на фоне	1	6
47	на свой	1	6
48	и его	12	6
49	что он	5	6
50	только в	4	6
51	друг друга	3	6
52	к себе	1	6
53	все это	3	6
54	в котором	3	5
55	с его	5	5
56	во всех	3	5
57	по отношению	3	5
58	это не	2	5
59	в жизни	1	5
60	рядом с	2	5
61	в то	6	5
62	в самой	3	5
63	это слово	4	5
64	и сам	3	5
65	о том	6	5
66	же время	3	5
67	к нему	3	5
68	если мы	1	5
69	мы находим	2	5
70	так как	4	5
71	у него	4	5
72	с другом	2	5
73	о себе	1	5
74	друг с	2	5
75	речи и	1	5
76	отношению к	3	5
77	жизни и	3	5
78	например в	3	4
79	самом деле	1	4
80	в их	3	4
81	мы не	2	4
82	на себя	7	4
83	героя и	1	4
84	но не	3	4
85	как в	3	4
86	все же	4	4
87	все эти	1	4
88	он не	2	4
89	таким образом	6	4
90	мы слышим	1	4
91	он и	1	4
92	том что	9	4
93	в этих	4	4
94	том же	1	4
95	любовь к	1	4
96	слово как	1	4
97	этих двух	1	4
98	потому что	6	4
99	типов и	1	4
100	в себя	1	4
101	приводит к	1	4
102	так и	12	4
103	в виду	2	4
104	и здесь	6	4
105	уже в	4	4
106	мы можем	3	4
107	до конца	1	4
108	да и	3	4
109	и нет	1	4
110	то что	6	4
111	не знает	1	4
112	что в	9	4
113	том числе	3	4
114	одним из	2	3
115	и это	2	3
116	тем же	1	3
117	той же	3	3
118	мы имеем	2	3
119	ни у	1	3
120	то это	2	3
121	отношение к	2	3
122	отличие от	2	3
123	значение для	1	3
124	в той	2	3
125	в своем	6	3
126	более или	1	3
127	из этих	4	3
128	в этой	3	3
129	как он	3	3
130	их в	1	3
131	на этом	2	3
132	реакции на	2	3
133	в мире	2	3
134	было бы	8	3
135	или менее	1	3
136	но если	3	3
137	и при	1	3
138	и их	3	3
139	в своей	3	3
140	в отличие	2	3
141	образом и	1	3
142	правда в	1	3
143	на два	1	3
144	по своей	1	3
145	числе и	1	3
146	быть более	1	3
147	с собой	2	3
148	в последующих	1	3
149	здесь нет	1	3
150	если бы	9	3
151	никак не	1	3
152	и что	2	3
153	в различных	1	3
154	и во	2	3
155	отличается от	1	3
156	себя в	3	3
157	только на	1	3
158	а то	1	3
159	в диалоге	1	3
160	в конце	2	3
161	что и	7	3
162	тем что	3	3
163	и даже	1	3
164	с другой	2	3
165	жизнь в	1	3
166	с помощью	1	3
167	него в	1	3
168	так же	1	3
169	к своему	1	3
170	жизнь и	1	3
171	что же	1	3
172	по существу	1	3
173	и для	4	3
174	его творчества	1	3
175	бы в	2	3
176	еще более	2	3
177	другой стороны	1	3
178	того же	3	3
179	и другие	2	3
180	отношения к	1	2
181	или к	1	2
182	вопрос о	3	2
183	там и	1	2
184	если в	2	2
185	в общем	1	2
186	ведь мы	2	2
187	нет и	2	2
188	в одной	2	2
189	с этим	5	2
