N	3gram	Vygotskiy__3	Tvorches
1	в том что	17	6
2	о том что	3	5
3	с самого начала	6	3
4	том что в	1	2
5	является одним из	1	2
6	точно так же	1	2
7	в данном случае	1	2
8	не только в	1	2
9	тем не менее	5	2
10	человека и его	1	2
11	что иное как	1	1
12	и того же	4	1
13	мы никогда не	2	1
14	не сами по	1	1
15	как это имеет	1	1
16	то же самое	1	1
17	по отношению к	2	1
18	о котором говорил	1	1
19	до сих пор	1	1
20	он приходит к	1	1
21	связи могут быть	1	1
22	хотя бы и	1	1
23	сами по себе	3	1
24	в отличие от	6	1
25	он пришел к	1	1
26	что как бы	1	1
27	не могут быть	1	1
28	то что в	2	1
29	а вместе с	1	1
30	бы то ни	1	1
31	за то что	1	1
32	заключает в себе	2	1
33	на эту форму	1	1
34	во всей ее	1	1
35	то и другое	4	1
36	вместе с тем	10	1
37	не столько на	1	1
38	в котором все	1	1
39	все более и	1	1
40	уже говорили что	2	1
41	ту или иную	1	1
42	что оно не	1	1
43	и что в	1	1
44	в этой области	1	1
45	не в его	1	1
46	то ни было	1	1
47	с одной стороны	5	1
48	в один ряд	1	1
49	в конце концов	1	1
50	представляет собой не	1	1
51	со всеми его	1	1
52	а как бы	1	1
53	в известном смысле	2	1
54	это имеет место	1	1
55	и как бы	1	1
56	в связи с	5	1
57	мы уже говорили	5	1
58	поэтому мы должны	1	1
59	при этом с	1	1
60	имеет место в	1	1
61	не мог не	1	1
62	процесса в целом	5	1
63	исследования на которых	1	1
64	одно из главных	1	1
65	по себе а	1	1
66	заключается в том	7	1
67	в свою очередь	2	1
68	но на этот	1	1
69	это значит что	4	1
70	и в самом	1	1
71	и превращается в	1	1
72	более и более	1	1
73	с другой стороны	3	1
74	одного и того	4	1
75	как и сам	1	1
76	не что иное	1	1
77	к тому что	1	1
78	к вопросу о	1	1
79	как и в	2	1
