N	3gram	Medvedev_F_1	KulturaY
1	и т п	4	41
2	с точки зрения	13	16
3	тем не менее	1	9
4	до сих пор	6	8
5	в том что	1	8
6	и т д	8	8
7	в зависимости от	2	7
8	в данном случае	1	4
9	с одной стороны	4	4
10	и в этом	2	4
11	в связи с	2	4
12	до тех пор	1	4
13	зависимости от того	1	3
14	на самом деле	6	3
15	того или иного	2	3
16	можно говорить о	1	3
17	в том чтобы	2	3
18	с другой стороны	1	3
19	т е как	2	3
20	не может быть	5	3
21	так и в	4	3
22	т п в	1	3
23	смысле этого слова	3	2
24	по отношению к	4	2
25	не говоря уже	1	2
26	в том числе	1	2
27	как раз и	1	2
28	говоря уже о	1	2
29	в отличие от	1	2
30	в своей статье	3	2
31	т е на	1	2
32	в двух направлениях	1	2
33	от того что	1	2
34	лишь в их	1	2
35	т е к	1	2
36	более или менее	6	2
37	сама по себе	2	2
38	тот или иной	1	2
39	что и в	1	2
40	как мы видели	2	2
41	материал этот в	1	1
42	в этом его	1	1
43	в целом ряде	2	1
44	в чем же	1	1
45	то ни стало	2	1
46	а вовсе не	2	1
47	прежде всего в	3	1
48	т е она	1	1
49	и в нашем	1	1
50	получает свое значение	1	1
51	в этом смысле	1	1
52	они ничего не	1	1
53	во что бы	2	1
54	приходим к вопросу	1	1
55	и не может	2	1
56	и в то	1	1
57	на минуту не	1	1
58	в строгом смысле	2	1
59	бы то ни	3	1
60	но и в	1	1
61	оно тем самым	1	1
62	точки зрения ее	1	1
63	лишь в процессе	1	1
64	не только не	2	1
65	с этой точки	1	1
66	вместе с тем	1	1
67	точки зрения их	2	1
68	а кроме того	1	1
69	может быть и	3	1
70	хотя бы и	1	1
71	что бы то	2	1
72	поскольку дело идет	1	1
73	этом смысле можно	1	1
74	чтобы понять что	1	1
75	так же как	1	1
76	мы наблюдаем в	1	1
77	к этому понятию	1	1
78	он в своем	1	1
79	заключается в том	1	1
80	слово т е	1	1
81	и потому совершенно	1	1
82	не столько в	1	1
83	на фоне этого	1	1
84	конечно может быть	1	1
85	ни на минуту	1	1
86	в противном случае	1	1
87	что он в	1	1
88	е она не	1	1
89	т е в	1	1
90	а не как	1	1
91	в связи со	2	1
92	во всяком случае	4	1
93	здесь может быть	1	1
94	в том отношении	1	1
95	не должна быть	1	1
96	хотя и здесь	1	1
97	самом деле в	1	1
98	и пр и	2	1
99	форма и содержание	1	1
100	этой точки зрения	1	1
101	об искусстве но	1	1
102	совершенно независимо от	1	1
103	то же время	8	1
104	истории русской литературы	1	1
105	мы не можем	2	1
106	как и всякая	2	1
107	в процессе развития	1	1
108	но для этого	1	1
109	создается впечатление что	1	1
110	ни одного из	1	1
111	в свою очередь	6	1
112	при правильном понимании	1	1
113	в отвлечении от	1	1
114	чтобы вслед за	1	1
115	выходит за пределы	1	1
116	что на самом	1	1
117	но все же	1	1
118	том отношении что	1	1
119	не выходит за	1	1
120	не с точки	1	1
121	как в самом	1	1
122	именно как элемент	1	1
123	не исчерпывает еще	1	1
124	в ее целом	3	1
125	хотя бы о	1	1
126	в то же	8	1
127	концы с концами	1	1
128	к тому что	1	1
129	друг от друга	2	1
130	тех или иных	1	1
131	пр и пр	2	1
132	в каком-либо определенном	1	1
133	с помощью этого	1	1
134	т е таких	1	1
135	вслед за этим	1	1
136	мы увидим что	1	1
137	именно в том	1	1
138	что дело здесь	1	1
