N	3gram	Bakhtin_Fr_2	StatiiOP
1	в том что	1	17
2	о том что	3	11
3	для того чтобы	1	10
4	с точки зрения	5	8
5	до сих пор	4	7
6	в этом отношении	3	7
7	на самом деле	1	6
8	с другой стороны	3	6
9	во всяком случае	2	6
10	не может быть	4	5
11	дело в том	1	4
12	то же время	6	4
13	в своей статье	2	4
14	не только в	5	4
15	но также и	1	4
16	так и в	1	4
17	того или иного	1	4
18	нужно сказать что	3	4
19	на то что	1	4
20	в то же	6	4
21	по отношению к	1	3
22	но все же	2	3
23	в свое время	3	2
24	эту тему в	1	2
25	в этом случае	1	2
26	но и в	4	2
27	в первую очередь	1	2
28	что в нем	1	2
29	на точку зрения	1	2
30	но в то	3	2
31	это прежде всего	1	2
32	с одной стороны	3	2
33	всяком случае в	1	2
34	то что в	1	2
35	вовсе не в	1	2
36	как и в	1	2
37	в другом месте	2	1
38	гораздо больше чем	1	1
39	если бы она	1	1
40	и его современники	2	1
41	в г в	1	1
42	чтобы оно не	1	1
43	в настоящее время	1	1
44	также и в	1	1
45	в том же	1	1
46	сих пор еще	2	1
47	в одной из	1	1
48	некоторых из них	1	1
49	только то что	2	1
50	в наше время	1	1
51	для этого прежде	1	1
52	языка и стиля	1	1
53	которые по словам	1	1
54	больше чем кажется	1	1
55	произведений мировой литературы	1	1
56	содержит в себе	2	1
57	то что для	2	1
58	в том чтобы	1	1
59	и в то	2	1
60	и в отношении	1	1
61	жизни и смерти	5	1
62	но даже и	2	1
63	прежде всего необходимо	1	1
64	в какой степени	1	1
65	этого прежде всего	1	1
66	и во всей	1	1
67	в целом ряде	1	1
68	именно в том	1	1
69	вряд ли можно	1	1
70	таким образом в	1	1
71	имею в виду	1	1
72	даже и в	1	1
73	его эпохи и	1	1
74	я имею в	1	1
75	и без того	1	1
76	и не может	1	1
77	в какой-то степени	1	1
78	но не менее	1	1
79	после того как	1	1
80	и его современников	2	1
81	вовсе не является	1	1
82	в конце концов	1	1
83	именно в области	1	1
84	как и всякая	1	1
