N	2gram	Ircho_Kome_3	KulturaY
1	и т	4	54
2	т п	4	41
3	т е	16	32
4	и в	22	23
5	точки зрения	4	23
6	в том	12	22
7	не только	5	17
8	в этом	8	16
9	было бы	3	16
10	с точки	3	16
11	самом деле	6	14
12	может быть	6	14
13	в области	2	14
14	в самом	9	13
15	что в	5	13
16	не менее	5	12
17	потому что	10	12
18	для того	6	12
19	вопрос о	1	11
20	том что	13	11
21	того чтобы	6	11
22	можно было	2	11
23	в его	8	11
24	а не	4	11
25	и не	21	10
26	еще не	6	9
27	таким образом	12	9
28	тем не	3	9
29	хотя бы	4	9
30	так как	11	9
31	прежде всего	5	9
32	т д	1	8
33	зависимости от	1	8
34	если бы	8	8
35	в виду	2	8
36	до сих	9	8
37	сих пор	9	8
38	как на	1	8
39	как это	5	7
40	в зависимости	1	7
41	все эти	1	7
42	в нашем	1	7
43	того как	1	7
44	если мы	2	7
45	те же	1	7
46	и что	6	7
47	с другой	4	7
48	на фоне	1	7
49	сказать что	1	7
50	то же	7	6
51	говорить о	3	6
52	с помощью	4	6
53	в силу	2	6
54	только в	1	6
55	так и	4	6
56	при этом	7	6
57	и тем	1	6
58	с тем	4	6
59	в их	2	6
60	ничего не	3	6
61	связи с	5	6
62	не может	3	6
63	могут быть	1	6
64	о том	8	6
65	после того	1	6
66	что и	8	6
67	тот же	2	6
68	что он	8	6
69	для этого	1	6
70	в первом	1	5
71	как мы	2	5
72	я не	1	5
73	в чем	1	5
74	независимо от	1	5
75	все же	4	5
76	хотя и	5	5
77	из этих	1	5
78	как бы	3	5
79	что она	4	5
80	как и	3	5
81	не в	4	5
82	вовсе не	4	5
83	от того	2	5
84	не могут	2	5
85	всякого рода	1	5
86	тем что	5	5
87	далеко не	3	5
88	на которых	1	5
89	в связи	4	5
90	тем более	4	5
91	а в	7	5
92	совершенно не	2	5
93	того же	6	4
94	отношения между	1	4
95	в сущности	2	4
96	для нашей	1	4
97	столь же	3	4
98	как в	2	4
99	в своем	8	4
100	целый ряд	2	4
101	в целом	3	4
102	ясно что	6	4
103	в своей	5	4
104	не столько	1	4
105	которые в	1	4
106	том чтобы	1	4
107	тому что	2	4
108	о них	1	4
109	как раз	6	4
110	в числе	1	4
111	и о	2	4
112	в ее	3	4
113	для нас	1	4
114	а также	2	4
115	между тем	2	4
116	тех пор	3	4
117	один из	3	4
118	с одной	3	4
119	в нашей	1	4
120	что не	3	4
121	не случайно	1	4
122	русский язык	1	4
123	не было	2	4
124	одной стороны	3	4
125	этом случае	2	4
126	до тех	3	4
127	то что	4	4
128	только как	2	4
