N	2gram	Medvedev_F_1	Istorich
1	и в	24	24
2	не только	7	21
3	что он	3	21
4	и т	12	17
5	т д	8	16
6	т е	34	16
7	может быть	14	14
8	не может	16	14
9	что в	4	13
10	в этих	1	13
11	как в	8	12
12	в этом	15	12
13	и здесь	6	12
14	но и	7	11
15	это не	2	10
16	том что	1	10
17	и что	2	10
18	у него	1	10
19	мы видим	1	10
20	а в	6	10
21	все же	3	9
22	с другой	5	9
23	не в	8	9
24	потому что	1	9
25	и другие	1	9
26	то же	10	8
27	еще не	6	8
28	что и	2	8
29	так как	1	8
30	другой стороны	1	8
31	а не	10	8
32	все это	9	8
33	или в	1	8
34	во всех	5	7
35	то что	8	7
36	таким образом	13	7
37	мы видели	2	7
38	одна из	2	7
39	к нему	1	7
40	один из	3	7
41	в том	6	7
42	вместе с	2	7
43	но не	3	6
44	как он	1	6
45	в нем	14	6
46	он не	3	6
47	всех этих	3	6
48	как и	11	6
49	для нас	1	6
50	и все	6	6
51	а именно	1	6
52	того что	5	6
53	только в	2	6
54	так же	4	6
55	с этой	4	6
56	мы увидим	4	6
57	задачи в	1	5
58	в чем	1	5
59	с одной	4	5
60	отношение к	3	5
61	но в	5	5
62	не менее	11	5
63	с ним	2	5
64	в русской	1	5
65	ничего не	2	5
66	так и	18	5
67	одной стороны	4	5
68	там где	1	5
69	же как	2	4
70	начинается с	1	4
71	он может	1	4
72	мы уже	1	4
73	мы не	3	4
74	задачи не	1	4
75	как бы	6	4
76	при этом	5	4
77	но все	2	4
78	задач в	1	4
79	точки зрения	16	4
80	в их	11	4
81	своего рода	1	4
82	тем не	1	4
83	по существу	2	4
84	не имеет	1	4
85	никогда не	4	4
86	так в	1	4
87	что у	1	4
88	представления о	1	4
89	вовсе не	10	4
90	в данном	1	4
91	и не	20	4
92	одной из	2	4
93	есть и	1	4
94	например в	1	3
95	в различных	2	3
96	с его	4	3
97	тогда как	1	3
98	что они	1	3
99	эта связь	2	3
100	этой стороны	1	3
101	кроме того	1	3
102	хотя и	1	3
103	когда он	3	3
104	и наконец	3	3
105	из этих	1	3
106	на то	1	3
107	если он	3	3
108	и если	2	3
109	эту задачу	1	3
110	том чтобы	2	3
111	и по	1	3
112	его в	3	3
113	уже знаем	1	3
114	в них	3	3
115	знаем что	1	3
116	вопрос о	2	3
117	задачи и	4	3
118	как мы	5	3
119	видим что	1	3
120	и его	10	3
121	связи с	3	3
122	из одного	1	3
123	должны быть	5	3
124	данном случае	1	3
125	не столько	1	3
126	в образе	1	3
127	здесь нет	1	3
128	еще одна	2	3
129	так что	1	3
130	между прочим	1	3
131	в другой	2	3
132	и даже	3	3
133	но есть	2	3
134	связано с	1	3
135	в свете	1	3
136	вступает в	2	3
137	этой точки	1	3
138	сих пор	6	3
139	но это	3	3
140	с ней	1	3
141	ее в	1	3
142	мы здесь	1	2
143	очень много	1	2
144	из самых	1	2
145	его не	2	2
146	на себя	1	2
147	и ее	10	2
148	и на	8	2
149	но конечно	1	2
150	к которой	1	2
151	если в	1	2
152	со стороны	5	2
153	его на	1	2
154	с этим	2	2
155	стороны и	4	2
156	перед нами	1	2
157	в действительности	2	2
158	увидим что	1	2
159	но эта	2	2
160	в самом	5	2
161	та же	1	2
162	в которой	4	2
163	он в	2	2
164	все эти	6	2
165	думать что	3	2
166	нами в	1	2
167	вообще не	1	2
168	на его	2	2
169	прочим и	1	2
170	в силу	1	2
171	так например	3	2
172	то чтобы	1	2
173	было бы	6	2
174	должен был	1	2
175	и тем	1	2
176	участие в	1	2
177	ни в	2	2
178	это положение	1	2
179	этого не	1	2
180	их на	2	2
181	что собственно	1	2
182	нас не	2	2
183	можно найти	1	2
184	в котором	1	2
185	не от	2	2
186	направлен на	1	2
187	к этому	1	2
188	но он	1	2
189	есть еще	1	2
190	для нее	1	2
191	тому что	1	2
192	она не	6	2
193	этой смены	1	2
194	можно указать	1	2
195	в то	9	2
196	что такое	2	2
197	на него	2	2
198	не по	3	2
199	в основе	3	2
200	к ней	2	2
201	друг друга	4	2
202	во всем	2	2
203	не могут	1	2
204	лежит в	1	2
205	это конечно	1	2
206	же что	1	2
207	что при	1	2
208	и это	2	2
209	связи со	3	2
210	в ее	8	2
211	они должны	1	2
212	но здесь	1	2
213	другими словами	1	2
214	должно было	1	2
215	в форме	1	2
216	все в	2	2
217	тем более	1	2
218	здесь не	3	2
219	согласиться с	1	2
220	конечно не	4	2
221	уже не	2	2
222	не можем	2	2
223	только на	5	2
224	что не	1	2
225	или даже	1	2
226	из них	1	2
227	мы знаем	1	2
228	не так	2	2
229	прежде всего	22	2
230	у нее	1	2
231	в особенности	3	2
232	до сих	6	2
233	и вступает	1	2
234	и др	5	2
235	ничем не	3	2
236	в связи	4	2
237	как это	6	2
238	в литературе	5	2
239	это значит	1	2
240	и от	7	2
241	и о	1	2
242	в основном	3	2
243	отличается от	3	2
244	но для	3	2
245	в мифе	1	2
246	е в	1	2
247	сказать что	1	2
248	от всех	3	2
249	в отдельности	1	2
250	и эта	1	2
251	они не	3	2
