N	2gram	Potebnia_M_3	KulturaY
1	и т	5	39
2	потому что	46	25
3	т п	2	24
4	и в	30	23
5	не только	21	20
6	в том	32	19
7	в этом	10	18
8	и не	15	16
9	было бы	9	15
10	так как	13	15
11	может быть	28	15
12	т д	3	14
13	точки зрения	2	14
14	все эти	1	12
15	если бы	12	12
16	в самом	8	12
17	но в	1	11
18	том что	18	11
19	того чтобы	3	11
20	в области	2	11
21	по себе	16	10
22	в языке	7	10
23	а не	15	10
24	что в	17	10
25	самом деле	2	9
26	вопрос о	1	9
27	в сущности	1	9
28	то что	18	9
29	вовсе не	7	9
30	для того	4	9
31	не может	6	9
32	только потому	3	8
33	с точки	1	8
34	не в	15	8
35	языка и	2	8
36	и что	10	8
37	уже не	6	8
38	прежде всего	3	8
39	с другой	7	8
40	что это	4	7
41	все же	2	7
42	в силу	3	7
43	и с	2	7
44	не менее	5	7
45	но и	19	7
46	другой стороны	4	7
47	то же	23	6
48	и на	3	6
49	но не	7	6
50	в этой	2	6
51	слово это	2	6
52	да и	1	6
53	это не	1	6
54	тем не	3	6
55	по крайней	5	6
56	речи в	1	6
57	между тем	9	6
58	крайней мере	5	6
59	слова в	7	6
60	что не	8	6
61	что мы	8	6
62	в речи	2	6
63	и то	8	5
64	еще не	5	5
65	целый ряд	2	5
66	не следует	5	5
67	должна быть	1	5
68	и вот	1	5
69	что все	3	5
70	об этом	2	5
71	лишь в	1	5
72	и тем	5	5
73	несмотря на	2	5
74	и здесь	1	5
75	не могут	5	5
76	ясно что	1	5
77	в его	4	5
78	один из	4	5
79	тот же	1	5
80	что он	6	5
81	только в	21	5
82	должен быть	1	5
83	само по	3	5
84	там где	3	5
85	вместе с	12	5
86	что же	2	5
87	этого слова	11	5
88	слова и	5	5
89	все это	4	5
90	таким образом	14	5
91	во всяком	1	5
92	вряд ли	1	4
93	говорить о	3	4
94	что я	5	4
95	в данном	1	4
96	со стороны	3	4
97	перед нами	2	4
98	хотя и	1	4
99	если мы	1	4
100	на то	2	4
101	в нем	9	4
102	так и	11	4
103	но все	2	4
104	должно быть	5	4
105	в то	10	4
106	на себе	1	4
107	но только	2	4
108	не имеет	6	4
109	ничего не	1	4
110	что на	1	4
111	к тому	7	4
112	и о	2	4
113	от того	8	4
114	или в	3	4
115	могут быть	3	4
116	можно сказать	3	4
117	это слово	4	4
118	для нас	20	4
119	мы знаем	1	4
120	ни в	2	4
121	в них	5	4
122	в каком	5	4
123	не было	4	4
124	в разговоре	2	4
125	как бы	3	4
126	в результате	1	4
127	сказать что	5	4
128	была бы	4	4
129	к этому	3	4
130	так же	3	4
131	в сфере	1	3
132	того же	1	3
133	это и	2	3
134	что когда	1	3
135	что слово	7	3
136	в первый	1	3
137	а только	3	3
138	не все	4	3
139	как в	10	3
140	с этим	6	3
141	то или	2	3
142	ср также	1	3
143	так в	2	3
144	то и	6	3
145	главным образом	1	3
146	он не	4	3
147	и по	4	3
148	что она	3	3
149	этого не	3	3
150	нисколько не	1	3
151	что такое	2	3
152	то для	2	3
153	знаем что	1	3
154	в таких	1	3
155	в процессе	1	3
156	слова не	2	3
157	речи не	1	3
158	же время	5	3
159	и его	4	3
160	связи с	2	3
161	языка в	5	3
162	уже о	1	3
163	отличается от	1	3
164	что оно	11	3
165	как мы	7	3
166	в виду	1	3
167	в ней	8	3
168	здесь не	1	3
169	а в	12	3
170	те же	6	3
171	на это	4	3
172	для этого	1	3
173	сводится к	1	3
174	никак не	3	3
175	знает что	1	3
176	вопросу о	1	3
177	что и	13	3
178	в форме	2	3
179	того что	18	3
180	есть в	3	3
181	уже в	5	3
182	же в	2	3
183	языка но	1	3
184	у него	2	3
185	тем что	7	3
186	указание на	2	3
187	или иначе	1	3
188	именно в	3	3
189	слов в	2	3
190	к вопросу	1	3
191	в большей	2	3
192	этом отношении	2	3
193	но это	6	3
194	не знает	3	3
195	это так	1	3
196	и это	4	3
197	точно так	12	3
198	гораздо более	1	3
199	отношения к	1	2
200	чтобы не	1	2
201	и потому	4	2
202	на самом	1	2
203	тех же	1	2
204	преимуществу но	1	2
205	и есть	3	2
206	нам право	1	2
207	тем же	4	2
208	по преимуществу	1	2
209	и до	2	2
210	свое место	2	2
211	той же	2	2
212	что между	1	2
213	что если	1	2
214	бы например	2	2
215	во вторых	1	2
216	есть вместе	2	2
217	так или	2	2
218	не то	3	2
219	к слову	2	2
220	ответ на	3	2
221	очевидно что	5	2
222	отличие от	1	2
223	что они	2	2
224	дает нам	3	2
225	в своем	5	2
226	что касается	1	2
227	языке не	1	2
228	могли бы	1	2
229	его к	2	2
230	что само	1	2
231	от этого	2	2
232	одно время	1	2
233	быть только	4	2
234	и если	2	2
235	при этом	3	2
236	в основании	2	2
237	указания на	1	2
238	не как	2	2
239	в корне	1	2
240	свое время	1	2
241	здесь мы	1	2
242	могла бы	2	2
243	том случае	1	2
244	на ту	1	2
