N	3gram	Propp_Russ_1	Morfolog
1	и т д	9	47
2	в этих случаях	1	13
3	в этом случае	5	9
4	мы видим что	1	9
5	в связи с	4	8
6	подобно тому как	1	5
7	наряду с этим	1	5
8	по отношению к	1	4
9	не может считаться	1	4
10	с точки зрения	3	4
11	мы увидим ниже	2	4
12	тем не менее	3	4
13	как мы увидим	5	3
14	и пр и	1	3
15	независимо от того	1	3
16	на самом деле	1	3
17	но все же	2	3
18	как и в	1	3
19	состоит в том	8	2
20	в тех случаях	1	2
21	в настоящее время	3	2
22	для наших целей	2	2
23	в собственном смысле	1	2
24	с этого момента	2	2
25	точно так же	1	2
26	и в других	4	2
27	может быть и	2	2
28	это не значит	2	2
29	есть и другие	1	2
30	в то время	1	2
31	можно сделать из	2	2
32	можно показать что	1	2
33	тех случаях когда	1	2
34	в большинстве случаев	2	2
35	не значит что	2	2
36	в том что	15	2
37	не означает что	1	1
38	к этому же	2	1
39	в отдельности может	1	1
40	бросается в глаза	1	1
41	должен остаться открытым	1	1
42	имеет смысла но	1	1
43	хотя и не	1	1
44	могут рассматриваться как	1	1
45	а н веселовский	4	1
46	что иное как	2	1
47	мы должны будем	1	1
48	чрезвычайно разнообразны и	1	1
49	тому что в	1	1
50	но и другие	1	1
51	в таком случае	1	1
52	очень ярких формах	1	1
53	иное чем в	1	1
54	два раза в	1	1
55	сделать из приведенных	1	1
56	что в сказке	1	1
57	в какой степени	2	1
58	но это не	2	1
59	только в тех	1	1
60	можно было бы	1	1
61	в противном случае	1	1
62	подменивает ее своей	1	1
63	также представляют собой	1	1
64	определить в какой	1	1
65	стоит в связи	2	1
66	и многие другие	2	1
67	в данном случае	1	1
68	на этот вопрос	1	1
69	один из них	2	1
70	выводы можно сделать	2	1
71	входит в сказку	1	1
72	имеет ничего общего	1	1
73	с этим в	1	1
74	относится между прочим	1	1
75	т е на	1	1
76	иметь в виду	1	1
77	наблюдения могут быть	1	1
78	же выводы можно	2	1
79	во всяком случае	1	1
80	мы имеем здесь	1	1
81	следует еще упомянуть	1	1
82	сказки а н	1	1
83	потому что они	1	1
84	не имеет ничего	1	1
85	т д сюда	1	1
86	во всех этих	1	1
87	в глаза что	1	1
88	друг к другу	2	1
89	можно установить что	1	1
90	об этом сообщает	1	1
91	то что ему	1	1
92	о характере этого	1	1
93	о том что	4	1
94	и что следовательно	1	1
95	встречается и в	1	1
96	в других случаях	2	1
97	какие же выводы	2	1
98	ни одна из	1	1
99	этом случае он	1	1
100	д сюда же	1	1
101	можно сказать что	1	1
102	как будто не	1	1
103	на то что	1	1
104	не менее следует	1	1
105	сюда же относятся	1	1
106	к тому что	4	1
107	не что иное	2	1
108	наших целей нет	1	1
109	хочет жениться на	1	1
110	друг с другом	1	1
111	во многих отношениях	1	1
112	что и в	1	1
113	на этом кончается	1	1
114	не имеет смысла	1	1
