N	3gram	Vinokur_St_1	Komedia
1	в том что	17	9
2	и т п	9	5
3	в то время	2	5
4	с другой стороны	6	5
5	том что он	1	4
6	то время как	1	4
7	в конце концов	1	4
8	в одном из	1	4
9	то же время	4	4
10	в то же	4	4
11	и т д	21	4
12	по отношению к	3	3
13	в этом отношении	7	3
14	после того как	1	3
15	речь идет о	2	3
16	с одной стороны	2	3
17	о том что	11	3
18	по меньшей мере	3	2
19	не говоря уже	1	2
20	говоря уже о	1	2
21	но и в	2	2
22	в первую очередь	2	2
23	может быть даже	1	2
24	до сих пор	7	2
25	т е в	2	2
26	как и в	2	2
27	бы то ни	1	2
28	во всяком случае	6	2
29	и таким образом	1	2
30	на то что	4	2
31	таким образом в	1	2
32	я думаю что	4	1
33	том что в	3	1
34	что же касается	3	1
35	чуть ли не	2	1
36	и даже не	2	1
37	в том числе	2	1
38	в соответствии с	1	1
39	а между тем	1	1
40	в том же	1	1
41	же как и	1	1
42	да и в	2	1
43	в зависимости от	1	1
44	как будто бы	1	1
45	в обоих случаях	1	1
46	а может быть	1	1
47	можно было бы	8	1
48	это вовсе не	1	1
49	указания на то	1	1
50	на мой взгляд	1	1
51	и его современники	1	1
52	в применении к	3	1
53	в это время	1	1
54	чтобы убедиться в	1	1
55	так же как	3	1
56	представление о том	1	1
57	все же вполне	1	1
58	в этой области	5	1
59	в данном случае	6	1
60	к сожалению не	2	1
61	случае ясно что	1	1
62	и его современников	1	1
63	не только в	4	1
64	на этот раз	2	1
65	смысле этого слова	1	1
66	ответа на вопрос	1	1
67	в той же	2	1
68	что они являются	1	1
69	в разной мере	1	1
70	но это вовсе	1	1
71	так или иначе	2	1
72	и в том	2	1
73	еще в г	1	1
74	нет никаких оснований	1	1
75	всегда совпадает с	1	1
76	которого следовало бы	1	1
77	по поводу того	1	1
78	ни в чем	1	1
79	однако ни в	1	1
80	что он не	1	1
81	быть даже и	1	1
82	т е из	1	1
83	и в тексте	1	1
84	т п в	3	1
85	о том чем	1	1
86	друг от друга	1	1
87	к тому что	1	1
88	естественно что и	1	1
89	тем не менее	2	1
90	для того чтобы	10	1
91	неизвестно кем и	2	1
92	из того же	1	1
93	мы встречаем в	1	1
