N	2gram	Bakhtin_Fr_5	Psycholo
1	то что	2	37
2	и в	45	30
3	в том	10	27
4	что в	12	24
5	и что	2	23
6	потому что	7	23
7	том что	7	21
8	того чтобы	6	20
9	таким образом	8	20
10	для того	6	20
11	как бы	12	19
12	на то	1	17
13	что он	6	17
14	не только	14	16
15	и мы	1	16
16	если мы	2	16
17	в этом	14	14
18	в самом	4	14
19	то есть	25	13
20	как раз	5	13
21	так же	8	13
22	в сущности	4	12
23	вместе с	3	12
24	может быть	2	11
25	если бы	1	11
26	как на	4	11
27	о том	4	10
28	никогда не	1	9
29	и когда	1	9
30	так как	6	9
31	для этого	1	9
32	не может	5	9
33	сказать что	4	9
34	самом деле	5	8
35	что это	2	8
36	он должен	2	8
37	при этом	2	8
38	с тем	2	8
39	сейчас же	1	8
40	не в	7	8
41	к тому	2	8
42	и это	4	8
43	тому что	1	8
44	того что	3	8
45	мы видим	5	8
46	а не	4	8
47	то же	11	7
48	но не	4	7
49	все же	2	7
50	и как	5	7
51	в нем	10	7
52	точки зрения	4	7
53	в основе	4	7
54	этих двух	1	7
55	мы можем	2	7
56	как это	4	7
57	мы уже	4	6
58	в своем	11	6
59	и если	2	6
60	что она	3	6
61	на этом	5	6
62	что все	2	6
63	как и	10	6
64	никак не	1	6
65	что с	1	6
66	у шекспира	1	6
67	и его	13	6
68	как будто	1	6
69	и здесь	4	6
70	тем что	1	6
71	но и	10	6
72	именно в	3	6
73	же точно	1	6
74	мы все	1	6
75	и не	15	6
76	и для	3	6
77	жизни и	8	6
78	и есть	2	5
79	еще не	1	5
80	по этому	1	5
81	что они	1	5
82	когда он	2	5
83	в себе	1	5
84	в целом	2	5
85	в этой	6	5
86	было бы	2	5
87	рядом с	2	5
88	несмотря на	2	5
89	сих пор	3	5
90	стоит только	1	5
91	же самое	2	5
92	как мы	8	5
93	но в	14	5
94	один из	2	5
95	в двух	1	5
96	только в	4	5
97	именно на	1	5
98	до сих	3	5
99	и потому	1	5
100	бы в	4	5
101	как только	1	4
102	то это	1	4
103	в ней	8	4
104	и к	5	4
105	мы говорили	2	4
106	в основу	1	4
107	есть не	1	4
108	в них	6	4
109	в своей	3	4
110	не могли	1	4
111	что эта	2	4
112	действующие лица	1	4
113	казалось бы	1	4
114	как она	1	4
115	у нас	1	4
116	указывает на	1	4
117	этому поводу	1	4
118	в его	13	4
119	не можем	1	4
120	в конце	7	4
121	должен был	1	4
122	от того	3	4
123	говорит о	1	4
124	прежде всего	10	4
125	как ни	1	4
126	там где	3	4
127	в частности	1	4
128	о чем	3	4
129	совершенно верно	1	4
130	именно это	1	4
131	от него	1	4
132	и все	7	4
133	а в	4	4
134	совершенно справедливо	1	3
135	тем же	1	3
136	в их	4	3
137	по его	1	3
138	той же	4	3
139	полагает что	1	3
140	мы не	4	3
141	и о	4	3
142	в учении	1	3
143	и на	5	3
144	как в	3	3
145	и наконец	2	3
146	чем больше	1	3
147	из этих	3	3
148	на его	1	3
149	он не	6	3
150	не как	1	3
151	так например	2	3
152	находит себе	1	3
153	можно было	4	3
154	человека в	1	3
155	в другом	3	3
156	об этом	4	3
157	это не	3	3
158	ни в	3	3
159	но он	3	3
160	и вся	1	3
161	вовсе не	8	3
162	одна из	1	3
163	этом отношении	5	3
164	с другом	2	3
165	не могут	2	3
166	что при	1	3
167	данном случае	2	3
168	и говорит	1	3
169	так в	2	3
170	котором мы	1	3
171	что у	1	3
172	так и	6	3
173	времени и	1	3
174	это только	1	3
175	остановимся на	1	3
176	именно потому	1	3
177	в состав	1	3
178	и поэтому	1	3
179	за основу	1	3
180	что и	7	3
181	и только	2	3
182	видим что	2	3
183	тот же	1	3
184	которое мы	1	3
185	он заставляет	1	3
186	для него	3	3
187	у него	4	3
188	что на	3	3
189	чем у	1	3
190	на этот	3	3
191	когда она	1	3
192	под влиянием	1	3
193	в данном	2	3
194	в той	1	3
195	друг с	2	3
196	на самое	1	3
197	не существует	1	3
198	формы и	1	3
199	целый ряд	1	3
200	хотя бы	2	3
201	в свою	1	3
202	и сейчас	1	3
203	и другие	3	3
204	по поводу	4	3
205	это в	2	3
206	к этому	2	3
207	в таком	1	3
208	ту же	2	2
209	же как	4	2
210	того же	3	2
211	своими собственными	1	2
212	это и	5	2
213	почти не	2	2
214	из самых	1	2
215	и до	2	2
216	она все	1	2
217	а как	1	2
218	которую мы	1	2
219	он как	1	2
220	но она	3	2
221	что иное	1	2
222	и он	3	2
223	он был	7	2
224	иное как	1	2
225	это действительно	1	2
226	с его	7	2
227	во всех	13	2
228	различия между	1	2
229	на самом	5	2
230	по отношению	1	2
231	отличие от	2	2
232	друг от	1	2
233	в одной	3	2
234	от друга	1	2
235	его на	1	2
236	с этим	4	2
237	перед нами	4	2
238	что по	1	2
239	он в	2	2
240	все эти	5	2
241	еще один	2	2
242	но его	3	2
243	как он	3	2
244	происходит как	2	2
245	и вот	3	2
246	одной и	1	2
247	что от	1	2
248	в нее	1	2
249	но все	1	2
250	в каждом	2	2
251	как они	3	2
252	а затем	1	2
253	и с	10	2
254	три части	1	2
255	из них	1	2
256	король и	1	2
257	на сцене	1	2
258	только о	1	2
259	о которых	1	2
260	говорится о	1	2
261	и того	1	2
262	одного и	1	2
263	и при	1	2
264	в котором	1	2
265	с точки	2	2
266	он дает	1	2
267	в отличие	2	2
268	в которых	3	2
269	страх и	1	2
270	и той	1	2
271	и под	1	2
272	любви и	1	2
273	в отношении	2	2
274	с которой	2	2
275	в то	11	2
276	что ему	1	2
277	же самую	1	2
278	дело в	3	2
279	того как	1	2
280	к этим	1	2
281	своего героя	1	2
282	чем не	2	2
283	в полной	1	2
284	со своим	1	2
285	все то	1	2
286	нет ни	2	2
287	должен быть	2	2
288	в себя	5	2
289	приводит к	1	2
290	на том	2	2
291	и другими	1	2
292	мы приводили	1	2
293	еще в	2	2
294	когда в	2	2
295	что дело	1	2
296	понятно что	1	2
297	и даже	4	2
298	ничего не	4	2
299	или иной	1	2
300	находится в	1	2
301	и та	2	2
302	но мы	2	2
303	или на	1	2
304	можно сказать	2	2
305	связь между	1	2
306	в форме	1	2
307	и можно	1	2
308	стороны он	1	2
309	слов и	1	2
310	в сферу	1	2
311	быть и	1	2
312	внутреннее противоречие	2	2
313	это очень	2	2
314	в качестве	2	2
315	связи с	6	2
316	не дает	1	2
317	в душе	1	2
318	мы знаем	1	2
319	мы находим	4	2
320	в одном	3	2
321	с это	2	2
322	себя и	2	2
323	на которых	1	2
324	и эта	1	2
325	до конца	1	2
326	прямо противоположное	1	2
327	с помощью	3	2
328	именно поэтому	1	2
329	характера и	1	2
330	над ним	1	2
331	в течение	3	2
332	по существу	3	2
333	все это	7	2
334	и таким	1	2
335	той или	1	2
336	и ни	3	2
337	в романе	11	2
338	между ними	1	2
339	не знает	1	2
340	не что	1	2
341	из этого	1	2
342	ему удалось	1	2
343	но еще	1	2
344	одним из	5	1
345	например в	5	1
346	силой но	1	1
347	связана с	1	1
348	он может	1	1
349	здесь и	5	1
350	и внешних	1	1
351	из его	2	1
352	др в	2	1
353	все те	1	1
354	вкладывает в	1	1
355	и за	2	1
356	нашу мысль	1	1
357	содержание но	1	1
358	из своих	2	1
359	что многие	1	1
360	почти все	3	1
361	характер то	1	1
362	конечно и	2	1
363	уже приводили	1	1
364	столь же	1	1
365	и события	1	1
366	в чем	2	1
367	видим таким	1	1
368	то мы	1	1
369	видели что	1	1
370	могло быть	1	1
371	но как	1	1
372	связано с	1	1
373	для других	1	1
374	не все	1	1
375	если в	2	1
376	души и	1	1
377	вступают в	2	1
378	был как	1	1
379	тут же	2	1
380	не просто	1	1
381	одно существенное	1	1
382	из важнейших	2	1
383	значение имеет	1	1
384	внешних проявлений	1	1
385	значительной мере	1	1
386	образ смерти	2	1
387	относится к	2	1
388	словах и	1	1
389	общего с	1	1
390	противоречие в	1	1
391	первых двух	1	1
392	еще и	3	1
393	и где	1	1
394	кто не	2	1
395	хотя и	5	1
396	царства и	1	1
397	в каком-то	1	1
398	имеет в	1	1
399	этой цели	1	1
400	от этого	2	1
401	и отчасти	2	1
402	та же	1	1
403	гете совершенно	1	1
404	самой природе	1	1
405	хотя эти	1	1
406	романа но	1	1
407	нами в	1	1
408	в беседке	7	1
409	тому же	4	1
410	были связаны	1	1
411	в наших	1	1
412	так сказать	1	1
413	больше всего	1	1
414	время и	1	1
415	но именно	2	1
416	о которой	1	1
417	в цинизм	1	1
418	и вообще	2	1
419	которая является	1	1
420	первой части	4	1
421	в понимании	1	1
422	дело именно	1	1
423	удалось с	1	1
424	характер в	1	1
425	по своему	4	1
426	на земле	1	1
427	но вместе	1	1
428	которые только	1	1
429	образа и	1	1
430	он объединяет	2	1
431	в одну	1	1
432	подход к	1	1
433	мы его	1	1
434	удовольствие от	1	1
435	самого автора	2	1
436	момент и	1	1
437	полной мере	1	1
438	на этой	1	1
439	на протяжении	1	1
440	бы нам	1	1
441	свое тело	1	1
442	это целое	1	1
443	в жизни	1	1
444	и смерти	2	1
445	том насколько	1	1
446	но уже	1	1
447	этого слова	1	1
448	ни одной	1	1
449	далеко не	1	1
450	нас к	1	1
451	гораздо дальше	1	1
452	нигде не	1	1
453	развития этих	1	1
454	жизни но	1	1
455	собою и	1	1
456	здесь все	3	1
457	проявляется в	1	1
458	как таковой	1	1
459	не мог	4	1
460	со всей	1	1
461	в эту	2	1
462	уверен что	2	1
463	мысль и	2	1
464	благодаря этому	2	1
465	бы к	1	1
466	что всякий	1	1
467	человеком и	2	1
468	жизни с	1	1
469	признать что	1	1
470	не менее	3	1
471	из области	2	1
472	но эта	2	1
473	точку зрения	2	1
474	которые в	1	1
475	страха и	5	1
476	есть еще	1	1
477	их в	1	1
478	уже сказали	1	1
479	xi xii	1	1
480	даже в	2	1
481	сам он	1	1
482	в пятой	1	1
483	вплоть до	2	1
484	но они	3	1
485	до известной	4	1
486	стремление к	1	1
487	все три	1	1
488	на котором	2	1
489	тогда когда	1	1
490	принадлежат к	1	1
491	лежат на	1	1
492	ее с	1	1
493	совершенно аналогично	1	1
494	на него	2	1
495	в процессе	1	1
496	взглянуть на	2	1
497	равенства и	1	1
498	он хочет	2	1
499	не могло	3	1
500	не имеет	3	1
501	тут и	1	1
502	нет места	1	1
503	больше чем	2	1
504	нами раньше	1	1
505	нее нет	2	1
506	он сообщает	1	1
507	очень мало	1	1
508	к ней	2	1
509	сцены в	2	1
510	связь и	1	1
511	и является	1	1
512	имеет совершенно	1	1
513	здесь же	3	1
514	не принадлежит	1	1
515	исходный пункт	1	1
516	и свою	1	1
517	этих образов	7	1
518	в области	1	1
519	ни о	1	1
520	один раз	2	1
521	прямо говорит	1	1
522	здесь совершенно	1	1
523	чтобы сделать	1	1
524	в других	1	1
525	образов их	1	1
526	и зрителей	1	1
527	для его	1	1
528	целом в	1	1
529	всегда есть	1	1
530	в пьесе	2	1
531	мы слышим	2	1
532	разные стороны	1	1
533	более не	1	1
534	произведение обычно	1	1
535	с ее	5	1
536	это единство	1	1
537	свою очередь	1	1
538	здесь не	6	1
539	без всякого	1	1
540	на другой	1	1
541	и от	4	1
542	в произведении	1	1
543	этого непрерывного	1	1
544	то время	3	1
545	ее жизнь	1	1
546	значение в	1	1
547	шекспира и	2	1
548	то как	1	1
549	убеждение в	4	1
550	тело на	1	1
551	здесь нет	3	1
552	реальностью и	1	1
553	к самой	1	1
554	часто в	3	1
555	глубже в	1	1
556	по тому	2	1
557	в некоторой	1	1
558	победы над	1	1
559	находим все	1	1
560	и муки	1	1
561	о нем	1	1
562	часто и	1	1
563	незаметно для	1	1
564	другом месте	2	1
565	и т.д	2	1
566	но к	1	1
567	другими словами	1	1
568	говорит об	1	1
569	после того	1	1
570	основе своей	1	1
571	в значительной	2	1
572	и во	4	1
573	в конечном	1	1
574	прямо указывает	1	1
575	нас в	2	1
576	к нему	2	1
577	и всю	1	1
578	между тем	2	1
579	переходит в	2	1
580	нуждается в	3	1
581	и содержания	1	1
582	вслед за	1	1
583	и борьбы	2	1
584	и создает	1	1
585	эти последние	2	1
586	все за	1	1
587	о его	1	1
588	в новой	1	1
589	не о	1	1
590	которым мы	1	1
591	одной из	5	1
592	пор не	1	1
593	то в	1	1
594	течение всей	1	1
595	в стороне	1	1
596	верно и	1	1
597	поэтому и	3	1
598	во времени	2	1
599	на несколько	1	1
600	между этими	1	1
601	и ее	1	1
602	здесь с	2	1
603	в эти	2	1
604	себя в	1	1
605	построения и	1	1
606	оказывается в	1	1
607	утверждают что	2	1
608	что гете	1	1
609	эти и	1	1
610	в поэзии	3	1
611	этом образе	1	1
612	в виде	1	1
613	в начале	2	1
614	словами он	1	1
615	за счет	1	1
616	отношении на	1	1
617	событие например	1	1
618	рассказывает о	1	1
619	конечном счете	1	1
620	его и	1	1
621	его из	1	1
622	и их	5	1
623	у нее	2	1
624	тем как	1	1
625	заметить что	2	1
626	к той	1	1
627	смерти и	1	1
628	нет и	2	1
629	содержания этой	1	1
630	которое я	1	1
631	не были	1	1
632	ней и	1	1
633	это особая	1	1
634	играет на	2	1
635	и т.п	16	1
636	нашей жизни	1	1
637	как у	1	1
638	связаны с	4	1
639	самому существу	2	1
640	и образов	5	1
641	мы еще	2	1
642	и др	8	1
643	что не	1	1
644	что для	1	1
645	и вольное	2	1
646	конечно совершенно	1	1
647	превращается в	2	1
648	не было	3	1
649	и гете	2	1
650	смерти но	1	1
651	мавра и	1	1
652	подчеркивает что	2	1
653	его как	4	1
654	гете и	2	1
655	произведение в	2	1
656	его книги	2	1
657	речи и	1	1
658	в одно	2	1
659	если не	1	1
660	мы видели	7	1
661	которого она	1	1
662	между собою	4	1
663	и вперед	1	1
664	в комнате	1	1
665	с трудом	1	1
666	и действие	1	1
667	видели в	1	1
668	ни на	1	1
669	время с	1	1
670	ко всем	1	1
671	что каждый	1	1
672	мы говорим	1	1
673	места для	1	1
674	существует как	1	1
675	это такой	1	1
676	с реальным	1	1
677	именно для	1	1
678	конечно не	2	1
679	это произведение	1	1
680	чувства от	1	1
681	во все	2	1
682	и там	2	1
683	взад и	1	1
684	и всей	1	1
