N	3gram	Losev_Prob_3	StatiiOP
1	в том что	9	16
2	о том что	3	11
3	и т д	13	6
4	том что он	1	5
5	до сих пор	2	5
6	для того чтобы	1	5
7	к тому что	1	5
8	дело в том	3	4
9	что он не	1	4
10	то обстоятельство что	1	4
11	обратить внимание на	1	4
12	тот факт что	1	4
13	иметь в виду	1	3
14	так же как	1	3
15	с другой стороны	5	3
16	во всяком случае	6	3
17	речь идет о	1	3
18	только потому что	2	2
19	с точки зрения	2	2
20	принять во внимание	1	2
21	сами по себе	6	2
22	в отличие от	2	2
23	бы то ни	4	2
24	то ни было	3	2
25	если принять во	1	2
26	и в этом	6	2
27	всяком случае не	1	2
28	более или менее	1	2
29	но и с	1	2
30	пушкина с этой	1	2
31	так и в	1	2
32	не только не	1	2
33	в самом деле	1	2
34	с тем что	1	2
35	на то что	1	2
36	в том смысле	3	2
37	тем не менее	10	2
38	к тому же	1	2
39	точка зрения на	1	1
40	что в этом	1	1
41	в прямом смысле	1	1
42	одним и тем	1	1
43	на самом деле	2	1
44	в котором он	1	1
45	при помощи этой	1	1
46	в настоящее время	2	1
47	и по существу	1	1
48	он не только	1	1
49	с этим не	1	1
50	что же касается	4	1
51	находим и в	1	1
52	как и другие	1	1
53	в живом языке	1	1
54	не только художественным	1	1
55	сам по себе	6	1
56	в той же	1	1
57	не имеет никакого	3	1
58	в первую очередь	3	1
59	из них и	1	1
60	и в тех	1	1
61	мы до сих	1	1
62	точно так же	3	1
63	на этот вопрос	1	1
64	одно и то	3	1
65	но не вполне	1	1
66	ни о каком	2	1
67	в чем же	1	1
68	в данном случае	7	1
69	и тем же	1	1
70	о чем ты	1	1
71	том смысле что	3	1
72	однако если бы	1	1
73	в конце концов	3	1
74	потому что оно	1	1
75	и то же	4	1
76	в определенном направлении	1	1
77	имеет ничего общего	3	1
78	мы видели выше	1	1
79	по сравнению с	2	1
80	настолько велико что	1	1
81	как и вообще	1	1
82	столько же сколько	2	1
83	так или иначе	1	1
84	в связи с	7	1
85	друг к другу	1	1
86	лежащий в основе	1	1
87	потому что они	2	1
88	необходимо обратить внимание	1	1
89	одна с другой	2	1
90	а то что	2	1
91	ни в каком	4	1
92	каких бы то	1	1
93	но сами по	1	1
94	но также и	2	1
95	так и другие	1	1
96	имел в виду	1	1
97	заключается в том	3	1
98	в то время	4	1
99	в том чтобы	1	1
100	в этом случае	5	1
101	но он не	1	1
102	к выводу что	1	1
103	ничего общего с	2	1
104	как бы ни	1	1
105	только в его	1	1
106	совсем другое дело	1	1
107	в то же	4	1
108	не ради этой	1	1
109	значения как бы	1	1
110	таким образом в	1	1
111	дело не в	2	1
112	когда говорил о	1	1
113	при помощи которого	1	1
114	в виду при	1	1
115	поскольку речь идет	1	1
116	не имеет ничего	3	1
117	как мы видели	2	1
