N	3gram	Vygotskiy__5	Dialekti
1	и т д	3	19
2	с точки зрения	2	12
3	ни в каком	1	8
4	в том что	14	7
5	сам по себе	3	6
6	само по себе	2	5
7	по себе не	2	5
8	можно было бы	3	4
9	по крайней мере	1	4
10	одно и то	3	4
11	и то же	3	4
12	с другой стороны	5	4
13	на то что	16	4
14	потому что он	2	3
15	только потому что	1	3
16	более или менее	1	3
17	в этом смысле	1	3
18	только то что	1	3
19	что в нем	1	3
20	в нем нет	1	3
21	может быть и	2	3
22	в конце концов	2	3
23	и в этом	1	3
24	иметь в виду	3	3
25	не может и	1	3
26	не может быть	2	3
27	ничего общего с	1	3
28	можно сказать что	2	3
29	той или иной	2	3
30	на самом деле	2	2
31	как это мы	1	2
32	одной стороны и	1	2
33	мы находим в	1	2
34	до сих пор	5	2
35	что он не	1	2
36	в этом отношении	3	2
37	и т п	3	2
38	несмотря на то	1	2
39	то или иное	1	2
40	и в частности	1	2
41	с одной стороны	12	2
42	лежащая в основе	1	2
43	как один из	1	2
44	по сравнению с	4	2
45	друг к другу	4	2
46	на деле же	1	2
47	ни в чем	1	2
48	если иметь в	1	2
49	о том что	6	2
50	ни о чем	1	2
51	к тому что	6	2
52	свое отношение к	1	1
53	как она дана	1	1
54	и есть то	1	1
55	в чем не	1	1
56	это совершенно неверно	1	1
57	одному тому что	1	1
58	по одному тому	1	1
59	что в основе	1	1
60	мы имеем дело	1	1
61	дело в том	1	1
62	они никогда не	1	1
63	то время как	1	1
64	и той же	2	1
65	ни в каких	1	1
66	не вскрыл этого	1	1
67	в самом деле	5	1
68	и что именно	2	1
69	все время говорим	1	1
70	и что они	1	1
71	и как он	1	1
72	те и другие	1	1
73	именно то что	4	1
74	до известной степени	1	1
75	сами по себе	2	1
76	было бы показать	1	1
77	из того что	3	1
78	чтобы заметить что	1	1
79	она дана в	1	1
80	и мы сейчас	1	1
81	и не в	1	1
82	и вовсе не	1	1
83	и показывает что	1	1
84	а стало быть	1	1
85	и мы с	1	1
86	и не дает	1	1
87	в том чтобы	2	1
88	если бы мы	2	1
89	то что она	1	1
90	все равно не	1	1
91	в то время	1	1
92	однако сказать что	1	1
93	то что он	3	1
94	к другу как	1	1
95	в такой мере	1	1
96	но в каком-то	1	1
97	я имею в	1	1
98	те или иные	1	1
99	но она не	1	1
100	это и не	1	1
101	мы все время	1	1
102	когда мы говорим	1	1
103	быть выведена из	1	1
104	но так как	1	1
105	а в том	1	1
106	сих пор не	1	1
107	поэтому и есть	1	1
108	том что именно	1	1
109	имею в виду	1	1
110	будем иметь в	1	1
111	а не ее	1	1
112	то что не	1	1
113	и другое не	1	1
114	с самого начала	3	1
115	этом отношении совершенно	1	1
116	но никак не	1	1
117	точки зрения можно	1	1
118	что это есть	2	1
119	что иное как	2	1
120	прав если иметь	1	1
121	и что оно	1	1
122	что это не	1	1
123	друг от друга	2	1
124	в полной мере	1	1
125	чувства в нем	1	1
126	как из этих	1	1
127	одной и той	2	1
128	не что иное	2	1
129	друг с другом	3	1
130	для того чтобы	19	1
131	время как бы	1	1
132	том или ином	1	1
133	то же самое	3	1
134	привело к тому	1	1
135	его ни в	1	1
