N	2gram	Ircho_Kome_3	Psycholo
1	то что	4	32
2	и в	22	31
3	в том	12	30
4	и т	4	26
5	что в	5	23
6	может быть	6	22
7	таким образом	12	20
8	при этом	7	19
9	ясно что	6	19
10	так как	11	18
11	не может	3	17
12	как и	3	16
13	том что	13	16
14	т п	4	16
15	и не	21	16
16	точки зрения	4	15
17	только в	1	14
18	не только	5	13
19	что и	8	13
20	а не	4	13
21	мы не	2	12
22	если мы	2	12
23	так же	4	12
24	в этом	8	12
25	в самом	9	11
26	не в	4	11
27	в области	2	11
28	могут быть	1	11
29	в сущности	2	10
30	на то	3	10
31	потому что	10	10
32	самом деле	6	9
33	ни в	10	9
34	как в	2	9
35	т д	1	8
36	и что	6	8
37	никогда не	3	8
38	что мы	2	8
39	вместе с	9	8
40	все это	5	8
41	во всяком	3	8
42	том чтобы	1	7
43	на основании	2	7
44	сказать что	1	7
45	того чтобы	6	7
46	и его	6	7
47	о том	8	7
48	тому как	1	7
49	что он	8	7
50	зависимости от	1	6
51	очевидно что	1	6
52	отнюдь не	4	6
53	целый ряд	2	6
54	из этих	1	6
55	что она	4	6
56	для того	6	6
57	было бы	3	6
58	если бы	8	6
59	в его	8	6
60	вслед за	1	6
61	всяком случае	3	6
62	вовсе не	4	6
63	и даже	3	6
64	одной стороны	3	6
65	до конца	4	6
66	а в	7	6
67	в зависимости	1	5
68	то же	7	5
69	время как	2	5
70	х годов	2	5
71	в ее	3	5
72	с одной	3	5
73	в целом	3	5
74	и совершенно	1	5
75	подобно тому	1	5
76	показывает что	1	5
77	несмотря на	4	5
78	она не	2	5
79	в то	6	5
80	не является	4	5
81	то время	2	5
82	для нас	1	5
83	с другой	4	5
84	мы видим	1	5
85	в какой	3	5
86	так что	6	5
87	был бы	2	5
88	совершенно не	2	5
89	как бы	3	5
90	этой точки	1	5
91	все же	4	5
92	и для	4	5
93	формы и	1	5
94	и все	2	5
95	другой стороны	2	5
96	в котором	2	4
97	мы имеем	1	4
98	в которой	3	4
99	в виду	2	4
100	столь же	3	4
101	у него	4	4
102	со всеми	1	4
103	отличие от	2	4
104	в себе	4	4
105	и если	2	4
106	по существу	2	4
107	что я	1	4
108	тому что	2	4
109	к тому	6	4
110	те же	1	4
111	со стороны	11	4
112	никак не	1	4
113	прежде всего	5	4
114	между тем	2	4
115	все время	2	4
116	один из	3	4
117	и у	1	4
118	мы можем	3	4
119	как это	5	4
120	с этой	3	4
121	и о	2	4
122	в результате	2	4
123	чтобы понять	1	4
124	в этих	1	4
125	указывает на	1	4
126	в своих	2	4
127	к этому	6	4
