N	4gram	Vinokur_Ku_3	Myshleni
1	заключается в том что	1	13
2	один и тот же	2	7
3	одного и того же	2	5
4	с этой точки зрения	1	4
5	собственном смысле этого слова	1	4
6	одной и той же	1	4
7	одним и тем же	2	3
8	с нашей точки зрения	1	2
9	такое положение при котором	1	1
10	одних и тех же	1	1
11	он имеет в виду	1	1
12	в том отношении что	1	1
13	а с другой стороны	1	1
14	уже по одному тому	1	1
15	в самом деле как	1	1
16	справедливым и в отношении	1	1
17	в собственном смысле слова	1	1
18	мы должны сказать что	1	1
19	до самого последнего времени	1	1
20	было бы сказать что	3	1
21	в том смысле что	1	1
22	но для того чтобы	1	1
23	не говоря уже о	2	1
24	можно было бы сказать	3	1
25	по одному тому что	1	1
26	в том что на	1	1
