N	3gram	Medvedev_V_1	Narrotol
1	в том что	5	8
2	в данном случае	1	6
3	не только в	2	6
4	по отношению к	7	5
5	с одной стороны	2	5
6	войны и мира	1	4
7	о том что	3	4
8	к тому же	1	4
9	в соответствии с	1	3
10	в этом отношении	13	3
11	той или иной	1	3
12	того или иного	1	3
13	то же время	5	3
14	в конечном счете	5	3
15	можно сказать что	4	3
16	в то же	5	3
17	к тому что	3	3
18	хотя и не	1	2
19	мы имеем дело	1	2
20	следует подчеркнуть что	1	2
21	подобно тому как	2	2
22	но и в	1	2
23	и т п	9	2
24	и не может	2	2
25	имеем дело с	1	2
26	так же как	1	2
27	а в том	1	2
28	не только не	2	2
29	не может быть	8	2
30	на одном полюсе	1	2
31	все то что	1	2
32	которая не может	2	1
33	а между тем	1	1
34	не может не	2	1
35	одной стороны и	2	1
36	в той или	1	1
37	точки зрения на	1	1
38	хотя бы его	1	1
39	в которой он	1	1
40	прежде всего следует	1	1
41	в чем же	2	1
42	об отсутствии у	1	1
43	противном случае он	1	1
44	иметь в виду	2	1
45	может быть сведена	1	1
46	более или менее	6	1
47	одной из этих	1	1
48	в самом деле	1	1
49	в этом смысле	1	1
50	в этом процессе	2	1
51	как это делает	3	1
52	то же самое	1	1
53	как это обычно	1	1
54	как об этом	2	1
55	в частности в	2	1
56	следует смешивать с	1	1
57	по сравнению с	1	1
58	в таком случае	1	1
59	хотя оно и	1	1
60	и в то	3	1
61	в зависимости от	5	1
62	и так или	1	1
63	не могло бы	1	1
64	что все эти	1	1
65	но то же	1	1
66	достоевского и толстого	1	1
67	у него еще	1	1
68	следует иметь в	2	1
69	можно было бы	2	1
70	на этот вопрос	1	1
71	в противном случае	2	1
72	т п все	1	1
73	в частности из	1	1
74	до сих пор	1	1
75	так или иначе	1	1
76	то время как	1	1
77	а не только	1	1
78	таким образом для	1	1
79	том как он	1	1
80	не в том	2	1
81	в том или	1	1
82	в связи с	3	1
83	быть сведена к	1	1
84	с другой в	1	1
85	нет никаких оснований	2	1
86	во всяком случае	1	1
87	ответ на этот	1	1
88	а порой и	1	1
89	этой точки зрения	2	1
90	но с другой	1	1
91	в то время	1	1
92	с этой точки	1	1
93	по аналогии с	1	1
94	в реальной действительности	1	1
95	по его мнению	1	1
96	в этой системе	1	1
97	в саду и	1	1
98	не следует смешивать	1	1
99	оснований видеть в	1	1
100	в том смысле	1	1
101	на протяжении жизни	1	1
102	действительной жизни и	1	1
103	для того чтобы	3	1
104	в каждой из	1	1
105	том или ином	1	1
106	же как это	1	1
107	не следует понимать	5	1
108	и в другом	2	1
