N	3gram	Vygotskiy__5	Literetu
1	в то же	1	7
2	в этом отношении	5	5
3	в отличие от	2	5
4	по отношению к	12	4
5	с одной стороны	3	4
6	о том что	4	4
7	в том что	11	4
8	в том числе	1	3
9	с точки зрения	9	3
10	не может быть	3	3
11	как например в	1	2
12	состоит в том	3	2
13	в самом деле	2	2
14	подобно тому как	4	2
15	то же самое	4	2
16	одной стороны и	1	2
17	из того что	4	2
18	том числе и	1	2
19	и в частности	2	2
20	в том чтобы	1	2
21	а не как	1	2
22	с другой стороны	2	2
23	и вместе с	1	2
24	и тем самым	1	2
25	той или иной	1	2
26	в другом месте	4	1
27	отношение к предмету	1	1
28	что иное как	1	1
29	два момента в	1	1
30	того же самого	3	1
31	не только по	1	1
32	на самом деле	1	1
33	новые и новые	1	1
34	о том как	2	1
35	друг от друга	4	1
36	только по отношению	1	1
37	только в том	1	1
38	именно то что	1	1
39	вместе с тем	2	1
40	в этой связи	1	1
41	в первую очередь	1	1
42	тому как в	3	1
43	по аналогии с	1	1
44	отношением к объекту	1	1
45	именно в этом	2	1
46	и то что	2	1
47	не что иное	1	1
48	он этого не	1	1
49	но при этом	2	1
50	к его началу	1	1
51	не только для	1	1
52	в связи с	1	1
53	исходит из того	1	1
54	вопрос о том	3	1
55	я не могу	1	1
56	для того чтобы	14	1
57	а не только	1	1
58	этой точки зрения	4	1
59	более или менее	1	1
60	собой но в	1	1
61	в свою очередь	3	1
62	ничего общего с	2	1
63	до самого конца	1	1
64	не только не	3	1
65	должно быть подчинено	1	1
66	с этой точки	4	1
67	к тому что	1	1
68	и т.п и	1	1
69	не знает что	2	1
70	сама по себе	4	1
71	тем не менее	1	1
72	что он в	1	1
