N	3gram	Losev_Vlad_3	Istorich
1	мы знаем что	1	10
2	до сих пор	1	6
3	точно так же	4	6
4	в том что	10	5
5	в этом случае	1	5
6	вместе с тем	6	5
7	мы видим что	1	5
8	так же как	2	4
9	не только в	1	4
10	в связи с	2	4
11	с одной стороны	3	3
12	так же и	1	3
13	с тем что	1	3
14	мы уже видели	1	3
15	мы уже знаем	1	3
16	можно было бы	1	3
17	о том что	8	2
18	все же можно	1	2
19	мы не будем	1	2
20	с самого начала	1	2
21	с другой стороны	2	2
22	не может быть	6	2
23	на то что	2	2
24	не что иное	1	2
25	что иное как	1	2
26	уже знаем что	1	2
27	и вместе с	2	2
28	так как в	1	2
29	потому что он	1	2
30	иметь в виду	2	2
31	к тому же	5	2
32	так или иначе	2	1
33	мы не можем	1	1
34	это и есть	1	1
35	означает не что	1	1
36	сам по себе	2	1
37	это значит что	6	1
38	можно найти в	1	1
39	том что в	3	1
40	о том как	1	1
41	таким образом эта	1	1
42	есть вместе с	1	1
43	и так сказать	1	1
44	надо сказать что	1	1
45	и многое другое	1	1
46	да и то	1	1
47	тем что в	1	1
48	в это время	2	1
49	не только не	1	1
50	но уже в	1	1
51	не будем здесь	1	1
52	при всей своей	1	1
53	только тот кто	1	1
54	в себя и	1	1
55	потому что они	1	1
56	подлежит никакому сомнению	1	1
57	нельзя сказать чтобы	1	1
58	указать на то	1	1
59	он наталкивается на	1	1
60	по существу то	1	1
61	об этом он	1	1
62	и не только	1	1
63	бросается в глаза	2	1
64	и то же	1	1
65	как то что	1	1
66	начала до конца	1	1
67	что он делает	1	1
68	но вместе с	1	1
69	ни с каким	3	1
70	но об этом	1	1
71	в отличие от	3	1
72	то это значит	4	1
73	ее в целом	1	1
74	в связи со	1	1
75	но все эти	1	1
76	же именно в	1	1
77	не подлежит никакому	1	1
78	и не хочет	1	1
79	это время он	1	1
80	в виду что	1	1
81	хотя бы на	1	1
82	на одно мгновение	1	1
83	не только на	1	1
84	должен был бы	1	1
85	к которому принадлежал	1	1
86	в его работе	1	1
87	том что он	1	1
88	и в его	3	1
89	то что он	1	1
90	тем не менее	9	1
91	по этому поводу	1	1
