N	2gram	Voloshinov_1	Dialekti
1	не есть	2	40
2	и не	4	30
3	и в	16	18
4	точки зрения	8	17
5	ничего не	1	17
6	может быть	17	17
7	и есть	3	16
8	в нем	4	16
9	ни в	5	15
10	не имеет	1	15
11	а не	1	14
12	не только	7	13
13	и даже	4	13
14	то что	3	13
15	что в	3	13
16	в этом	9	12
17	было бы	2	12
18	с точки	6	12
19	если бы	1	12
20	и что	1	12
21	не может	8	12
22	что это	2	11
23	учение о	3	11
24	что он	2	11
25	так как	4	11
26	как бы	5	11
27	все это	4	11
28	то же	2	10
29	несмотря на	1	10
30	что такое	5	10
31	прежде всего	9	10
32	сказать что	7	10
33	и то	1	9
34	отнюдь не	4	9
35	так и	4	9
36	том что	3	9
37	никогда не	2	9
38	в том	3	9
39	но это	2	8
40	в каком	2	8
41	к нему	1	8
42	совершенно не	8	8
43	и как	3	7
44	что она	1	7
45	что не	2	7
46	той или	1	7
47	не существует	2	7
48	вовсе не	1	7
49	но и	4	7
50	его не	1	6
51	хотя бы	4	6
52	в чем	5	6
53	но в	4	6
54	с другой	1	6
55	и вот	3	6
56	она не	1	6
57	с ним	2	6
58	можно сказать	4	6
59	и ни	1	6
60	говорить о	2	5
61	я не	1	5
62	отношение к	5	5
63	общего с	1	5
64	все же	1	5
65	идеи и	1	5
66	и с	8	5
67	что оно	2	5
68	и мы	2	5
69	а потом	1	5
70	в этих	3	5
71	но если	1	5
72	не нуждается	2	5
73	в виду	1	5
74	можно было	1	5
75	мы должны	1	5
76	говорит о	1	5
77	и пр	12	5
78	есть и	2	5
79	а в	3	5
80	это и	1	4
81	то я	1	4
82	как он	1	4
83	смысл и	1	4
84	по крайней	3	4
85	на всю	1	4
86	и притом	3	4
87	это мы	1	4
88	наука и	1	4
89	только и	2	4
90	к тому	1	4
91	ничего общего	1	4
92	как мы	4	4
93	в душу	1	4
94	только то	2	4
95	быть может	2	4
96	и вообще	2	4
97	о том	2	4
98	крайней мере	3	4
99	и об	1	4
100	мы видим	2	4
101	но не	1	4
102	и жизни	1	4
103	в конце	1	4
104	для меня	2	4
105	мы можем	9	4
106	не говорит	1	4
107	как раз	1	4
108	как это	3	4
109	хотя и	1	4
110	так же	2	4
111	во всяком	3	4
112	нем нет	2	3
113	отношения к	3	3
114	самом деле	6	3
115	в ней	1	3
116	мысли и	4	3
117	на самом	4	3
118	что они	1	3
119	конечно не	6	3
120	от этого	1	3
121	но эта	1	3
122	в самом	2	3
123	та же	1	3
124	он не	2	3
125	и еще	1	3
126	этом смысле	3	3
127	меньше всего	2	3
128	в них	2	3
129	что я	1	3
130	точку зрения	1	3
131	друг другу	1	3
132	и почти	1	3
133	в основе	3	3
134	случае не	1	3
135	в разных	1	3
136	в науке	2	3
137	ничто не	1	3
138	в сознании	1	3
139	уже и	1	3
140	могут быть	3	3
141	и всех	2	3
142	и о	2	3
143	сознания и	2	3
144	и та	1	3
145	нуждается в	5	3
146	что и	2	3
147	может иметь	2	3
148	один из	2	3
149	только в	4	3
150	только на	3	3
151	даже и	1	3
152	или иной	1	3
153	даже не	3	3
154	что для	1	3
155	и потому	3	3
156	в данном	1	3
157	что же	1	3
158	в его	4	3
159	быть очень	1	3
160	и все	4	3
161	еще более	1	3
162	только что	1	3
163	жизни и	3	3
164	говоря о	1	2
165	же как	2	2
166	что если	1	2
167	вопрос о	1	2
168	оно есть	1	2
169	мы и	1	2
170	и говорить	2	2
171	как один	1	2
172	из этих	2	2
173	но как	2	2
174	с этим	2	2
175	образом и	1	2
176	не был	1	2
177	все эти	5	2
178	связанные с	2	2
179	а просто	1	2
180	на этом	3	2
181	и философии	1	2
182	что мир	1	2
183	и может	4	2
184	в мире	1	2
185	это было	1	2
186	с другими	3	2
187	форму и	1	2
188	мы имеем	1	2
189	с этой	2	2
190	как и	2	2
191	одна и	1	2
192	между собою	2	2
193	до сих	3	2
194	в своей	2	2
195	всяком случае	3	2
196	почти не	2	2
197	во всем	1	2
198	свой смысл	1	2
199	в корне	1	2
200	ко всему	1	2
201	ни было	2	2
202	вещей и	1	2
203	не должна	1	2
204	образ не	1	2
205	можно указать	1	2
206	не знает	2	2
207	можем сказать	2	2
208	не менее	2	2
209	или что	1	2
210	иной раз	1	2
211	к ним	2	2
212	и мало	1	2
213	не лучше	1	2
214	очень мало	1	2
215	заметить что	1	2
216	из того	1	2
217	и эта	1	2
218	этом отношении	1	2
219	отличается от	1	2
220	и это	6	2
221	как не	2	2
222	другими словами	2	2
223	как с	2	2
224	в другом	1	2
225	мог бы	1	2
226	по сравнению	3	2
227	в эпоху	1	2
228	для этого	2	2
229	мы живем	1	2
230	но к	1	2
231	это может	1	2
232	эти два	1	2
233	для того	1	2
234	в него	5	2
235	что здесь	1	2
236	и быть	1	2
237	с ними	4	2
238	мы увидим	1	2
239	может оказаться	1	2
240	и так	2	2
241	поэтому и	2	2
242	с одной	1	2
243	в качестве	1	2
244	же и	1	2
245	уже не	1	2
246	если мы	2	2
247	то и	1	2
248	об его	2	2
249	для него	6	2
250	и их	4	2
251	со стороны	1	2
252	здесь в	1	2
253	а с	1	2
254	с ней	1	2
255	только как	3	2
256	в частности	2	2
257	одной стороны	1	2
258	сравнению с	3	2
259	еще не	5	2
260	сих пор	3	2
261	но так	1	2
262	и для	2	2
263	лучше ли	1	2
264	я в	1	2
265	себе но	1	2
266	к этому	2	2
267	этой точки	1	2
268	в объективном	1	1
269	я и	6	1
270	как известно	1	1
271	явления и	1	1
272	научных методов	1	1
273	что эти	1	1
274	случае нельзя	1	1
275	и этот	2	1
276	и могут	1	1
277	той же	1	1
278	всей ее	1	1
279	мы не	2	1
280	вот она	1	1
281	теперь мы	1	1
282	современной нам	1	1
283	мир не	1	1
284	что иное	1	1
285	но исключительно	1	1
286	почти исключительно	1	1
287	как я	1	1
288	но даже	1	1
289	свое отношение	1	1
290	же что	1	1
291	и самого	1	1
292	иное как	1	1
293	что по	1	1
294	столь же	1	1
295	однако сказать	1	1
296	говорит и	1	1
297	во всех	3	1
298	во внешнем	1	1
299	совсем не	2	1
300	коем случае	1	1
301	с самой	1	1
302	заметим что	1	1
303	мы сейчас	1	1
304	нет и	2	1
305	первый взгляд	1	1
306	дает нам	1	1
307	в связи	1	1
308	когда он	1	1
309	и наконец	4	1
310	говорит об	1	1
311	его к	1	1
312	и к	6	1
313	есть ли	1	1
314	этой теории	2	1
315	не более	1	1
316	к чему	1	1
317	это быть	1	1
318	с их	3	1
319	вообще не	2	1
320	и положительный	1	1
321	теории и	1	1
322	с чем	1	1
323	при этом	6	1
324	было с	1	1
325	именно то	1	1
326	эмпирических фактов	1	1
327	и по	2	1
328	таким образом	9	1
329	по его	1	1
330	не будет	2	1
331	в состоянии	1	1
332	главным образом	1	1
333	сознание и	5	1
334	мы уже	2	1
335	механизм в	1	1
336	по смыслу	1	1
337	общего не	1	1
338	теми которые	1	1
339	тот материал	1	1
340	или наконец	1	1
341	его в	4	1
342	за собою	1	1
343	методами и	1	1
344	мы на	1	1
345	нечего и	2	1
346	уже знаем	1	1
347	а это	1	1
348	весь мир	1	1
349	еще одно	1	1
350	в жизни	2	1
351	кажется что	2	1
352	он является	1	1
353	не связанное	1	1
354	в этой	4	1
355	всю жизнь	2	1
356	не всегда	1	1
357	этим и	1	1
358	они являются	1	1
359	жизни но	1	1
360	в развитии	2	1
361	форма и	1	1
362	потому и	2	1
363	себе все	1	1
364	организм как	1	1
365	что между	1	1
366	и культуры	1	1
367	никаких оснований	3	1
368	не интересует	1	1
369	именно и	1	1
370	знаем что	2	1
371	мы сказали	1	1
372	и они	1	1
373	которые в	1	1
374	и следа	1	1
375	и вся	2	1
376	как акт	1	1
377	можно ли	1	1
378	есть прежде	1	1
379	с теми	1	1
380	самого начала	4	1
381	дело в	1	1
382	и вместо	1	1
383	того чтобы	1	1
384	чем не	3	1
385	вытекает из	1	1
386	не их	1	1
387	на язык	3	1
388	в коем	1	1
389	имеем дело	1	1
390	этих двух	1	1
391	всего на	1	1
392	мире и	1	1
393	и его	8	1
394	связи с	1	1
395	здесь же	2	1
396	и борьба	1	1
397	с другом	1	1
398	у меня	1	1
399	мифов и	4	1
400	и оно	3	1
401	не могут	2	1
402	и часто	1	1
403	же самое	1	1
404	должны быть	1	1
405	она же	1	1
406	оно не	2	1
407	на это	1	1
408	на другой	1	1
409	в голову	2	1
410	в каких	1	1
411	характер и	1	1
412	и центральные	1	1
413	и этим	2	1
414	с самого	4	1
415	культуры и	1	1
416	вероятно и	1	1
417	сознании а	1	1
418	если они	1	1
419	и сам	1	1
420	же нужно	1	1
421	времени и	1	1
422	еще в	1	1
423	даны в	1	1
424	с чего	1	1
425	ни ее	1	1
426	но мы	4	1
427	этим не	1	1
428	любви к	1	1
429	самую точку	1	1
430	три основных	2	1
431	и три	1	1
432	говорить об	1	1
433	а потому	4	1
434	ним и	1	1
435	какое значение	2	1
436	и только	9	1
437	нельзя сказать	1	1
438	все время	1	1
439	на почве	1	1
440	наконец и	1	1
441	и история	1	1
442	уберечься от	1	1
443	сделать это	2	1
444	свой метод	1	1
445	сознания ни	1	1
446	сознания можно	1	1
447	бы ни	1	1
448	об их	1	1
449	за ней	1	1
450	со всеми	2	1
451	себя в	1	1
452	есть в	2	1
453	да еще	2	1
454	не можем	2	1
455	уже в	1	1
456	а то	1	1
457	сказать о	1	1
458	не дает	1	1
459	в душе	2	1
460	и других	2	1
461	наоборот что	1	1
462	он может	1	1
463	менее всего	1	1
464	мир в	1	1
465	пока не	1	1
466	с этими	1	1
467	для них	1	1
468	ее не	1	1
469	у него	2	1
470	в систему	2	1
471	себе свою	1	1
472	от того	1	1
473	уже совершенно	1	1
474	имеет значение	1	1
475	во власти	1	1
476	имеет и	1	1
477	научная теория	1	1
478	и можно	1	1
479	эти две	1	1
480	мы еще	1	1
481	и др	3	1
482	связано с	1	1
483	лица по	1	1
484	а на	2	1
485	и самый	1	1
486	зависит от	1	1
487	именно так	1	1
488	главное все	1	1
489	вопрос можно	1	1
490	об ее	1	1
491	сейчас же	1	1
492	жизнь в	1	1
493	становится ясным	1	1
494	входить в	1	1
495	вместе с	3	1
496	же с	1	1
497	в духе	1	1
498	где же	1	1
499	его жизни	1	1
500	быть только	1	1
501	из этой	1	1
502	с которым	1	1
503	ли все	1	1
504	своего развития	1	1
505	друг с	1	1
506	что мы	2	1
507	этом и	1	1
508	к другим	2	1
509	это уже	1	1
510	только одна	1	1
511	в полном	1	1
512	известной степени	1	1
513	при таком	1	1
514	и законы	1	1
515	она может	1	1
516	есть метод	1	1
517	мира и	3	1
518	на первый	2	1
519	для нас	2	1
520	было на	1	1
521	но именно	1	1
522	них и	1	1
523	с ужасом	1	1
524	хотя в	1	1
525	к ее	1	1
526	жизни в	1	1
527	психики и	1	1
528	между ними	3	1
529	от своего	1	1
530	смысле они	1	1
531	что угодно	1	1
532	не что	1	1
533	и жизнь	1	1
534	есть то	1	1
535	жизни мы	1	1
536	самое и	1	1
537	они не	2	1
538	все что	4	1
