N	3gram	Vinokur_Ku_1	FransuaR
1	в том что	15	6
2	той или иной	1	5
3	до сих пор	4	4
4	в отличие от	1	4
5	это уже не	1	3
6	с точки зрения	9	3
7	в этом отношении	5	3
8	в известной мере	1	3
9	в применении к	1	3
10	так и не	1	3
11	прежде всего на	1	2
12	на самом деле	2	2
13	как раз и	1	2
14	на этот вопрос	1	2
15	и вовсе не	2	2
16	в это время	1	2
17	с одной стороны	1	2
18	главным образом на	1	2
19	во всех этих	1	2
20	в свое время	2	2
21	его в духе	1	2
22	вовсе не в	1	2
23	так и в	2	2
24	но все же	2	2
25	в большинстве случаев	1	2
26	но прежде всего	1	1
27	и может быть	1	1
28	несколько слов о	2	1
29	потому что он	1	1
30	сводится к тому	2	1
31	чуть ли не	2	1
32	в тех или	1	1
33	как об особом	1	1
34	по отношению к	8	1
35	имеем в виду	1	1
36	одно из самых	1	1
37	в самом деле	7	1
38	в настоящее время	1	1
39	том что он	4	1
40	так как именно	2	1
41	такие явления как	1	1
42	что с точки	1	1
43	связанная с этим	1	1
44	сами по себе	1	1
45	можно говорить о	1	1
46	при этом что	1	1
47	можно только в	1	1
48	в собственном смысле	1	1
49	к тому чтобы	1	1
50	об особом речевом	1	1
51	и его ученики	1	1
52	в литературе и	1	1
53	не укладывается в	1	1
54	и ничего не	1	1
55	в прокрустово ложе	1	1
56	в особенности в	1	1
57	поскольку о нем	1	1
58	тех или иных	1	1
59	не потому что	3	1
60	мы наблюдаем в	1	1
61	до конца и	1	1
62	можно говорить как	1	1
63	в какой мере	1	1
64	и обновляется в	1	1
65	пр и пр	1	1
66	в связи с	3	1
67	во всяком случае	5	1
68	с другой стороны	6	1
69	ищет в них	1	1
70	не может быть	3	1
71	до наших дней	1	1
72	среди других вещей	1	1
73	как и всякая	1	1
74	то же время	2	1
75	и пр и	1	1
76	языках и здесь	1	1
77	говорить как об	1	1
78	из этих видов	1	1
79	мы имеем в	1	1
80	для того чтобы	15	1
81	друг от друга	1	1
82	в то же	2	1
83	нас в том	1	1
84	не только в	1	1
85	укладывается в прокрустово	1	1
86	даже в области	1	1
87	все то что	1	1
88	форме и вовсе	1	1
89	но еще и	1	1
