N	2gram	Medvedev_F_3	TeoriaLi
1	в мире	1	24
2	не только	9	18
3	в качестве	1	17
4	и не	30	16
5	а в	1	14
6	и в	27	13
7	в частности	1	13
8	так и	21	12
9	может быть	25	12
10	в этом	18	11
11	при этом	8	11
12	в том	7	11
13	но не	5	10
14	и его	19	10
15	а не	17	10
16	то же	15	9
17	в его	7	9
18	по отношению	3	8
19	сводится к	5	8
20	но и	10	8
21	отношению к	3	8
22	что в	8	8
23	отличие от	2	7
24	в себе	3	7
25	том что	4	7
26	точки зрения	16	7
27	в отличие	2	7
28	в то	7	7
29	только в	8	7
30	себя в	1	7
31	как это	4	7
32	в данном	6	7
33	еще не	6	6
34	с его	2	6
35	но в	6	6
36	художественной реальности	1	6
37	лишь в	9	6
38	место в	10	6
39	же время	7	6
40	как бы	8	6
41	мы имеем	1	5
42	данном случае	4	5
43	в своем	2	5
44	в самом	11	5
45	роли в	1	5
46	он не	1	5
47	в принципе	1	5
48	того или	1	5
49	как и	14	5
50	не в	12	5
51	однако в	2	5
52	тем самым	1	5
53	в нем	15	5
54	в ее	4	5
55	в пределах	8	5
56	или иной	2	5
57	между тем	7	5
58	не сводится	1	5
59	уже не	3	5
60	с другой	6	5
61	как в	4	5
62	или иного	1	5
63	в искусстве	7	5
64	между ними	15	5
65	героя и	2	5
66	высказывания в	1	4
67	говорить о	2	4
68	а и	3	4
69	хотя и	1	4
70	то что	8	4
71	ни в	8	4
72	литературного произведения	4	4
73	в слове	4	4
74	в своей	6	4
75	в их	1	4
76	не менее	7	4
77	эстетический объект	1	4
78	можно сказать	3	4
79	в форме	1	4
80	художественного восприятия	2	4
81	и ее	6	4
82	за пределами	1	4
83	но он	1	4
84	мира и	1	4
85	не знает	1	4
86	сказать что	3	4
87	не может	24	4
88	и то	1	3
89	между двумя	1	3
90	художественного произведения	7	3
91	совпадает с	2	3
92	а только	1	3
93	в сторону	2	3
94	герой не	1	3
95	в художественном	5	3
96	в точке	1	3
97	со своей	1	3
98	все эти	6	3
99	в нашем	1	3
100	в этой	2	3
101	и по	1	3
102	его в	7	3
103	этом смысле	2	3
104	в единое	1	3
105	литературных произведений	1	3
106	в этих	3	3
107	художественного творчества	2	3
108	тем не	2	3
109	в отношении	2	3
110	никогда не	5	3
111	как раз	8	3
112	потому что	7	3
113	той или	1	3
114	другой стороны	5	3
115	в произведении	3	3
116	так в	2	3
117	и что	3	3
118	входит в	8	3
119	того что	3	3
120	во времени	1	3
121	человека с	1	3
122	для него	1	3
123	слова в	1	3
124	с ее	2	3
125	на почве	2	3
126	именно в	1	3
127	и др	2	3
128	прежде всего	4	3
129	и потому	5	3
130	этого слова	2	3
131	мира в	1	3
132	к которому	2	3
133	таким образом	18	3
134	в основе	3	3
135	ни к	1	3
136	отношении к	1	3
137	я и	1	2
138	была бы	2	2
139	отношения к	2	2
140	того же	3	2
141	и это	2	2
142	это и	2	2
143	тех или	1	2
144	собою в	1	2
145	всех без	1	2
146	в целом	4	2
147	между собой	4	2
148	в стихе	1	2
149	за пределы	2	2
150	что они	5	2
151	сама по	1	2
152	данный момент	2	2
153	ценностный центр	4	2
154	в противном	1	2
155	и как	4	2
156	так или	1	2
157	высказывания не	1	2
158	противном случае	1	2
159	к одному	1	2
160	или иных	1	2
161	без исключения	5	2
162	одно и	1	2
163	не следует	3	2
164	об этом	1	2
165	это не	3	2
166	и иных	1	2
167	и тем	3	2
168	вовсе не	28	2
169	взаимодействия людей	1	2
170	и того	1	2
171	одного и	1	2
172	высказывания как	3	2
173	с точки	14	2
174	высказывания и	5	2
175	их в	3	2
176	по себе	4	2
177	даже в	2	2
178	автора и	1	2
179	литературы как	1	2
180	и притом	2	2
181	для меня	1	2
182	дело не	2	2
183	не могло	2	2
184	только не	2	2
185	вытекает из	2	2
186	слова как	2	2
187	у о	1	2
188	с читателем	1	2
189	и для	6	2
190	имеет место	3	2
191	как элемента	1	2
192	и о	1	2
193	здесь не	2	2
194	в себя	1	2
195	роль в	4	2
196	не с	1	2
197	к его	3	2
198	если бы	12	2
199	в виду	3	2
200	и здесь	1	2
201	о том	4	2
202	что каждый	2	2
203	к действительности	1	2
204	е о	1	2
205	во всех	3	2
206	или иначе	1	2
207	аналогичным образом	1	2
208	соединении с	2	2
209	как художественное	1	2
210	существования в	1	2
211	говорит в	2	2
212	в литературе	6	2
213	природа литературы	1	2
214	тот или	1	2
215	с одной	1	2
216	оказывается в	1	2
217	в большинстве	4	2
218	в конце	3	2
219	форм высказывания	1	2
220	внутреннего мира	2	2
221	и даже	2	2
222	со стороны	4	2
223	в данный	1	2
224	между которыми	5	2
225	в области	2	2
226	одной стороны	1	2
227	а на	2	2
228	и составляет	1	2
229	не на	3	2
230	одну из	2	2
231	о чем	1	2
232	люди но	1	2
233	на фоне	3	2
234	вместе с	6	2
235	так же	9	2
236	он тем	1	2
237	художественное целое	1	2
238	в той	3	2
239	могут быть	4	2
240	произведения искусства	1	2
241	при условии	1	2
242	в следующей	2	2
243	к тому	4	2
244	в художественной	2	2
245	жизни в	3	2
246	одной из	2	2
247	в романе	4	2
248	что он	6	2
249	формы высказывания	1	2
250	но наоборот	1	1
251	художественном произведении	3	1
252	только к	1	1
253	можно говорить	4	1
254	также что	1	1
255	те же	3	1
256	неотделима от	1	1
257	таком случае	1	1
258	человека и	2	1
259	и через	1	1
260	художественных произведений	1	1
261	тем же	7	1
262	от своей	1	1
263	к другому	2	1
264	отношения между	2	1
265	и иронии	1	1
266	и до	1	1
267	действительности и	6	1
268	иметь место	1	1
269	одним из	3	1
270	со всех	1	1
271	первой и	1	1
272	той же	3	1
273	же как	3	1
274	и целостностью	1	1
275	только другим	1	1
276	содержания в	1	1
277	из своих	2	1
278	единство и	1	1
279	чтобы не	2	1
280	в литературном	1	1
281	от всего	1	1
282	в каждый	1	1
283	с политической	1	1
284	завершение и	1	1
285	и со	2	1
286	не знают	2	1
287	литературы является	2	1
288	момент в	1	1
289	не от	2	1
290	и помимо	1	1
291	и на	3	1
292	это возможно	1	1
293	столь же	3	1
294	время в	3	1
295	бы то	4	1
296	события в	1	1
297	роман и	2	1
298	тем как	1	1
299	еще одним	1	1
300	как система	2	1
301	совсем не	5	1
302	внутренняя форма	1	1
303	коем случае	1	1
304	не входит	1	1
305	выделены в	1	1
306	значение для	1	1
307	оно является	1	1
308	или иное	2	1
309	на то	1	1
310	еще один	1	1
311	отнюдь не	8	1
312	его конструктивные	1	1
313	в истории	5	1
314	мере в	1	1
315	независимо от	5	1
316	обращения к	1	1
317	не два	1	1
318	сознания в	1	1
319	и внутреннюю	1	1
320	здесь и	6	1
321	ответную реакцию	1	1
322	новых форм	2	1
323	или иную	1	1
324	то в	2	1
325	в условиях	3	1
326	обычно является	1	1
327	из жизни	1	1
328	что это	3	1
329	европейского романа	1	1
330	то я	1	1
331	из этих	2	1
332	тоже не	1	1
333	следующей главе	2	1
334	в иную	1	1
335	с их	1	1
336	на произведение	1	1
337	данном контексте	1	1
338	говорят о	2	1
339	имеем в	1	1
340	если он	1	1
341	всей его	1	1
342	не могла	1	1
343	искусства говорит	1	1
344	вследствие этого	3	1
345	жизнью и	2	1
346	что она	2	1
347	к искусству	1	1
348	время и	1	1
349	эта система	1	1
350	ключ к	1	1
351	художественного высказывания	1	1
352	по существу	1	1
353	в первом	1	1
354	том числе	1	1
355	ни были	1	1
356	остается лишь	1	1
357	на земле	2	1
358	подобно тому	4	1
359	химическом соединении	2	1
360	является не	2	1
361	именно это	2	1
362	ни был	1	1
363	мы обнаруживаем	1	1
364	то ни	4	1
365	не будет	1	1
366	смысла в	1	1
367	говорящих и	1	1
368	оно становится	2	1
369	большинстве случаев	5	1
370	все их	1	1
371	было бы	6	1
372	должен был	1	1
373	высказывание как	5	1
374	событие то	1	1
375	в них	3	1
376	нет в	1	1
377	и автором	1	1
378	игра с	1	1
379	с тем	7	1
380	он и	3	1
381	обладает каждое	1	1
382	в чистом	1	1
383	но если	2	1
384	или точнее	2	1
385	таким же	2	1
386	это ощущение	1	1
387	в такой	2	1
388	мы конечно	1	1
389	в котором	2	1
390	даль и	2	1
391	к предмету	1	1
392	быть положен	1	1
393	себе а	1	1
394	не как	2	1
395	от объективного	2	1
396	от его	3	1
397	той мере	1	1
398	к не	1	1
399	но эта	2	1
400	то под	2	1
401	для данного	4	1
402	друг другу	2	1
403	и более	3	1
404	произведения в	6	1
405	из виду	2	1
406	форму в	1	1
407	то с	1	1
408	утрачивает своей	1	1
409	между людьми	3	1
410	случае в	3	1
411	чистом виде	1	1
412	до известной	2	1
