N	3gram	Propp_Isto_1	Myslijsy
1	в том что	4	16
2	смысле этого слова	1	7
3	только тогда когда	1	7
4	по отношению к	3	5
5	не в том	1	5
6	вместе с тем	2	4
7	с другой стороны	5	4
8	но и в	2	4
9	по себе а	1	4
10	в то время	3	4
11	не только в	1	4
12	то же что	1	4
13	не только по	1	3
14	более или менее	5	3
15	по мере того	2	3
16	до сих пор	5	3
17	может быть только	1	3
18	с одной стороны	4	3
19	в том как	1	3
20	мере того как	2	3
21	само по себе	2	3
22	и т д	22	3
23	вслед за тем	1	3
24	тем не менее	6	3
25	для того чтобы	1	3
26	не может быть	7	3
27	что и в	1	3
28	подобно тому как	1	2
29	но и по	1	2
30	мы должны будем	4	2
31	в этом отношении	1	2
32	и т п	1	2
33	но тем не	1	2
34	в том чтобы	1	2
35	в первом случае	1	2
36	не могут быть	1	2
37	на первых порах	2	2
38	мы не можем	2	2
39	к тому что	1	2
40	потому что образ	1	1
41	том что она	1	1
42	мы видим не	1	1
43	одной стороны и	1	1
44	могли бы быть	2	1
45	отсюда видно что	1	1
46	равно как и	1	1
47	не говоря уже	1	1
48	так что в	1	1
49	во многих случаях	1	1
50	то же самое	3	1
51	с этим в	1	1
52	в силу того	1	1
53	может быть назван	2	1
54	например в сказке	3	1
55	а переходит от	1	1
56	говоря уже о	1	1
57	сами по себе	1	1
58	могут быть объяснены	1	1
59	лишь тогда когда	1	1
60	а может быть	1	1
61	но все это	1	1
62	за то что	1	1
63	до тех пор	1	1
64	в противном случае	1	1
65	в том случае	1	1
66	другими словами для	1	1
67	первых порах кажется	1	1
68	сводится к тому	1	1
69	то время как	3	1
70	в таких случаях	2	1
71	в этой работе	1	1
72	по себе не	1	1
73	каждый из этих	1	1
74	но столь же	1	1
75	и тот же	2	1
76	если бы в	1	1
77	не зависит от	1	1
78	а не как	1	1
79	она не знает	1	1
80	свойственна не только	1	1
81	он должен знать	1	1
82	заключить что в	1	1
83	но и с	1	1
84	может быть названо	1	1
85	которое можно назвать	1	1
86	один и тот	2	1
87	только то что	1	1
88	это было бы	1	1
89	силу того что	1	1
90	таким образом в	1	1
91	не само по	1	1
92	в такой форме	1	1
93	своей форме а	1	1
94	можно видеть что	2	1
95	о том что	3	1
96	если бы мы	2	1
97	почему именно эти	1	1
98	на то что	4	1
99	заметить что в	1	1
100	после того как	1	1
101	мы этого не	1	1
102	там где нет	1	1
103	таким образом и	1	1
104	по этому поводу	2	1
105	с течением времени	1	1
106	легко может быть	1	1
107	может быть объяснено	1	1
108	друг с другом	3	1
109	не в силу	3	1
110	быть не может	1	1
111	именно потому что	1	1
112	том случае когда	1	1
113	для нас не	2	1
114	на первый взгляд	2	1
115	к тому же	1	1
116	том что и	1	1
117	и многие другие	1	1
