N	3gram	Losev_Prob_5	Literetu
1	в том что	8	11
2	так или иначе	1	8
3	состоит в том	1	5
4	то же время	1	5
5	в то же	1	5
6	в данном случае	2	4
7	не только в	1	4
8	в связи с	7	4
9	по аналогии с	1	3
10	с этой точки	1	3
11	в русской литературе	3	3
12	этой точки зрения	1	3
13	может быть это	1	3
14	дело в том	2	2
15	по отношению к	2	2
16	не говоря уже	1	2
17	с точки зрения	8	2
18	в этом отношении	1	2
19	все же в	1	2
20	том что его	1	2
21	и то что	3	2
22	ту или иную	1	2
23	в виду не	1	2
24	с одной стороны	3	2
25	чуть ли не	1	2
26	во всяком случае	2	2
27	уже в году	1	2
28	о том что	9	2
29	тем не менее	5	2
30	бы ни были	1	1
31	том что не	1	1
32	это уже не	2	1
33	то что я	1	1
34	рассматриваться в качестве	1	1
35	только потому что	1	1
36	нет не только	1	1
37	другой стороны он	1	1
38	одним и тем	1	1
39	на самом деле	1	1
40	на то что	2	1
41	в частности для	1	1
42	том что он	2	1
43	как раз и	1	1
44	имеется в виду	1	1
45	но в силу	1	1
46	каковы бы ни	1	1
47	в одной из	1	1
48	жизни человека и	1	1
49	бы то ни	2	1
50	виду не только	1	1
51	между тем как	1	1
52	в наше время	1	1
53	никак не мог	2	1
54	можно было бы	1	1
55	по крайней мере	4	1
56	по этому поводу	2	1
57	и в частности	3	1
58	в это время	2	1
59	при всем своем	2	1
60	на эту тему	1	1
61	и тем же	1	1
62	но в то	1	1
63	в самом деле	1	1
64	на первый взгляд	1	1
65	на задний план	1	1
66	говоря уже о	1	1
67	а также и	1	1
68	в области художественного	1	1
69	и в этом	1	1
70	с тем же	1	1
71	а с другой	3	1
72	не в силах	1	1
73	хотя бы на	1	1
74	с другой стороны	5	1
75	не может быть	2	1
76	едва ли не	1	1
77	уже не просто	1	1
78	далеко не всегда	3	1
79	до сих пор	2	1
80	с самого начала	1	1
81	но все же	2	1
82	то ни было	1	1
83	ни были его	1	1
84	в большинстве случаев	1	1
85	в том числе	2	1
86	тех или иных	2	1
87	к тому же	1	1
