N	3gram	Bakhtin_Pr_3	FransuaR
1	то же время	12	6
2	в то же	12	6
3	и до конца	1	5
4	как мы уже	1	5
5	до сих пор	1	4
6	но в то	3	4
7	большей или меньшей	1	3
8	на самом деле	10	3
9	как и все	2	3
10	в отличие от	2	3
11	мы уже говорили	3	3
12	и прежде всего	4	3
13	для того чтобы	1	3
14	в той или	2	2
15	по отношению к	5	2
16	в его произведениях	1	2
17	и в других	1	2
18	в этом отношении	1	2
19	это вовсе не	1	2
20	поэтому он и	1	2
21	в значительной степени	1	2
22	или меньшей степени	1	2
23	и не было	1	2
24	в большей или	1	2
25	не может быть	6	2
26	в данном случае	1	2
27	его отношение к	4	2
28	о том что	2	2
29	той или иной	2	2
30	можно сказать что	1	2
31	как и в	1	2
32	в том же	1	2
33	как мы видели	2	2
34	этот момент и	1	1
35	смысле этого слова	2	1
36	в виду и	1	1
37	как и его	1	1
38	о мире как	1	1
39	к миру но	1	1
40	или во всяком	1	1
41	в нашу задачу	1	1
42	какой бы то	1	1
43	прежде всего в	1	1
44	то есть это	1	1
45	и наконец на	1	1
46	раз и не	1	1
47	и в особенности	1	1
48	подобно тому как	2	1
49	но даже и	1	1
50	в этом случае	2	1
51	сих пор еще	1	1
52	потому что не	1	1
53	в нем и	1	1
54	же время он	1	1
55	он в сущности	3	1
56	как раз и	2	1
57	вполне понятно что	2	1
58	с точки зрения	4	1
59	и не может	2	1
60	хотя бы и	2	1
61	знаете ли вы	3	1
62	в строгом смысле	1	1
63	бы то ни	4	1
64	он и не	2	1
65	но для этого	1	1
66	что в нем	2	1
67	за то что	1	1
68	или иной степени	1	1
69	ли вы что	2	1
70	одном слове и	1	1
71	но в плане	1	1
72	и нуждается в	1	1
73	может быть и	1	1
74	с таким же	1	1
75	уже говорили что	2	1
76	в своей статье	1	1
77	по улицам и	1	1
78	там где он	2	1
79	также и жизнь	1	1
80	то ни было	4	1
81	в высшей степени	3	1
82	друг другу в	1	1
83	и в этом	2	1
84	как будто бы	1	1
85	со столом и	1	1
86	не только для	1	1
87	во всех отношениях	1	1
88	то что он	1	1
89	или иной форме	1	1
90	это конечно не	1	1
91	во всяком случае	5	1
92	же время не	2	1
93	для правильного понимания	1	1
94	он не видит	1	1
95	вовсе не являются	1	1
96	с другой стороны	3	1
97	но на самом	4	1
98	в его целом	2	1
99	мы видели что	1	1
100	не могла не	1	1
101	по ту сторону	2	1
102	с одной из	1	1
103	вот как он	1	1
104	между этими двумя	1	1
105	лишь в этом	1	1
106	и тут же	1	1
107	что может быть	1	1
108	все эти явления	1	1
109	и вместе с	1	1
110	в свою очередь	1	1
111	очень далек от	1	1
112	и не хочет	1	1
113	к нему и	5	1
114	если бы вы	1	1
115	но и для	1	1
116	с самого начала	8	1
117	и в самом	3	1
118	в обычном смысле	2	1
119	но и не	1	1
120	например в том	1	1
121	но все эти	1	1
122	это как бы	1	1
123	в узком смысле	1	1
124	мы уже указывали	1	1
125	для него как	1	1
126	но все же	1	1
127	в них не	1	1
128	в том что	1	1
129	что и в	1	1
130	как мы знаем	2	1
131	и в другом	1	1
