N	2gram	Medvedev_F_1	Problemy
1	и в	24	46
2	и не	20	27
3	может быть	14	23
4	не может	16	19
5	как бы	6	19
6	в нем	14	17
7	в этом	15	16
8	не только	7	14
9	слова в	1	13
10	перед нами	1	12
11	как мы	5	12
12	но и	7	12
13	как и	11	12
14	и на	8	11
15	точки зрения	16	11
16	в одном	2	11
17	а не	10	11
18	в пределах	6	10
19	не в	8	10
20	между ними	3	10
21	и к	4	9
22	в самом	5	9
23	с точки	13	9
24	и все	6	9
25	в его	23	9
26	в том	6	9
27	в большинстве	3	9
28	вовсе не	10	9
29	прежде всего	22	9
30	до сих	6	8
31	конечно не	4	8
32	большинстве случаев	2	8
33	сих пор	6	8
34	или в	1	8
35	еще не	6	7
36	в себе	3	7
37	и с	8	7
38	по себе	5	7
39	как раз	2	7
40	то же	10	6
41	никогда не	4	6
42	хотя и	1	6
43	но в	5	6
44	к одному	1	6
45	в каждом	3	6
46	ни в	2	6
47	пределах одного	1	6
48	на фоне	3	6
49	но это	3	6
50	и его	10	6
51	в него	2	6
52	что он	3	6
53	только в	2	6
54	друг друга	4	6
55	все это	9	6
56	мы увидим	4	6
57	в котором	1	5
58	с его	4	5
59	во всех	5	5
60	по отношению	4	5
61	за пределы	2	5
62	нам кажется	1	5
63	так сказать	3	5
64	при этом	5	5
65	особенно в	3	5
66	это не	2	5
67	в жизни	3	5
68	в то	9	5
69	в структуре	1	5
70	в самой	2	5
71	если же	2	5
72	же время	8	5
73	к нему	1	5
74	если мы	2	5
75	так как	1	5
76	у него	1	5
77	о себе	1	5
78	отношению к	4	5
79	жизни и	7	5
80	например в	1	4
81	самом деле	6	4
82	в их	11	4
83	мы не	3	4
84	на себя	1	4
85	но не	3	4
86	как в	8	4
87	словом в	1	4
88	все же	3	4
89	кроме того	1	4
90	все эти	6	4
91	он не	3	4
92	людей и	1	4
93	таким образом	13	4
94	и наконец	3	4
95	он и	1	4
96	том что	1	4
97	в этих	1	4
98	своего рода	1	4
99	у тургенева	2	4
100	раз и	2	4
101	в процессе	9	4
102	во всем	2	4
103	потому что	1	4
104	слова но	1	4
105	здесь не	3	4
106	типов и	1	4
107	приводит к	2	4
108	так и	18	4
109	в чужом	2	4
110	в словах	1	4
111	и здесь	6	4
112	и других	3	4
113	можно сказать	1	4
114	уже не	2	4
115	до конца	7	4
116	должно быть	11	4
117	то что	8	4
118	не знает	1	4
119	совершенно не	1	4
120	что в	4	4
121	том числе	1	4
122	себя как	1	3
123	также и	1	3
124	и это	2	3
125	между двумя	1	3
126	и до	5	3
127	мы уже	1	3
128	той же	1	3
129	словами в	1	3
130	и о	1	3
131	мы и	1	3
132	отношение к	3	3
133	отличие от	1	3
134	значение для	2	3
135	в той	1	3
136	в своем	11	3
137	более или	6	3
138	в условиях	1	3
139	из этих	1	3
140	в этой	6	3
141	как он	1	3
142	на то	1	3
143	направлено на	1	3
144	на этом	1	3
145	реакции на	1	3
146	они должны	1	3
147	в мире	4	3
148	было бы	6	3
149	далеко не	1	3
150	разобранные нами	1	3
151	в слове	1	3
152	такой же	1	3
153	или менее	6	3
154	и их	10	3
155	в своей	11	3
156	в отличие	1	3
157	не как	4	3
158	установка на	1	3
159	но он	1	3
160	войти в	2	3
161	в отношении	3	3
162	она не	6	3
163	правда в	1	3
164	но здесь	1	3
165	по своей	1	3
166	на него	2	3
167	не могут	1	3
168	числе и	1	3
169	с ее	7	3
170	быть более	1	3
171	в последующих	1	3
172	здесь нет	1	3
173	даны в	1	3
174	если бы	4	3
175	и что	2	3
176	в различных	2	3
177	и во	1	3
178	в формах	4	3
179	отличается от	3	3
180	между этими	1	3
181	себя в	1	3
182	первостепенное значение	1	3
183	только на	5	3
184	в единстве	7	3
185	что и	2	3
186	и даже	3	3
187	с другой	5	3
188	более того	3	3
189	с помощью	3	3
190	так же	4	3
191	одному знаменателю	1	3
192	к своему	1	3
193	жизнь и	3	3
194	что же	1	3
195	по существу	2	3
196	но для	3	3
197	и для	1	3
198	бы в	3	3
199	еще более	1	3
200	другой стороны	1	3
201	и другие	1	3
202	а между	1	2
203	смысле слова	1	2
204	ту же	1	2
205	отношения к	6	2
206	же как	2	2
207	и через	1	2
208	связи между	1	2
209	или к	1	2
210	самый предмет	2	2
211	а как	2	2
212	положения в	2	2
213	и свой	1	2
214	вопрос о	2	2
215	мы здесь	1	2
216	но конечно	1	2
