N	2gram	Tiupa_Disk_2	Problemy
1	и в	16	43
2	и не	15	29
3	чужого слова	1	24
4	может быть	16	23
5	как бы	4	22
6	не может	9	18
7	в пределах	4	16
8	как и	16	14
9	но и	11	14
10	в этом	16	13
11	точки зрения	4	13
12	что он	2	13
13	в нем	7	12
14	в одном	4	12
15	слова и	1	12
16	не только	10	11
17	не в	3	11
18	чужому слову	1	11
19	и на	5	10
20	но в	11	10
21	в его	3	10
22	прежде всего	7	10
23	в сущности	1	9
24	еще не	6	9
25	он не	3	9
26	пределах одного	1	9
27	никогда не	2	9
28	в большинстве	2	9
29	то же	6	8
30	лишь в	1	8
31	для него	5	8
32	с точки	2	8
33	и его	3	8
34	большинстве случаев	1	8
35	слово в	1	8
36	перед нами	3	7
37	в самом	1	7
38	к себе	1	7
39	в то	5	7
40	и сам	1	7
41	в другом	3	7
42	а не	14	7
43	что же	2	7
44	к чужому	1	7
45	то что	5	7
46	и наконец	3	6
47	так сказать	1	6
48	при этом	17	6
49	к одному	1	6
50	не как	1	6
51	в этих	3	6
52	здесь не	2	6
53	приводит к	3	6
54	на свой	1	6
55	о нем	1	6
56	в том	8	6
57	в котором	3	6
58	и все	3	6
59	самом деле	1	5
60	к другому	1	5
61	но не	7	5
62	по отношению	4	5
63	хотя и	1	5
64	в себе	19	5
65	все эти	3	5
66	да и	1	5
67	таким образом	1	5
68	и с	2	5
69	но здесь	2	5
70	о том	4	5
71	никак не	1	5
72	и что	1	5
73	же время	5	5
74	слов и	1	5
75	так что	1	5
76	вовсе не	1	5
77	в той	2	5
78	все это	2	5
79	а в	2	5
80	на фоне	1	5
81	отношению к	4	5
82	достоевского в	1	4
83	и до	1	4
84	он ничего	1	4
85	мы не	1	4
86	я не	1	4
87	с его	6	4
88	во всех	1	4
89	отличие от	12	4
90	там где	1	4
91	вот как	1	4
92	в своем	5	4
93	человека в	4	4
94	рассказчика и	2	4
95	в них	3	4
96	далеко не	2	4
97	должно быть	2	4
98	в своей	6	4
99	установка на	1	4
100	в отличие	12	4
101	их в	2	4
102	том же	1	4
103	к тому	1	4
104	и это	2	4
105	только в	3	4
106	же и	1	4
107	точек зрения	1	4
108	с другой	5	4
109	на этот	1	4
110	до конца	1	4
111	более того	1	4
112	не на	2	4
113	то есть	12	4
114	не могут	1	4
115	рассказ в	2	4
116	но это	3	4
117	слово здесь	1	4
118	в результате	2	4
119	между ними	1	4
120	речи и	1	4
121	себе самому	2	4
122	что в	5	4
123	себя как	1	3
124	также и	3	3
125	должна быть	2	3
126	той же	2	3
127	не была	1	3
128	и со	1	3
129	обращен к	1	3
130	он был	1	3
131	он сам	1	3
132	за пределы	1	3
