N	3gram	Bakhtin_Pr_5	Mirosoze
1	не может быть	3	8
2	в нем есть	1	6
3	друг к другу	3	5
4	для того чтобы	1	4
5	его отношение к	4	4
6	что и в	1	4
7	до сих пор	1	3
8	и иван карамазов	1	3
9	к тому что	1	3
10	у него нет	1	3
11	в высшей степени	3	3
12	и в этом	2	3
13	всегда у достоевского	1	3
14	в творчестве достоевского	4	3
15	у достоевского есть	1	3
16	для этого необходимо	2	3
17	у достоевского нет	2	2
18	в чем не	1	2
19	а не в	1	2
20	как и всегда	1	2
21	подобно тому как	2	2
22	мышкина и рогожина	1	2
23	но для этого	1	2
24	с самим собою	7	2
25	в братьях карамазовых	3	2
26	может быть и	1	2
27	с настасьей филипповной	1	2
28	для него и	2	2
29	в нем нет	1	2
30	и та же	2	2
31	одна и та	2	2
32	в отношении к	7	2
33	о том что	1	2
34	по отношению к	6	2
35	ни в чем	1	2
36	как и в	1	2
37	никогда не бывает	1	2
38	друг для друга	1	2
39	в том что	2	2
40	как и во	1	2
41	мы увидим что	2	2
42	из подполья и	1	2
43	и всегда у	1	1
44	у достоевского это	1	1
45	а между тем	3	1
46	иван карамазов в	1	1
47	к нему он	2	1
48	по замыслу достоевского	7	1
49	смирись гордый человек	1	1
50	с отцом и	1	1
51	прежде всего как	1	1
52	он сам не	1	1
53	записок из подполья	3	1
54	потому что в	1	1
55	в записках из	1	1
56	том что он	1	1
57	так и не	1	1
58	не приводит в	1	1
59	в нем и	1	1
60	с точки зрения	2	1
61	он сам по	1	1
62	для себя и	1	1
63	как и все	2	1
64	сам по себе	2	1
65	что он не	1	1
66	друг на друга	2	1
67	в романах достоевского	4	1
68	в этом отношении	1	1
69	в другом и	1	1
70	достоевский не знает	1	1
71	старца зосимы в	1	1
72	записках из подполья	1	1
73	зачем живет такой	1	1
74	с другим и	3	1
75	ибо и в	1	1
76	в значительной степени	1	1
77	как можно более	1	1
78	него на два	1	1
79	его отношения к	1	1
80	милый мой мальчик	1	1
81	в противоречии с	1	1
82	обращенность к своему	1	1
83	смысле этого слова	2	1
84	так же не	1	1
85	в обычном смысле	2	1
86	и к чему	1	1
87	к одному знаменателю	2	1
88	что он сам	2	1
89	один из моментов	1	1
90	федор павлович карамазов	1	1
91	что у достоевского	2	1
92	в этом направлении	1	1
93	и во всем	1	1
94	он не принимает	1	1
95	я не могу	1	1
96	себя и для	1	1
97	что же такое	1	1
98	по ту сторону	1	1
99	как бы не	1	1
100	а не о	1	1
101	только с другой	1	1
102	не в силах	2	1
103	к другу как	1	1
104	на протяжении всего	4	1
105	все так же	1	1
106	с самим собой	7	1
107	той или иной	4	1
108	в его собственной	1	1
109	как будто что-то	1	1
110	к матери подростка	1	1
111	сама по себе	1	1
112	на самом деле	9	1
113	нас прежде всего	1	1
114	и в нем	3	1
115	уже как бы	1	1
116	себя и других	1	1
117	в конце концов	3	1
118	что он в	2	1
119	именно потому что	2	1
