N	2gram	Vygotskiy__4	Russkaja
1	не может	6	22
2	и не	8	19
3	в том	42	17
4	в этом	24	17
5	и в	20	14
6	с другом	7	14
7	друг с	7	14
8	то что	15	13
9	то же	16	11
10	точки зрения	24	11
11	таким образом	25	11
12	в то	1	10
13	но и	9	10
14	в себе	10	9
15	не только	15	9
16	том что	35	9
17	с точки	11	9
18	может быть	12	9
19	во всяком	4	9
20	того чтобы	7	8
21	прежде всего	2	8
22	самом деле	7	7
23	отнюдь не	3	7
24	и с	4	7
25	в данном	2	7
26	к тому	6	7
27	о том	5	7
28	самого себя	2	7
29	мы должны	11	7
30	если в	1	6
31	в своем	4	6
32	и к	5	6
33	с тем	6	6
34	в своих	1	6
35	и при	4	6
36	признать что	1	6
37	если бы	5	6
38	все это	1	6
39	и для	4	6
40	для того	5	6
41	что он	6	6
42	всяком случае	3	6
43	для него	2	6
44	на самом	1	6
45	вопрос о	1	5
46	и на	6	5
47	между собой	5	5
48	во всех	1	5
49	на то	5	5
50	в нем	2	5
51	при этом	12	5
52	он не	1	5
53	он должен	1	5
54	было бы	8	5
55	в своей	7	5
56	никогда не	5	5
57	потому что	12	5
58	между тем	9	5
59	и только	4	5
60	только в	10	5
61	конечно не	1	5
62	в последние	1	5
63	до сих	1	5
64	из которых	1	5
65	по существу	3	5
66	сих пор	1	5
67	а в	2	5
68	и то	10	4
69	бы то	1	4
70	но не	3	4
71	себе и	3	4
72	себя в	3	4
73	все же	5	4
74	не в	4	4
75	в этой	3	4
76	тому чтобы	1	4
77	то ни	1	4
78	в совершенно	3	4
79	том случае	1	4
80	его в	6	4
81	как и	9	4
82	которой он	1	4
83	в их	12	4
84	точку зрения	1	4
85	тогда когда	8	4
86	во всем	3	4
87	от того	3	4
88	не могут	3	4
89	когда они	1	4
90	переворот в	1	4
91	приводит к	3	4
92	можно было	6	4
93	и т.д	2	4
94	в его	11	4
95	так как	10	4
96	со стороны	3	4
97	вместе с	8	4
98	как бы	7	4
99	в другое	1	4
100	что в	19	4
101	то в	1	3
102	так чтобы	1	3
103	говорить о	1	3
104	еще не	2	3
105	из этих	2	3
106	что они	14	3
107	в самом	6	3
108	что это	2	3
109	главным образом	1	3
110	на том	4	3
111	и по	1	3
112	для них	1	3
113	о которых	1	3
114	должно быть	3	3
115	но если	1	3
116	и сейчас	1	3
117	таким же	2	3
118	мы говорили	3	3
119	знаем что	1	3
120	том чтобы	2	3
121	связи с	3	3
122	в сознании	4	3
123	точке зрения	1	3
124	что оно	4	3
125	приходит к	3	3
126	что все	3	3
127	данном случае	2	3
128	что может	1	3
129	собой и	2	3
130	для этого	1	3
131	может не	2	3
132	при котором	1	3
133	но мы	1	3
134	вопросу о	1	3
135	и во	3	3
136	что и	9	3
137	того что	10	3
138	одной из	3	3
139	в качестве	21	3
140	в виде	3	3
141	из них	4	3
142	в конце	1	3
143	друг друга	4	3
144	тем что	7	3
145	именно в	3	3
146	только к	3	3
147	и потому	1	3
148	этом случае	3	3
149	или в	1	3
150	о котором	1	3
151	конце концов	1	3
152	и как	9	3
153	не есть	2	3
154	из этого	1	3
155	случае если	1	3
156	речь идет	5	2
157	говоря о	2	2
158	и есть	1	2
159	должна быть	2	2
160	видеть в	2	2
161	из всех	1	2
162	эти самые	1	2
163	приводят к	3	2
164	но даже	1	2
165	в ней	2	2
166	в таком	2	2
167	по отношению	1	2
168	тогда как	2	2
169	не просто	2	2
170	друг от	1	2
171	с этим	5	2
172	последнее время	1	2
173	целый ряд	5	2
174	но в	3	2
175	это есть	1	2
176	а во-вторых	1	2
177	все эти	5	2
178	и тот	7	2
179	во многих	2	2
180	и те	4	2
181	членов данной	1	2
182	раз навсегда	1	2
183	говорили в	1	2
184	состоит в	4	2
185	факт что	2	2
186	мы уже	5	2
187	на этой	1	2
188	по себе	1	2
189	и тем	8	2
190	же образом	1	2
191	и тогда	2	2
192	нисколько не	2	2
193	в этих	3	2
194	что такое	5	2
195	этой третьей	2	2
196	место в	2	2
197	в силу	6	2
198	и более	7	2
199	лежит не	1	2
200	их в	2	2
201	том же	2	2
202	для нее	1	2
203	тому что	4	2
204	в таких	1	2
205	что с	4	2
206	для нас	4	2
207	у него	2	2
208	к такому	1	2
209	больше чем	1	2
210	в противоречие	2	2
211	и является	3	2
212	на которой	1	2
213	в области	4	2
214	если только	1	2
215	всю свою	1	2
216	отличается от	2	2
217	указывает на	2	2
218	для себя	1	2
219	от друга	1	2
220	ясно что	2	2
221	даже не	1	2
222	настоящее время	2	2
223	и что	8	2
224	вне всякой	1	2
225	к нему	2	2
226	это в	2	2
227	эта работа	1	2
228	что только	1	2
229	совершенно не	3	2
230	по этому	1	2
231	так что	3	2
232	уже не	1	2
233	только на	2	2
234	в начале	2	2
235	является не	4	2
236	представить себе	2	2
237	ни в	3	2
238	чтобы она	1	2
239	мы можем	5	2
240	только с	1	2
241	она будет	1	2
242	в других	1	2
243	даже и	1	2
244	и даже	1	2
245	а с	2	2
246	естественно что	1	2
247	а не	7	2
248	себя на	1	2
249	в частности	5	2
250	так же	11	2
251	противоречие с	2	2
252	тот факт	1	2
253	в течение	1	2
254	благодаря этому	1	2
255	но это	1	2
256	от нас	1	2
257	но для	2	2
258	если не	2	2
259	и от	3	2
260	не подлежит	3	2
261	в результате	8	2
262	в настоящее	2	2
263	с ним	1	2
264	отношении к	1	2
265	ее в	1	2
266	тем самым	7	2
267	точно так	3	2
268	в силе	1	1
269	в сфере	1	1
270	и действительно	1	1
271	должен быть	1	1
272	того же	9	1
273	сплошь и	1	1
274	стоящих перед	1	1
275	он может	1	1
276	тех же	1	1
277	которые существуют	1	1
278	идет о	3	1
279	что дает	1	1
280	на деле	3	1
281	ту же	2	1
282	свое место	2	1
283	что эти	2	1
284	с таким	3	1
285	к созданию	1	1
286	особенно часто	1	1
287	в зависимости	1	1
288	приходится наблюдать	1	1
289	также и	2	1
290	есть единственное	1	1
291	мы не	1	1
292	же как	6	1
293	как понятие	1	1
294	неизбежно приводит	2	1
295	не во	1	1
296	на место	3	1
297	имеет свою	1	1
298	такое положение	1	1
299	в сущности	4	1
300	в деле	3	1
301	оно есть	1	1
302	которое в	1	1
303	при переходе	1	1
304	расходятся с	2	1
305	без всякого	1	1
306	что оба	1	1
307	когда речь	1	1
308	столько же	1	1
309	которую можно	2	1
310	столь же	3	1
311	совершенно иных	1	1
312	зрения все	1	1
313	именно тем	1	1
314	друг к	1	1
315	картина меняется	1	1
316	в область	1	1
317	к этому	4	1
318	они имеют	1	1
319	но как	2	1
320	а только	3	1
321	точка зрения	1	1
322	значение и	1	1
323	только тогда	1	1
324	должны были	1	1
325	оно является	1	1
326	которые не	2	1
327	что хотя	1	1
328	в истории	10	1
329	они себя	1	1
330	внутри себя	1	1
331	которой они	2	1
332	по которому	2	1
333	что первое	1	1
334	что касается	1	1
335	перед нами	5	1
336	кто не	1	1
337	в полном	1	1
338	является тем	1	1
339	когда он	3	1
340	с понятием	1	1
341	по пути	2	1
342	не являются	3	1
343	появляется у	1	1
344	имеет в	1	1
345	силе и	1	1
346	иные чем	1	1
347	не быть	1	1
348	эти признаки	1	1
349	в которой	3	1
350	эти положения	1	1
351	привести к	2	1
352	бы не	1	1
353	к ложному	1	1
354	что к	1	1
355	то и	1	1
356	только один	1	1
357	тому же	6	1
358	но на	1	1
359	вообще не	2	1
360	на его	3	1
361	как оно	2	1
362	выражается в	2	1
363	тем не	1	1
364	всех остальных	2	1
365	идет дальше	1	1
366	чтобы они	1	1
367	к одному	6	1
368	этого вопроса	2	1
369	войти в	1	1
370	его можно	1	1
371	так например	1	1
372	заключает в	1	1
373	но все	1	1
374	в одну	1	1
375	здесь мы	2	1
376	тем же	4	1
377	тем в	1	1
378	деле для	1	1
379	и второй	2	1
380	к другу	1	1
381	а по	1	1
382	момент и	1	1
383	в данной	2	1
384	входит в	2	1
385	заключается в	18	1
386	как известную	1	1
387	с другими	1	1
