N	3gram	Vygotskiy__3	slovoVRo
1	не может быть	2	15
2	в отличие от	6	12
3	в этом случае	1	6
4	в значительной степени	1	6
5	с одной стороны	5	5
6	той или иной	2	5
7	по отношению к	2	4
8	в зависимости от	5	4
9	в том что	17	4
10	с точки зрения	1	3
11	сама по себе	1	3
12	в этом отношении	3	3
13	в собственном смысле	6	3
14	между словом и	1	3
15	так и в	2	3
16	и связанные с	1	2
17	в свою очередь	2	2
18	более или менее	1	2
19	до сих пор	1	2
20	хотя бы и	1	2
21	в основе его	1	2
22	не только в	1	2
23	тот факт что	5	2
24	включает в себя	2	2
25	не могут быть	1	2
26	во всяком случае	4	2
27	уходит своими корнями	1	2
28	мышления и речи	18	2
29	как уже сказано	5	2
30	приходится иметь дело	1	2
31	в связи с	5	2
32	как мы уже	2	2
33	для того чтобы	7	2
34	человека и его	1	2
35	том что она	1	1
36	но независимо от	1	1
37	даже там где	1	1
38	имеет дело с	2	1
39	том что в	1	1
40	становится таким образом	1	1
41	в известной степени	1	1
42	и все остальные	2	1
43	в том числе	1	1
44	факт что уже	1	1
45	только в смысле	1	1
46	на первый план	2	1
47	мы говорили в	1	1
48	и речи в	2	1
49	сами по себе	3	1
50	и в чисто	1	1
51	между тем как	1	1
52	развития все это	1	1
53	слова от его	1	1
54	том числе и	1	1
55	для этого процесса	1	1
56	в сущности как	1	1
57	в процессе свободного	1	1
58	самая постановка вопроса	1	1
59	на то что	3	1
60	могли бы быть	1	1
61	точки зрения на	2	1
62	по себе а	1	1
63	в применении к	1	1
64	в действии и	1	1
65	в процессе развития	1	1
66	значительной степени и	1	1
67	и не могут	1	1
68	во всей ее	1	1
69	и как мы	1	1
70	всяком случае не	1	1
71	все более и	1	1
72	общения с ним	1	1
73	мы уже говорили	5	1
74	с другой стороны	3	1
75	при этом с	1	1
76	мы видели что	3	1
77	тем не менее	5	1
78	о том что	3	1
79	конкретного к абстрактному	1	1
80	того или иного	2	1
81	во всех этих	1	1
82	друг к другу	1	1
83	значение не в	1	1
84	с той или	1	1
85	чтобы прийти к	1	1
86	с ним но	1	1
87	мы не можем	1	1
88	как и в	2	1
89	с самого начала	6	1
90	более и более	1	1
91	и остается в	1	1
92	основе его лежит	1	1
93	но всегда и	1	1
94	мы не знаем	1	1
95	которые в таком	1	1
96	только в процессе	1	1
97	снова и снова	1	1
98	этих моментов и	1	1
99	всех этих случаях	1	1
100	в процессе его	1	1
101	мы увидим что	1	1
102	как мы видели	3	1
103	значение как в	1	1
104	влечет за собой	1	1
