N	3gram	Tiupa_Lite_2	KulturaY
1	и т п	2	24
2	в том что	5	10
3	можно было бы	1	9
4	с точки зрения	3	8
5	для того чтобы	1	8
6	с другой стороны	4	7
7	по крайней мере	2	6
8	тем не менее	2	5
9	не может быть	7	4
10	к этой книге	1	3
11	в этом отношении	3	3
12	в конце концов	1	3
13	то же время	9	3
14	в то же	9	3
15	не говоря уже	2	2
16	на самом деле	1	2
17	но даже и	1	2
18	в соответствии с	1	2
19	в этом случае	2	2
20	что слово это	1	2
21	говоря уже о	2	2
22	и всякой иной	1	2
23	с этой точки	1	2
24	и вовсе не	1	2
25	вместе с тем	1	2
26	в отличие от	1	2
27	в свое время	2	2
28	этой точки зрения	1	2
29	в свою очередь	1	2
30	в конечном счете	5	2
31	том что в	1	1
32	все ту же	2	1
33	речь в данном	1	1
34	состоит в том	4	1
35	а не с	1	1
36	прежде всего в	1	1
37	как раз не	1	1
38	что он не	1	1
39	бы то ни	1	1
40	а так как	1	1
41	только то что	1	1
42	по которым в	1	1
43	то же в	1	1
44	так как у	1	1
45	состоит не в	1	1
46	тех пор пока	1	1
47	и то что	1	1
48	в данном случае	3	1
49	в первый раз	2	1
50	то ни было	1	1
51	с одной стороны	6	1
52	политики в области	1	1
53	можно сказать и	1	1
54	не более чем	1	1
55	не могут быть	1	1
56	я не мог	1	1
57	едва ли не	4	1
58	приводит к тому	1	1
59	не в том	1	1
60	до тех пор	1	1
61	но с другой	3	1
62	и некоторые другие	1	1
63	по земле в	1	1
64	может быть это	1	1
65	однако в том	1	1
66	в том чтобы	3	1
67	о том что	2	1
68	ничего общего с	1	1
69	и прежде всего	1	1
70	речь идет о	3	1
71	после того как	1	1
72	к тому что	1	1
73	тех или иных	1	1
74	в данный момент	1	1
75	а по существу	1	1
76	как мы видели	1	1
