N	3gram	Bakhtin_sl_2	Marksizm
1	с точки зрения	3	20
2	не может быть	15	13
3	и не может	1	9
4	до сих пор	2	8
5	в связи с	2	7
6	в отличие от	12	5
7	с другой стороны	1	5
8	в слове в	1	4
9	с самого начала	1	4
10	в отношении к	4	4
11	в этом случае	6	3
12	в этом отношении	3	3
13	может быть и	2	3
14	то же время	4	3
15	но все же	4	3
16	в большинстве случаев	5	3
17	в то же	4	3
18	для того чтобы	2	3
19	в том что	4	3
20	исторического становления языка	1	2
21	в чем же	1	2
22	в том числе	1	2
23	с установкой на	3	2
24	на первый план	1	2
25	сама по себе	3	2
26	том числе и	1	2
27	лишнего человека в	1	2
28	со всех сторон	1	2
29	во всех областях	4	2
30	в узком смысле	4	2
31	только в процессе	1	2
32	но в то	3	2
33	во всяком случае	2	2
34	не могут быть	2	2
35	по отношению к	4	2
36	между этими двумя	1	2
37	в свою очередь	2	2
38	в нем нет	1	2
39	слово как мы	1	2
40	быть сведены к	1	2
41	может стать объектом	1	2
42	тем не менее	1	2
43	свое выражение в	1	2
44	в пределах одного	7	2
45	все более и	1	1
46	и в сущности	2	1
47	ее значение не	1	1
48	как к своему	1	1
49	этой проблемы в	1	1
50	жизненные и житейские	1	1
51	а следовательно и	1	1
52	гуманитарных наук и	1	1
53	точка зрения на	1	1
54	только с помощью	1	1
55	не значит конечно	1	1
56	значит конечно что	1	1
57	хотя бы только	1	1
58	по ту сторону	1	1
59	там где они	2	1
60	большей или меньшей	1	1
61	одной стороны оно	1	1
62	и все остальные	1	1
63	словом и его	1	1
64	имеет первостепенное значение	1	1
65	отношение может быть	1	1
66	том что он	1	1
67	снова и снова	1	1
68	и иных форм	1	1
69	и потому неизбежно	1	1
70	языка но и	1	1
71	как мы сказали	2	1
72	хотя бы и	2	1
73	до известной степени	1	1
74	сами по себе	1	1
75	человека в романе	1	1
76	но и в	1	1
77	не менее чем	1	1
78	в процессе идеологического	2	1
79	рано или поздно	1	1
80	могли бы быть	1	1
81	на данном языке	1	1
82	может быть только	1	1
83	разобранные нами в	1	1
84	понимать и истолковывать	1	1
85	языка а просто	2	1
86	в значительной степени	6	1
87	и ту же	1	1
88	а не только	1	1
89	в нашем случае	1	1
90	в окружающей социальной	1	1
91	значение в процессе	1	1
92	с одной стороны	5	1
93	все это и	1	1
94	всего может быть	1	1
95	точки зрения и	1	1
96	и вне его	2	1
97	всегда и всюду	1	1
98	в предшествующей главе	2	1
99	и не касается	1	1
100	это не значит	1	1
101	могут быть сведены	1	1
102	в этом направлении	1	1
103	так и от	1	1
104	а в том	1	1
105	правда и в	1	1
106	в целом ряде	1	1
107	а не в	1	1
108	слово должно было	1	1
109	все эти формы	3	1
110	в его целом	1	1
111	именно в том	1	1
112	в широком смысле	1	1
113	сих пор не	2	1
114	более или менее	2	1
115	в русском языке	1	1
116	таким образом в	1	1
117	в романе не	2	1
118	вовсе не в	1	1
119	в процессе их	1	1
120	так и в	3	1
121	этим определяется и	1	1
122	xvii и xviii	1	1
123	в точном смысле	2	1
124	высказывание таким образом	1	1
125	точки зрения так	1	1
126	обстоит дело и	1	1
127	не только не	1	1
128	его так сказать	2	1
129	более и более	1	1
130	прямой и косвенной	1	1
131	не только в	2	1
132	в новое время	2	1
133	и как мы	1	1
134	язык в его	1	1
135	но всегда и	1	1
136	из какого бы	1	1
137	в другом случае	1	1
138	как мы уже	2	1
139	в применении к	1	1
140	говорящих на данном	1	1
141	различия между этими	1	1
142	между словом и	3	1
143	здесь входить в	1	1
144	и в нем	1	1
145	и косвенной речи	1	1
146	одну и ту	1	1
147	выходят за пределы	1	1
148	конечно далеко не	1	1
149	для этого необходимо	1	1
150	зрения не может	1	1
151	расширения и углубления	1	1
152	как мы видели	1	1
153	той или иной	5	1
