N	2gram	Vygotskiy__2	Tvorches
1	и в	15	21
2	как бы	7	17
3	то же	5	13
4	в его	2	13
5	как и	6	12
6	что в	14	12
7	с его	4	11
8	том что	27	11
9	все это	4	10
10	как в	4	8
11	он не	7	8
12	то что	20	8
13	и на	1	7
14	но в	6	7
15	не только	15	7
16	при этом	3	7
17	тем самым	3	7
18	у него	2	7
19	и не	7	7
20	в том	33	7
21	в этом	19	6
22	в котором	2	6
23	и его	4	6
24	по природе	1	6
25	он сам	3	6
26	о том	9	6
27	и все	3	6
28	что он	12	6
29	для него	3	6
30	а в	4	6
31	жизни в	1	6
32	отнюдь не	2	5
33	все же	4	5
34	в этой	6	5
35	таким образом	14	5
36	вовсе не	6	5
37	в своих	1	5
38	потому что	7	5
39	по нашему	1	5
40	только в	4	5
41	может быть	9	5
42	нашему мнению	1	5
43	а не	3	5
44	но это	1	5
45	хотя бы	4	5
46	человека и	3	4
47	не имеют	1	4
48	из всех	2	4
49	конечном счете	4	4
50	в своем	9	4
51	и как	2	4
52	та же	1	4
53	в целом	10	4
54	это не	5	4
55	в своей	4	4
56	мысли и	1	4
57	по сути	1	4
58	в конечном	4	4
59	одной из	3	4
60	прежде всего	4	4
61	на эту	2	4
62	в момент	1	4
63	не может	9	4
64	и от	1	4
65	один из	1	4
66	я и	1	3
67	ту же	2	3
68	рассматривать в	1	3
69	на самом	3	3
70	это и	1	3
71	той же	2	3
72	я не	1	3
73	время в	1	3
74	в самом	11	3
75	представляет собой	2	3
76	в нем	1	3
77	и по	3	3
78	что все	4	3
79	и с	4	3
80	и других	2	3
81	на протяжении	2	3
82	в их	2	3
83	место в	1	3
84	представление о	5	3
85	даже в	4	3
86	дело не	1	3
87	самого начала	1	3
88	дело в	1	3
89	не по	1	3
90	никогда не	8	3
91	вот почему	3	3
92	этой книги	1	3
93	он видит	1	3
94	приходит к	1	3
95	с ее	2	3
96	с самого	1	3
97	в дальнейшем	1	3
98	с ним	3	3
99	там же	1	3
100	того что	17	3
101	действительной жизни	1	3
102	который в	4	3
103	по мнению	1	3
104	во времени	1	3
105	уже в	5	3
106	в виде	1	3
107	так как	4	3
108	в которой	4	3
109	и даже	5	3
110	с другой	6	3
111	но и	10	3
112	но не	3	3
113	сути дела	1	3
114	он говорит	3	3
115	для человека	2	3
116	в книге	2	3
117	не существует	3	3
118	это как	1	3
119	но если	2	3
120	ее в	2	3
121	так же	4	3
122	себя как	1	2
123	в нашей	1	2
124	того же	3	2
125	проблемы в	1	2
126	самом деле	6	2
127	на деле	5	2
128	когда человек	1	2
129	по преимуществу	1	2
130	мировоззрения и	1	2
131	действительности и	3	2
132	есть не	1	2
133	на первом	1	2
134	и он	1	2
135	в ней	1	2
136	в отличие	3	2
137	во имя	1	2
138	в чем	1	2
139	не то	2	2
140	отличие от	3	2
141	что как	3	2
142	когда он	3	2
143	говорит что	5	2
144	и наконец	1	2
145	в себе	2	2
146	что она	3	2
147	по самому	1	2
148	так сказать	1	2
149	здесь мы	1	2
150	а затем	1	2
151	этом он	1	2
152	о котором	1	2
153	а по	1	2
154	известно что	1	2
155	и тем	2	2
156	личности не	3	2
157	в данном	3	2
158	такой же	1	2
159	в один	2	2
160	в этих	2	2
161	не во	1	2
162	не в	8	2
163	однако в	1	2
164	и время	1	2
165	одна из	1	2
166	и притом	1	2
167	в основе	3	2
168	от жизни	2	2
169	иными словами	2	2
170	к ней	2	2
171	свидетельствует о	1	2
172	в движении	1	2
173	которого он	1	2
174	личности в	1	2
175	могут быть	2	2
176	к тому	7	2
177	протяжении всего	2	2
178	где он	1	2
179	в жизни	1	2
180	в виду	6	2
181	данном случае	3	2
182	в себя	2	2
183	приводит к	5	2
184	на том	2	2
185	так и	8	2
186	за то	2	2
187	живет в	2	2
188	об этом	3	2
189	быть может	2	2
190	стремление к	1	2
191	можно сказать	2	2
192	из других	1	2
193	может не	1	2
194	одного из	1	2
195	что его	4	2
196	других людей	1	2
197	жизни он	2	2
198	переходит в	1	2
199	что и	2	2
200	во всей	5	2
201	себя но	1	2
202	вслед за	1	2
203	и мир	1	2
204	в двух	1	2
205	тот же	7	2
206	больше чем	2	2
207	в качестве	4	2
208	человека с	1	2
209	так что	1	2
210	же и	1	2
211	при помощи	4	2
212	времени по	1	2
213	из них	3	2
214	был бы	1	2
215	мы находим	6	2
216	представлений о	1	2
217	раз на	1	2
218	в современном	1	2
219	только на	1	2
220	этой проблемы	2	2
221	именно в	2	2
222	что не	1	2
223	что для	3	2
224	до конца	1	2
225	зависит от	1	2
226	с которым	1	2
227	все более	1	2
228	в частности	6	2
229	вместе с	6	2
230	согласии с	1	2
231	эти слова	1	2
232	еще более	1	2
233	в первой	2	2
234	него есть	1	2
235	перед нами	2	2
236	для автора	1	2
237	для этой	1	2
238	или в	3	2
239	справедливо указывает	1	2
240	который является	1	2
241	из себя	1	2
242	только что	3	2
243	личности и	1	2
244	не знает	1	2
245	сказать что	6	2
246	человек это	1	2
247	себе не	1	2
248	и человек	1	2
249	к этому	4	2
250	точно так	1	2
251	гораздо более	1	2
252	и волю	1	1
253	как известно	6	1
254	от этой	1	1
255	ли можно	2	1
256	эта идея	1	1
