N	2gram	Vygotskiy__2	StatiiOP
1	в и	1	130
2	и в	32	44
3	в том	37	36
4	и т	10	30
5	что в	20	30
6	том что	21	29
7	в этом	13	21
8	т д	2	21
9	вовсе не	2	19
10	не только	12	18
11	то что	21	18
12	было бы	11	17
13	о том	6	17
14	а в	4	17
15	а не	7	16
16	и не	10	16
17	может быть	18	15
18	в области	1	14
19	в данном	4	14
20	как в	9	13
21	можно было	7	13
22	не в	8	12
23	в первой	1	12
24	самом деле	16	11
25	в этой	6	11
26	того чтобы	14	11
27	я думаю	1	11
28	точки зрения	17	11
29	но в	3	10
30	ясно что	7	10
31	для того	13	10
32	что он	13	10
33	только в	7	10
34	но и	10	10
35	также и	2	9
36	как и	10	9
37	в отношении	3	9
38	в то	5	9
39	так и	3	9
40	если бы	6	9
41	того что	8	9
42	в его	2	9
43	т п	8	9
44	с другой	3	9
45	например в	3	8
46	во всех	3	8
47	все же	4	8
48	но ведь	1	8
49	это не	2	8
50	из них	4	8
51	с точки	10	8
52	у пушкина	1	8
53	и его	7	8
54	не может	17	8
55	что они	7	7
56	в самом	12	7
57	так например	1	7
58	таким образом	21	7
59	другой стороны	2	7
60	для нас	2	7
61	и об	1	7
62	этом отношении	5	7
63	до сих	5	7
64	прежде всего	1	7
65	сих пор	5	7
66	сказать что	7	7
67	по поводу	1	7
68	на самом	5	6
69	со стороны	1	6
70	из этих	1	6
71	в своей	3	6
72	потому что	21	6
73	данном случае	4	6
74	что и	17	6
75	всяком случае	2	6
76	так что	3	6
77	для него	1	6
78	именно в	1	6
79	дело в	1	6
80	при чем	2	6
81	в той	1	6
82	что же	3	6
83	но это	2	6
84	хотя бы	3	6
85	во всяком	2	6
86	и то	3	5
87	то же	13	5
88	той же	8	5
89	в целом	4	5
90	все эти	7	5
91	в нем	4	5
92	евгения онегина	3	5
93	и по	4	5
94	самого пушкина	1	5
95	такой же	7	5
96	в котором	1	5
97	в которых	3	5
98	этой области	2	5
99	не менее	8	5
100	вплоть до	2	5
101	никогда не	9	5
102	могут быть	4	5
103	так как	12	5
104	тем что	9	5
105	и даже	5	5
106	нужно сказать	1	5
107	там где	2	5
108	что мы	1	5
109	все это	5	5
110	была бы	2	5
111	совершенно не	4	5
112	жизни и	4	5
113	так же	18	5
114	речь идет	1	4
115	как это	4	4
116	это и	1	4
117	в которой	2	4
118	в основу	1	4
119	столь же	4	4
120	бы и	3	4
121	что это	8	4
122	на то	11	4
123	что она	16	4
124	и почему	1	4
125	в россии	1	4
126	но все	1	4
127	но если	1	4
128	том как	2	4
129	и сейчас	3	4
130	представление о	3	4
131	и очень	1	4
132	дело не	1	4
133	не имеет	4	4
134	же время	2	4
135	как будто	7	4
136	в ее	2	4
137	что у	5	4
138	на вопрос	2	4
139	и что	22	4
140	заключается в	12	4
141	этот вопрос	3	4
142	в качестве	1	4
143	же и	1	4
144	мы находим	2	4
145	как раз	5	4
146	не было	2	4
147	даже не	1	4
148	к которому	2	4
149	на эту	1	4
150	должна была	1	4
151	в частности	3	4
152	как бы	6	4
153	тем более	2	4
154	еще более	3	4
155	или иного	2	4
156	того или	3	4
157	это в	2	4
158	же как	4	3
159	того же	2	3
160	и без	2	3
161	тем же	1	3
162	и за	1	3
163	то это	3	3
164	в ней	5	3
165	еще не	2	3
166	в чем	4	3
167	из двух	1	3
168	но не	2	3
169	ответ на	2	3
170	или иное	1	3
171	к сожалению	1	3
172	в истории	1	3
173	общего с	1	3
174	с этим	4	3
175	как к	3	3
176	что касается	1	3
177	говорит что	7	3
178	то в	1	3
179	это можно	2	3
180	не значит	2	3
181	в каждом	2	3
182	за то	1	3
183	же касается	1	3
184	в другом	1	3
185	и с	4	3
186	будто в	1	3
187	и тем	4	3
188	ни в	2	3
189	чем в	1	3
190	что не	3	3
191	тому что	4	3
192	в конце	3	3
193	а на	4	3
194	не по	1	3
195	в основе	11	3
196	этих двух	2	3
197	стремление к	1	3
198	очень мало	1	3
199	п в	1	3
200	в каком	3	3
201	обстоятельство что	1	3
202	должны быть	3	3
203	что оно	2	3
204	должен быть	1	3
205	для себя	1	3
206	то или	2	3
207	об этом	3	3
208	и вообще	2	3
209	в стих	1	3
210	его жизни	2	3
211	между тем	4	3
212	и только	2	3
213	значит что	3	3
214	в двух	1	3
215	в какой	2	3
216	и так	3	3
217	это очень	2	3
218	по этому	1	3
219	в уста	1	3
220	с одной	1	3
221	если это	1	3
222	вопроса о	1	3
223	в виде	1	3
224	знаки препинания	1	3
225	в очень	2	3
226	возможно что	1	3
227	а с	2	3
228	что для	7	3
229	говорит о	2	3
230	на этот	2	3
231	в тех	1	3
232	материал для	4	3
233	эти вопросы	1	3
234	с этой	4	3
235	и для	4	3
236	не существует	2	3
237	в результате	1	3
238	будто бы	1	3
239	в таком	2	3
240	ничего общего	1	3
241	отношения к	1	2
242	жил в	1	2
243	мере в	1	2
244	в первом	1	2
245	не хочет	1	2
246	его же	1	2
247	зрения их	1	2
248	а как	1	2
249	мы имеем	4	2
250	мы не	3	2
251	пушкина который	1	2
252	оба эти	2	2
253	в сущности	7	2
254	или же	3	2
255	время как	3	2
256	из того	2	2
257	литературы и	1	2
258	отношение к	2	2
259	иногда и	1	2
260	за пределы	1	2
261	писателя в	1	2
262	идет о	1	2
263	более чем	1	2
264	что как	1	2
265	целый ряд	6	2
266	к числу	1	2
267	в литературном	1	2
268	бы не	2	2
269	думать что	3	2
270	то обстоятельство	1	2
271	в себе	2	2
272	но он	3	2
273	искать не	2	2
274	и те	4	2
275	не могла	1	2
276	вообще не	1	2
277	при этом	13	2
278	но именно	1	2
279	он не	6	2
280	он должен	1	2
281	и более	4	2
282	на совершенно	1	2
283	свое время	1	2
284	что ни	1	2
285	что все	9	2
286	разница между	1	2
287	при помощи	10	2
288	его в	1	2
289	должен был	2	2
290	и уже	1	2
291	имеет ничего	1	2
292	что до	1	2
293	бы мы	1	2
294	всякий раз	2	2
295	которые в	4	2
296	надо сказать	2	2
297	их в	2	2
298	принципов и	1	2
299	тем самым	1	2
300	дело когда	1	2
301	как можно	2	2
302	что эта	1	2
303	она не	2	2
304	что с	3	2
305	на него	2	2
306	случае не	1	2
307	ничего не	4	2
308	имеем дело	1	2
309	тем не	4	2
310	убедиться в	1	2
311	в сознании	4	2
312	только с	1	2
313	что на	4	2
314	есть только	5	2
315	ли не	1	2
316	с исчерпывающей	2	2
317	что при	9	2
318	о них	1	2
319	и это	4	2
320	то время	3	2
321	и сам	4	2
322	нужно было	1	2
323	для этого	3	2
324	это объясняется	1	2
325	то есть	21	2
326	материала и	2	2
327	в пользу	1	2
328	и все	4	2
329	все в	1	2
330	этому поводу	1	2
331	и во	1	2
332	а потому	2	2
333	то место	1	2
334	крайней мере	1	2
335	пушкинского стиха	1	2
336	для установления	1	2
337	к нему	2	2
338	на которой	1	2
339	со всеми	1	2
340	из которого	4	2
341	конечно не	1	2
342	за основу	2	2
343	и у	2	2
344	свидетельствует о	1	2
345	если в	2	2
346	как более	1	2
347	который как	1	2
348	а то	1	2
349	могло бы	2	2
350	в других	2	2
351	бы это	1	2
352	самого же	1	2
