N	2gram	Bakhtin_Fr_8	Dialekti
1	и не	9	30
2	или от	1	22
3	а не	2	18
4	может быть	3	17
5	то что	3	16
6	и в	56	15
7	как бы	11	14
8	точки зрения	6	14
9	не имеет	1	14
10	так как	4	14
11	что это	4	13
12	того что	1	13
13	это не	2	12
14	в этом	14	11
15	и вот	1	11
16	в том	13	11
17	прежде всего	6	11
18	не может	2	11
19	и все	6	11
20	том что	8	10
21	в основе	4	10
22	потому что	6	10
23	с ее	5	10
24	то же	11	9
25	мы не	2	9
26	было бы	2	9
27	с точки	2	9
28	в виду	1	9
29	и что	1	9
30	уже не	3	9
31	все это	8	9
32	в чем	1	8
33	не в	3	8
34	в себе	4	8
35	не только	8	8
36	ни в	2	8
37	и это	1	8
38	и о	3	8
39	и ее	4	8
40	не просто	3	7
41	как и	5	7
42	и вообще	1	7
43	и его	12	7
44	что оно	1	7
45	только в	9	7
46	что он	2	7
47	что в	5	7
48	перед нами	3	6
49	хотя и	2	6
50	и тем	1	6
51	если бы	2	6
52	в то	12	6
53	же время	10	6
54	что и	3	6
55	так что	3	6
56	вовсе не	6	6
57	и даже	8	6
58	а именно	1	6
59	нет ничего	1	6
60	в результате	5	6
61	тем более	1	6
62	сказать что	3	6
63	той же	6	5
64	в сущности	8	5
65	и на	7	5
66	с его	5	5
67	в своем	3	5
68	что она	2	5
69	в нем	8	5
70	в ней	4	5
71	того чтобы	4	5
72	тогда когда	1	5
73	в каком	2	5
74	таким образом	17	5
75	о том	4	5
76	в себя	1	5
77	так и	13	5
78	можно сказать	2	5
79	именно в	1	5
80	в свете	4	5
81	для того	2	5
82	знания и	2	5
83	и для	2	5
84	но если	1	5
85	также и	2	4
86	что они	2	4
87	в этой	6	4
88	и как	2	4
89	с их	2	4
90	не как	2	4
91	подобно тому	1	4
92	то ни	2	4
93	и с	8	4
94	этом смысле	1	4
95	с тем	2	4
96	мир и	2	4
97	на другую	1	4
98	видим что	2	4
99	уже о	1	4
100	той или	2	4
101	что все	4	4
102	еще не	10	4
103	от вещей	1	4
104	в его	18	4
105	оказывается что	1	4
106	мы видим	6	4
107	ни с	5	4
108	в одном	2	4
109	как раз	2	4
110	так же	2	4
111	в особенности	4	4
112	тому как	1	4
113	на свете	1	4
114	но это	2	4
115	один из	5	4
116	бы в	3	4
117	жизни и	1	4
118	но и	9	4
119	то на	1	3
120	и то	2	3
121	так чтобы	1	3
122	явлений с	1	3
123	как в	1	3
124	когда он	2	3
125	и наконец	3	3
126	но в	6	3
127	та же	1	3
128	бы и	2	3
129	все эти	15	3
130	мы уже	10	3
131	не всегда	1	3
132	в данном	2	3
133	в один	1	3
134	смысл и	1	3
135	в своей	2	3
136	в их	3	3
137	иной раз	1	3
138	логической и	1	3
139	и притом	1	3
140	мы можем	1	3
141	нет ни	2	3
142	могут быть	1	3
143	и та	1	3
144	этот момент	2	3
145	быть и	1	3
146	для всех	1	3
147	об его	1	3
148	в виде	2	3
149	в области	5	3
150	за пределы	4	3
151	говорит о	2	3
152	ни о	2	3
153	я уже	1	3
154	и потому	4	3
155	и абсолютно	1	3
156	из которых	2	3
157	оно и	1	3
158	или другой	1	3
159	от него	1	3
160	с ним	2	3
161	есть и	5	3
162	только не	2	3
163	к этому	2	3
164	человека и	2	2
165	очень много	2	2
166	он всегда	1	2
167	как чистое	1	2
168	вопрос о	1	2
169	науки и	1	2
170	бы ни	1	2
171	из ее	1	2
172	на нем	1	2
173	не нужно	1	2
174	во всех	8	2
175	гл ix	1	2
176	себе и	2	2
177	чем же	1	2
178	вот как	2	2
179	все же	2	2
180	кроме того	3	2
181	понять и	1	2
182	что по	1	2
183	в этот	1	2
184	в самом	9	2
185	в которой	4	2
186	из этих	1	2
187	и действительное	1	2
188	что даже	1	2
189	всей его	1	2
190	при этом	4	2
191	с этой	2	2
192	есть все	1	2
193	в глубине	1	2
194	на все	1	2
195	лишь в	1	2
196	это было	1	2
197	заключается в	1	2
198	в них	11	2
199	между собою	2	2
200	том как	1	2
201	в котором	2	2
202	по сравнению	1	2
203	есть еще	1	2
204	не могли	2	2
205	в отношении	5	2
206	не раз	1	2
207	но они	1	2
208	что эта	1	2
209	того как	2	2
210	может только	1	2
211	можно судить	1	2
212	никогда не	5	2
213	она должна	1	2
214	во всем	4	2
215	ничто не	2	2
216	не по	1	2
217	как будто	1	2
218	может и	1	2
219	что на	2	2
220	не могут	1	2
221	по характеру	1	2
222	слово которое	1	2
223	и тогда	1	2
224	в ее	6	2
225	вещи и	4	2
226	мог бы	1	2
227	на что	1	2
228	для этого	1	2
229	находится в	1	2
230	по смыслу	1	2
231	и возможно	1	2
232	ее в	1	2
233	но мы	1	2
234	и во	2	2
235	тем или	1	2
236	по типу	1	2
237	во всей	2	2
238	и только	1	2
239	одной из	3	2
240	как нечто	1	2
241	и так	1	2
242	в качестве	4	2
243	себя в	1	2
244	конечно не	4	2
245	да еще	1	2
246	имя а	1	2
247	из них	2	2
248	был бы	3	2
249	и их	8	2
250	никто не	1	2
251	мы находим	3	2
252	отличие от	1	2
253	тем что	1	2
254	самом же	1	2
255	не было	5	2
256	в гл	1	2
257	и из	1	2
258	вещей как	1	2
259	другой стороны	2	2
260	его как	2	2
261	в частности	7	2
262	вместе с	2	2
263	к своему	1	2
264	именно для	1	2
265	сравнению с	1	2
266	мы еще	1	2
267	не мог	3	2
268	и часто	1	2
269	что кроме	1	2
270	чувства и	1	2
271	это как	1	2
272	и ни	1	2
273	главным образом	3	2
274	гл v	1	2
275	а как	1	2
276	и при	2	2
277	равно как	1	2
278	в свое	1	2
279	видим в	1	2
280	смысле слова	1	1
281	речь идет	1	1
282	говоря о	1	1
283	лишь ее	1	1
284	предполагает что	1	1
285	чтобы не	1	1
286	именно и	1	1
287	свете этой	1	1
288	своему пределу	1	1
289	все остальное	1	1
290	всегда во	1	1
291	на самом	2	1
292	сил и	1	1
293	этого последнего	1	1
294	всего это	1	1
295	идет о	1	1
296	самих событий	1	1
297	дело не	2	1
298	вне своего	1	1
299	все те	2	1
300	действительности и	2	1
301	их и	2	1
302	и была	2	1
303	для своего	2	1
304	при анализе	1	1
305	это что	1	1
306	из своих	1	1
307	память о	1	1
308	каждый отдельный	1	1
309	он как	1	1
310	все четыре	1	1
311	земля в	1	1
312	время только	1	1
313	то это	1	1
314	конечно и	3	1
315	жизни это	1	1
316	и он	1	1
317	очень часто	1	1
318	и явления	2	1
319	собой в	1	1
320	на них	3	1
321	первый план	2	1
322	как один	1	1
323	и всего	1	1
324	которых один	1	1
325	видели что	3	1
326	значение и	2	1
327	с отцом	1	1
328	в новом	1	1
329	явлениями и	3	1
330	можно прямо	1	1
331	в едином	3	1
332	пожалуй даже	1	1
333	в одной	1	1
334	эта связь	1	1
335	значение хотя	1	1
336	стороны и	1	1
337	как к	2	1
338	пределах одной	1	1
339	что нет	1	1
340	целый ряд	2	1
341	было только	1	1
342	это тоже	1	1
343	тот же	1	1
344	говорит не	1	1
345	в груди	2	1
346	не можем	1	1
347	да будет	1	1
348	за это	2	1
349	в нашем	2	1
350	вообще а	1	1
351	роль в	5	1
352	но ведь	1	1
353	лица и	1	1
354	именем то	1	1
355	частности и	1	1
356	что одна	2	1
357	вообще не	1	1
358	как он	1	1
359	богатым и	1	1
360	к миру	1	1
361	он не	5	1
362	всех этих	3	1
363	момента в	1	1
364	и еще	2	1
365	и совершенно	2	1
366	возвращение к	1	1
367	и более	4	1
368	чем она	1	1
369	даже прямо	1	1
370	людей и	2	1
371	но дело	2	1
372	в нее	1	1
373	не бывает	1	1
374	в основу	1	1
375	для всей	1	1
376	через все	1	1
377	же не	1	1
378	связанные с	1	1
379	конечно в	2	1
380	о какой	1	1
381	художественный образ	1	1
382	его в	2	1
383	с другими	1	1
384	здесь идет	1	1
385	новое и	3	1
386	данном случае	2	1
387	только одно	1	1
388	само собою	1	1
389	о которых	1	1
390	к своим	1	1
391	их как	1	1
392	переходим к	4	1
393	мы видели	5	1
394	искать не	1	1
395	такой же	5	1
396	и какая	1	1
397	одного и	1	1
398	что значит	1	1
399	мысль и	1	1
400	особенности же	1	1
401	соприкосновение с	1	1
402	место в	1	1
403	еще с	1	1
404	конца ни	1	1
405	в отличие	1	1
406	в которых	2	1
407	значение то	1	1
408	бы что	1	1
409	бы мы	1	1
410	подлинный смысл	1	1
411	этих моментов	1	1
412	которые в	1	1
413	такую же	1	1
414	но он	3	1
415	друг другу	2	1
416	их в	4	1
417	вещей и	11	1
418	общего и	1	1
419	том же	1	1
420	даже в	4	1
421	в землю	1	1
422	и вся	1	1
423	и одной	1	1
424	вещи не	1	1
425	она могла	1	1
426	и сама	1	1
427	в процессе	5	1
428	слова но	1	1
429	веков и	1	1
430	есть например	1	1
431	следовательно и	1	1
432	смысл его	1	1
433	и всегда	1	1
434	одна из	4	1
435	и весь	1	1
436	того в	1	1
437	возможно было	1	1
438	о последних	1	1
439	связи с	6	1
440	ибо все	1	1
441	это уже	1	1
442	когда ему	1	1
443	которая всегда	1	1
444	такие же	1	1
445	а в	2	1
446	в духе	4	1
447	его за	1	1
448	жизнью и	1	1
449	всего в	1	1
450	они и	1	1
451	и свое	1	1
452	и они	1	1
453	из всего	1	1
454	как мы	7	1
455	нами выше	1	1
456	нет никакой	1	1
457	только то	1	1
458	в пределах	5	1
459	мы наблюдаем	3	1
460	смысле но	1	1
461	на чистом	1	1
462	на том	1	1
463	его самого	1	1
464	можно было	1	1
465	те же	1	1
466	очень долго	1	1
467	больше в	1	1
468	было в	1	1
469	здесь как	2	1
470	и которые	4	1
471	это только	1	1
472	могла быть	2	1
473	мы в	1	1
474	такое сравнение	1	1
475	о котором	1	1
476	образом в	2	1
477	и здесь	3	1
478	представления об	1	1
479	нашей работы	2	1
480	картина мира	2	1
481	его жизни	2	1
482	с одной	4	1
483	после того	1	1
484	внутри ее	1	1
485	все его	3	1
486	но когда	1	1
