N	4gram	Bakhtin_Pr_2	Mirosoze
1	в то время как	1	2
2	в своей записной книжке	1	2
3	к нему как к	1	1
4	бы он ни был	1	1
5	достоевский был не только	1	1
6	в котором не было	1	1
7	котором не было бы	1	1
8	идея о том что	1	1
9	мы имеем в виду	2	1
10	всего творчества достоевского как	1	1
11	и не может быть	1	1
12	правда у достоевского есть	1	1
13	не значит конечно что	1	1
14	к униженным и оскорбленным	1	1
15	это не значит конечно	1	1
16	в своем художественном творчестве	1	1
17	в центре его творчества	1	1
18	герой записок из подполья	1	1
19	по отношению к нему	1	1
20	он видел в ней	1	1
