N	2gram	Losev_Dial_4	Myshleni
1	и в	15	28
2	в том	11	28
3	то что	16	28
4	в этом	11	27
5	того что	13	24
6	потому что	10	22
7	том что	10	19
8	не может	11	19
9	таким образом	5	18
10	что он	7	18
11	только в	7	18
12	в силу	4	17
13	что в	7	17
14	не только	8	16
15	по сравнению	2	15
16	так же	4	15
17	сравнению с	2	14
18	что ребенок	1	13
19	точки зрения	14	13
20	может быть	17	13
21	сказать что	6	13
22	в сфере	5	12
23	мы могли	1	12
24	и не	30	11
25	что мы	7	11
26	как бы	14	11
27	с точки	9	10
28	в отношении	2	10
29	того чтобы	5	10
30	как мы	1	10
31	так как	14	10
32	от того	2	10
33	но и	4	10
34	было бы	9	9
35	в процессе	1	9
36	мы можем	3	9
37	в самом	2	8
38	мы видели	1	8
39	тем самым	3	8
40	никогда не	2	8
41	тем что	2	8
42	для того	5	8
43	еще не	4	8
44	то же	9	7
45	в сущности	5	7
46	отношение к	1	7
47	в своем	5	7
48	в которой	2	7
49	он не	1	7
50	в нем	5	7
51	заключается в	2	7
52	показывает что	2	7
53	можно было	1	7
54	если бы	6	7
55	мы видим	4	7
56	и других	1	7
57	вместе с	2	7
58	что оно	7	7
59	же как	1	6
60	мы не	9	6
61	в чем	8	6
62	и как	4	6
63	как и	7	6
64	не имеет	14	6
65	тогда когда	5	6
66	когда мы	1	6
67	так и	5	6
68	и что	9	6
69	можно сказать	5	6
70	его в	1	6
71	так что	6	6
72	как раз	4	6
73	в области	3	6
74	и развития	1	6
75	вообще не	1	6
76	при переходе	1	6
77	в то	6	6
78	том же	1	5
79	в зависимости	1	5
80	вопрос о	2	5
81	из того	1	5
82	зависимости от	1	5
83	и на	5	5
84	но в	3	5
85	то в	5	5
86	в этой	4	5
87	что все	4	5
88	и тем	6	5
89	нашего исследования	2	5
90	с тем	4	5
91	не могли	2	5
92	того как	2	5
93	в разных	2	5
94	не могут	2	5
95	могут быть	3	5
96	в пределах	1	5
97	силу того	1	5
98	это не	12	5
99	в свете	5	5
100	содержится в	1	5
101	думается что	1	5
102	и все	11	5
103	и то	3	4
104	переход от	1	4
105	к другому	1	4
106	той же	5	4
107	мы имеем	5	4
108	совпадает с	2	4
109	я не	5	4
110	во всех	2	4
111	только тогда	5	4
112	в одной	1	4
113	в той	1	4
114	с этим	3	4
115	целый ряд	1	4
116	показали что	1	4
117	в себе	8	4
118	в нашем	1	4
119	на то	5	4
120	в наших	1	4
121	в понятии	2	4
122	на этом	3	4
123	одного и	1	4
124	но если	5	4
125	он должен	1	4
126	знаем что	1	4
127	не в	8	4
128	что на	2	4
129	оно не	2	4
130	ясно что	11	4
131	что и	6	4
132	именно в	5	4
133	в качестве	2	4
134	которые в	1	4
135	в состоянии	1	4
136	но что	5	4
137	только по	1	4
138	на этот	1	4
139	и следовательно	3	4
140	в частности	2	4
141	ко всем	1	4
142	к жизни	3	4
143	который мы	1	4
144	отношения к	3	3
145	это и	9	3
146	чего не	3	3
147	оба эти	1	3
148	с его	5	3
149	из этих	2	3
150	видели что	1	3
151	мы нашли	2	3
152	очевидно что	1	3
153	как в	3	3
154	хотя и	6	3
155	от этого	3	3
156	остановиться на	1	3
157	как оно	1	3
158	связанные с	1	3
159	при этом	2	3
160	одной и	3	3
161	возможно только	3	3
162	и по	2	3
163	для всей	1	3
164	в них	2	3
165	что такое	5	3
166	в их	3	3
167	и той	3	3
168	по себе	13	3
169	вещей как	2	3
170	что с	2	3
171	в основе	10	3
172	только не	3	3
173	это мы	1	3
174	связи с	1	3
175	не по	2	3
176	лежит в	3	3
177	отличается от	1	3
178	только то	1	3
179	в себя	5	3
180	но мы	2	3
181	только те	1	3
182	переход к	1	3
183	те же	1	3
184	мог бы	2	3
185	самого понятия	1	3
186	образом в	1	3
187	и здесь	1	3
188	быть выражено	1	3
189	во втором	1	3
190	в его	4	3
191	и только	2	3
192	все время	1	3
193	один из	4	3
194	этот вопрос	1	3
195	и его	7	3
196	есть в	4	3
197	в нашей	2	3
198	а это	2	3
199	до конца	1	3
200	в первую	1	3
201	только к	1	3
202	а не	18	3
203	же точно	1	3
204	совершенно очевидно	1	3
205	но как	2	3
206	на фоне	1	3
207	как это	2	3
208	это есть	13	3
209	и которое	1	3
210	сейчас мы	1	3
211	в другой	1	3
212	бы в	4	3
213	мы должны	4	3
214	отношении к	2	3
215	не знает	1	3
216	что то	1	3
217	в своих	1	3
218	как на	1	3
219	а из	1	2
220	он может	1	2
221	мы уже	3	2
222	и иной	1	2
223	путь для	1	2
224	что уже	2	2
225	себе что	2	2
226	к общему	1	2
227	он сам	1	2
228	себе и	2	2
229	что они	4	2
230	что именно	7	2
231	прежде всего	11	2
232	все же	2	2
233	нечто от	1	2
234	когда он	3	2
235	и наконец	3	2
236	как таковое	3	2
237	быть выражена	1	2
238	все эти	3	2
239	от частного	1	2
240	что отношения	1	2
241	если он	1	2
242	в обратном	1	2
243	этого вопроса	1	2
244	другу как	1	2
245	с этой	2	2
246	этим самым	1	2
247	как они	1	2
248	с другими	1	2
249	себе ничего	1	2
250	известно что	3	2
251	этом смысле	4	2
252	во внимание	2	2
253	он имеет	1	2
254	что если	3	2
255	в своей	3	2
256	которого является	1	2
257	в котором	2	2
258	понятием и	1	2
259	в которых	1	2
260	что я	5	2
261	дает в	2	2
262	но это	4	2
263	но он	1	2
264	друг другу	1	2
265	и более	1	2
266	общего и	1	2
267	необходимо чтобы	2	2
268	и вообще	7	2
269	что эта	2	2
270	целиком и	1	2
271	не менее	2	2
272	частного к	1	2
273	она не	4	2
274	и другое	2	2
275	но только	5	2
276	не могло	1	2
277	имеем дело	1	2
278	и оказывается	2	2
279	у нас	3	2
280	в четвертом	1	2
281	и возникает	1	2
282	приходит к	1	2
283	и от	1	2
284	нами выше	1	2
285	на том	1	2
286	можно только	3	2
287	том как	2	2
288	в новую	1	2
289	для этого	2	2
290	с ним	3	2
291	мы всегда	2	2
292	вот почему	3	2
293	этим понятием	1	2
294	тогда мы	1	2
295	по типу	2	2
296	когда оно	1	2
297	эти последние	1	2
298	но с	1	2
299	с ними	4	2
300	которое мы	1	2
301	формальной логики	1	2
302	своего собственного	1	2
303	для всех	3	2
304	если мы	5	2
305	не из	1	2
306	речь в	1	2
307	за ним	1	2
308	в новом	1	2
309	из них	2	2
310	в одном	4	2
311	в конце	1	2
312	вполне совпадает	1	2
313	были бы	1	2
314	и человека	1	2
315	с другой	1	2
316	и между	1	2
317	исходит из	1	2
318	на ней	1	2
319	понятие как	1	2
320	понятие о	2	2
321	в связи	1	2
322	мы говорим	2	2
323	в меру	5	2
324	в данном	3	2
325	в пользу	2	2
326	по существу	1	2
327	всего нашего	1	2
328	как только	5	2
329	этом случае	1	2
330	все это	9	2
331	и иного	1	2
332	но когда	1	2
333	от него	3	2
334	у них	1	2
335	возникает вопрос	1	2
336	только что	2	2
337	хотя в	1	2
338	а в	1	2
339	другой стороны	2	2
340	мы начинаем	2	2
341	из этого	1	2
342	всякий предмет	1	2
343	ее в	2	2
344	видим в	2	2
345	равным образом	1	1
