N	3gram	Bakhtin_Pr_4	Problema
1	по отношению к	5	19
2	не может быть	8	11
3	в художественном творчестве	1	9
4	с точки зрения	9	6
5	в отличие от	3	5
6	в высшей степени	1	5
7	между тем как	1	5
8	в большинстве случаев	8	5
9	не входит в	1	4
10	в данном случае	1	4
11	с другой стороны	3	4
12	во всех его	2	4
13	в самом деле	4	3
14	в этом смысле	2	3
15	можно было бы	2	3
16	с одной стороны	1	3
17	как мы увидим	3	3
18	то же время	5	3
19	в том что	2	3
20	в то же	5	3
21	и в нем	1	3
22	можно сказать что	2	2
23	мы можем говорить	1	2
24	в том же	1	2
25	всех его разновидностях	1	2
26	в строгом смысле	2	2
27	но и в	2	2
28	и во всех	1	2
29	и не может	7	2
30	и в то	1	2
31	не только в	1	2
32	никогда не может	1	2
33	не совпадает с	1	2
34	так и в	1	2
35	той или иной	2	2
36	в известной степени	1	2
37	может войти в	1	1
38	в этом его	1	1
39	но для нее	1	1
40	а между тем	1	1
41	но в большинстве	1	1
42	хотя и не	2	1
43	следует отметить что	1	1
44	к себе самому	3	1
45	иметь в виду	1	1
46	для историка литературы	1	1
47	а вовсе не	1	1
48	в виду что	1	1
49	в этом последнем	1	1
50	слово он получает	1	1
51	в этом произведении	1	1
52	также и в	1	1
53	отношению к этой	1	1
54	одной стороны и	1	1
55	не могли быть	1	1
56	это в корне	1	1
57	а следовательно и	2	1
58	до сих пор	8	1
59	и в других	2	1
60	хотя бы и	1	1
61	можно определить и	1	1
62	сами по себе	2	1
63	ней в ее	1	1
64	бы ни было	1	1
65	на самом же	1	1
66	для понимания же	1	1
67	строгом смысле слова	1	1
68	в известной мере	1	1
69	резко отличается от	1	1
70	с самим собою	3	1
71	может быть и	1	1
72	и не в	2	1
73	действительно может иметь	1	1
74	конечно не в	2	1
75	в значительной степени	1	1
76	его как целое	1	1
77	может служить и	1	1
78	не в его	1	1
79	себе и не	1	1
80	но в то	2	1
81	не о том	1	1
82	таким образом и	1	1
83	им и не	1	1
84	может обойтись без	1	1
85	и не вполне	1	1
86	как мы это	1	1
87	по сравнению с	1	1
88	и его значение	1	1
89	и в их	1	1
90	в связи с	1	1
91	к своему предмету	1	1
92	в нем не	1	1
93	конечно совершенно невозможно	1	1
94	со словом в	1	1
95	то есть являются	1	1
96	нее она не	1	1
97	не должна быть	1	1
98	лицом к лицу	1	1
99	о которых мы	1	1
100	самом же деле	1	1
101	в свое время	2	1
102	в этом глубокое	1	1
103	в узком смысле	2	1
104	смысле слова и	1	1
105	в него как	1	1
106	как бы вбирает	1	1
107	мы будем рассматривать	1	1
108	то что не	1	1
109	существенно отличается от	1	1
110	то есть в	4	1
111	каково бы ни	1	1
112	себя в известной	1	1
113	язык в его	1	1
114	выходит за пределы	1	1
115	то есть я	2	1
116	но именно поэтому	1	1
117	не может обойтись	1	1
118	может быть лишь	1	1
119	как мы уже	2	1
120	к тому что	1	1
121	действительности то есть	1	1
122	мы уже указывали	1	1
123	если бы не	1	1
124	но конечно не	2	1
125	снова и снова	1	1
126	и между ними	1	1
127	бы не было	1	1
128	дело конечно не	1	1
129	как и в	3	1
130	выходят за пределы	2	1
131	на этот вопрос	2	1
132	дело в том	2	1
133	вовсе не как	1	1
134	то есть к	1	1
