N	3gram	Vygotskiy__5	SlovoVZh
1	по отношению к	12	11
2	не может быть	3	7
3	можно сказать что	5	5
4	в том что	11	4
5	и не может	2	3
6	и по отношению	1	3
7	тем не менее	1	3
8	этой точки зрения	4	3
9	до сих пор	3	3
10	отношение к предмету	1	2
11	и то же	1	2
12	это не так	1	2
13	в какой степени	1	2
14	в такой же	3	2
15	мы никогда не	1	2
16	имеем в виду	1	2
17	на самом деле	1	2
18	с другой стороны	2	2
19	то же самое	4	2
20	одной стороны и	1	2
21	с точки зрения	9	2
22	в зависимости от	2	2
23	вторая точка зрения	2	2
24	одно и то	1	2
25	с одной стороны	3	2
26	тех или иных	1	1
27	том что в	2	1
28	это один и	1	1
29	но все же	2	1
30	один и тот	3	1
31	наметить хотя бы	1	1
32	и тому же	2	1
33	как например в	1	1
34	или хотя бы	1	1
35	здесь имеет место	1	1
36	на другие области	1	1
37	это на примере	1	1
38	имеет дело с	1	1
39	и следовательно включает	1	1
40	все более и	1	1
41	то время как	4	1
42	более или менее	1	1
43	друг к другу	1	1
44	во всяком случае	1	1
45	в самом деле	2	1
46	в этом смысле	1	1
47	с ним в	1	1
48	не менее эта	1	1
49	точки зрения является	1	1
50	же как и	1	1
51	обеих точек зрения	1	1
52	и таким образом	1	1
53	в то время	4	1
54	с помощью которой	1	1
55	как уже сказано	1	1
56	сам по себе	1	1
57	является то что	2	1
58	ни были не	1	1
59	таким образом мы	1	1
60	в свою очередь	3	1
61	о том что	4	1
62	ничего общего с	2	1
63	в этом отношении	5	1
64	что не только	1	1
65	по аналогии с	1	1
66	с самого начала	5	1
67	более и более	1	1
68	можно было бы	3	1
69	является для него	1	1
70	речи так как	1	1
71	отношению к ним	1	1
72	подобно тому как	4	1
73	он еще не	1	1
74	кто не знает	1	1
75	включает в себя	2	1
76	мы имеем в	1	1
77	в лучшем случае	3	1
78	они ни были	1	1
79	и больше того	1	1
80	при таком понимании	1	1
81	в то же	1	1
82	в нем но	1	1
83	и в частности	2	1
84	следовательно включает в	1	1
85	может быть понято	1	1
86	сама по себе	4	1
87	если бы оно	1	1
88	связи с ним	1	1
89	на передний план	1	1
90	к нему в	1	1
91	так же как	7	1
92	не совпадает с	1	1
93	все эти три	2	1
94	первая точка зрения	1	1
95	одному и тому	2	1
96	к вопросу о	1	1
97	в высшей степени	2	1
98	в том же	1	1
99	и тот же	3	1
