N	3gram	Nazirov_Tv_2	Psycholo
1	в том что	2	14
2	о том что	2	6
3	в самом деле	2	5
4	до сих пор	3	5
5	с другой стороны	2	5
6	мысль о смерти	1	4
7	а с другой	1	4
8	на этот вопрос	2	3
9	и что в	1	3
10	с самого начала	1	3
11	и т п	2	3
12	можно было бы	1	3
13	и т д	11	3
14	мы видим в	1	2
15	потому что в	1	2
16	в отличие от	2	2
17	так же как	2	2
18	сами по себе	1	2
19	с такой силой	1	2
20	он говорит что	1	2
21	ответ на этот	1	2
22	по себе не	1	2
23	такой силой как	1	2
24	не может быть	3	2
25	той или иной	1	2
26	мы знаем что	1	2
27	именно потому что	1	2
28	том что в	1	1
29	он более не	1	1
30	в чем не	1	1
31	только потому что	1	1
32	но в самом	1	1
33	дело в том	1	1
34	по отношению к	3	1
35	которые сами по	1	1
36	влечет за собой	2	1
37	же как и	1	1
38	не учитывает того	1	1
39	и в этом	1	1
40	в одной из	2	1
41	столь же ясно	1	1
42	в другом месте	1	1
43	потому что сама	1	1
44	его с женщиной	1	1
45	только то что	1	1
46	что в нем	1	1
47	говорил что он	1	1
48	сознание как это	1	1
49	она дана в	1	1
50	по крайней мере	2	1
51	то или иное	1	1
52	так сказать в	1	1
53	не то что	1	1
54	в применении к	1	1
55	мы видим как	1	1
56	мы не можем	1	1
57	что он был	1	1
58	из действующих лиц	1	1
59	только с этой	1	1
60	как будто бы	1	1
61	он утверждает что	1	1
62	не могут быть	1	1
63	едва ли не	2	1
64	все же не	2	1
65	и мы знаем	1	1
66	именно в этом	2	1
67	что у него	1	1
68	у нас не	1	1
69	и в том	1	1
70	потому что они	1	1
71	первой части романа	1	1
72	того или иного	1	1
73	в частности в	1	1
74	то что не	1	1
75	ни в чем	1	1
76	в нем нет	1	1
77	в то время	1	1
78	в свою очередь	1	1
79	ничего общего с	1	1
80	в конечном счете	1	1
81	направо и налево	1	1
82	в целом ряде	1	1
83	рядом с ними	1	1
84	на всем протяжении	1	1
85	в том смысле	1	1
86	в романах достоевского	12	1
87	тем что он	1	1
88	что у нас	1	1
89	в письме к	1	1
90	в русской литературе	1	1
91	и в другом	1	1
