N	2gram	Losev_Dial_4	EvropaiC
1	таким образом	5	32
2	в том	11	31
3	и в	15	24
4	том что	10	20
5	все эти	3	19
6	не может	11	18
7	то что	16	17
8	может быть	17	15
9	все же	2	15
10	точки зрения	14	13
11	в своем	5	12
12	в этом	11	12
13	с этим	3	11
14	все это	9	11
15	во всех	2	10
16	так и	5	10
17	из себя	1	10
18	как бы	14	10
19	все что	2	10
20	на то	5	9
21	при этом	2	9
22	как и	7	9
23	в результате	6	9
24	что в	7	9
25	в самом	2	8
26	с точки	9	8
27	знаем что	1	8
28	не в	8	8
29	идет речь	4	8
30	ясно что	11	8
31	если бы	6	8
32	так же	4	8
33	и все	11	8
34	а между	1	7
35	на самом	1	7
36	из этих	2	7
37	в силу	4	7
38	о которых	1	7
39	не менее	2	7
40	по существу	1	7
41	того чтобы	5	7
42	для этого	2	7
43	о том	5	7
44	и что	9	7
45	что он	7	7
46	для того	5	7
47	но и	4	7
48	и не	30	7
49	о котором	1	7
50	из этого	1	7
51	должна быть	7	6
52	в каждый	1	6
53	еще не	4	6
54	и на	5	6
55	в общем	1	6
56	в этой	4	6
57	и при	2	6
58	от друга	1	6
59	с ним	3	6
60	что и	6	6
61	народов и	1	6
62	того что	13	6
63	только в	7	6
64	все они	1	6
65	так что	6	6
66	так как	14	6
67	мы можем	3	6
68	друг от	1	6
69	с другой	1	6
70	вместе с	2	6
71	отличается от	1	6
72	у них	1	6
73	как на	1	6
74	как к	1	5
75	но в	3	5
76	в которой	2	5
77	что это	13	5
78	в себе	8	5
79	не только	8	5
80	и если	3	5
81	но все	2	5
82	не будет	2	5
83	что все	4	5
84	и с	4	5
85	на все	2	5
86	лишь в	2	5
87	его в	1	5
88	между собою	2	5
89	и без	2	5
90	и истории	3	5
91	что с	2	5
92	в то	6	5
93	как будто	2	5
94	по сравнению	2	5
95	в пользу	2	5
96	в его	4	5
97	большею частью	1	5
98	потому что	10	5
99	и их	2	5
100	именно в	5	5
101	другой стороны	2	5
102	сравнению с	2	5
103	быть и	3	5
104	и для	5	5
105	и от	1	5
106	случае если	1	5
107	к этому	3	5
108	и то	3	4
109	то же	9	4
110	мы уже	3	4
111	та же	3	4
112	из того	1	4
113	отношение к	1	4
114	данный момент	2	4
115	хотя и	6	4
116	ни один	2	4
117	чем больше	2	4
118	он не	1	4
119	всех этих	1	4
120	в одну	3	4
121	том случае	1	4
122	из них	2	4
123	должно быть	2	4
124	в их	3	4
125	оказывается что	4	4
126	тем не	2	4
127	том же	1	4
128	поэтому что	1	4
129	из которых	3	4
130	что эта	2	4
131	связи с	1	4
132	в дальнейшем	1	4
133	никогда не	2	4
134	выше и	1	4
135	и у	1	4
136	если мы	5	4
137	не есть	40	4
