N	3gram	Potebnia_M_2	Psycholo
1	в том что	7	17
2	для того чтобы	2	13
3	и т п	3	8
4	не может быть	2	8
5	с таким образом	2	8
6	на то что	3	6
7	на самом деле	2	5
8	до сих пор	4	5
9	мы знаем что	1	4
10	и той же	1	4
11	том случае если	1	4
12	сам по себе	4	4
13	в том случае	1	4
14	тем не менее	5	4
15	о том что	1	4
16	и в самом	1	4
17	только в том	1	4
18	одной и той	1	4
19	в том виде	1	3
20	том что он	1	3
21	сами по себе	7	3
22	с тем что	1	3
23	в том чтобы	1	3
24	в то время	4	3
25	само по себе	2	3
26	что и в	1	3
27	имеет дело с	1	2
28	состоит в том	1	2
29	но так как	1	2
30	это было бы	1	2
31	подобно тому как	4	2
32	и не может	1	2
33	в сознании и	1	2
34	как и в	1	2
35	то время как	3	2
36	не в том	2	2
37	и в процессе	1	2
38	по сравнению с	1	2
39	бы то ни	1	2
40	во всяком случае	7	2
41	при этом как	1	2
42	таким образом в	2	2
43	то же время	2	2
44	в свою очередь	6	2
45	с другой стороны	2	2
46	в то же	2	2
47	заключает в себе	4	2
48	только потому что	2	2
49	и т д	3	2
50	то все же	2	1
51	слова а только	1	1
52	и того же	6	1
53	и может быть	2	1
54	не в состоянии	4	1
55	а между тем	4	1
56	в сознании мы	2	1
57	если бы в	1	1
58	которые не могут	2	1
59	так как на	1	1
60	если мы в	1	1
61	потому что в	1	1
62	то есть не	3	1
63	на который указывает	1	1
64	в этом смысле	2	1
65	один и тот	1	1
66	о том как	1	1
67	в этом случае	1	1
68	что же касается	1	1
69	то прежде всего	1	1
70	для самого субъекта	1	1
71	между тем в	1	1
72	в таком случае	2	1
73	в чем заключается	1	1
74	другие столь же	1	1
75	в отличие от	1	1
76	по себе и	1	1
77	не было бы	4	1
78	что в некоторых	1	1
79	что не только	1	1
80	и во всех	2	1
81	и в других	1	1
82	на каждом шагу	1	1
83	даже для таких	1	1
84	что чем сильнее	1	1
85	что в сознании	1	1
86	с этой точки	1	1
87	мы знаем только	1	1
88	по крайней мере	5	1
89	тому же поводу	1	1
90	вместе с тем	1	1
91	не то что	1	1
92	искусства потому что	1	1
93	если она начинает	1	1
94	и тем не	1	1
95	того что они	2	1
96	одно и то	2	1
97	от того что	4	1
98	то ни было	1	1
99	в чем состоит	2	1
100	может быть не	3	1
101	формах при чтении	1	1
102	с одной стороны	3	1
103	что для нас	1	1
104	и тот же	1	1
105	без которого в	1	1
106	и то же	2	1
107	в том как	1	1
108	по тому же	1	1
109	не могут быть	3	1
110	в одном случае	1	1
111	все же не	1	1
112	в связи с	1	1
113	это легко заметить	1	1
114	которые могут быть	1	1
115	во всем этом	2	1
116	того чтобы сделать	1	1
117	быть похож на	1	1
118	же касается до	1	1
119	легко заметить при	1	1
120	зависит от той	1	1
121	по себе не	3	1
122	было бы если	1	1
123	и в таком	1	1
124	что с одной	1	1
125	более или менее	8	1
126	в переводе на	1	1
127	в душевной жизни	1	1
128	том смысле что	1	1
129	очевидно что если	1	1
130	то что мы	2	1
131	на этом основании	1	1
132	тем что у	1	1
133	ничего общего с	1	1
134	и тем самым	1	1
135	при этом что	1	1
136	с самого начала	2	1
137	не только на	1	1
138	и не иметь	1	1
139	мыслей и чувств	1	1
140	самом деле мы	1	1
141	одного и того	6	1
142	до тех пор	1	1
143	может и не	1	1
144	друг от друга	1	1
145	если бы не	1	1
146	не может прийти	1	1
147	что если в	1	1
148	бы если бы	1	1
149	после того как	2	1
150	которые должны быть	1	1
151	что оно не	1	1
152	не потому что	1	1
153	в том смысле	4	1
154	действует на нас	2	1
155	и не имеет	2	1
156	то что они	1	1
157	не имеет ничего	1	1
158	вбирает в себя	2	1
