N	3gram	Tiupa_Hudo_1	StatiiOP
1	в том что	6	11
2	и т п	8	6
3	не может быть	2	5
4	в этом смысле	1	4
5	с точки зрения	3	4
6	в этом отношении	3	4
7	во всяком случае	1	4
8	о том что	9	4
9	состоит в том	1	3
10	прежде всего в	1	3
11	с тем что	1	3
12	в конце концов	1	3
13	не в том	2	3
14	в связи с	3	3
15	то же время	8	3
16	не только в	2	3
17	на то что	2	3
18	в то же	8	3
19	связано с тем	1	2
20	потому что он	1	2
21	то что я	1	2
22	до сих пор	2	2
23	с одной стороны	1	2
24	и в этом	1	2
25	с самого начала	1	2
26	но все же	1	2
27	к тому что	4	2
28	в том смысле	1	2
29	тем не менее	3	2
30	и т д	3	2
31	и в конце	1	1
32	не требует особых	1	1
33	не может не	1	1
34	одних и тех	1	1
35	было бы подумать	1	1
36	более или менее	1	1
37	на самом деле	1	1
38	в самом деле	4	1
39	в одной из	1	1
40	что же касается	2	1
41	то же самое	1	1
42	для себя и	1	1
43	том что он	1	1
44	связи с этим	2	1
45	в конце первой	1	1
46	требует особых доказательств	1	1
47	и тех же	1	1
48	можно было бы	4	1
49	не укладывается в	1	1
50	с этой точки	1	1
51	к жизни и	2	1
52	как раз в	2	1
53	на себе печать	1	1
54	том как она	1	1
55	не потому что	1	1
56	того что он	1	1
57	не стал бы	1	1
58	объясняется тем что	1	1
59	несет на себе	2	1
60	тот и другой	1	1
61	здесь речь идет	1	1
62	ответить на вопрос	1	1
63	так или иначе	2	1
64	приводит к тому	1	1
65	в такой же	2	1
66	в свое время	1	1
67	на вопрос что	1	1
68	его от себя	1	1
69	этой точки зрения	1	1
70	но одновременно и	2	1
71	не означает что	1	1
72	в свою очередь	1	1
73	и тот и	1	1
74	что у него	2	1
75	и в самом	3	1
76	не только не	1	1
77	речь идет о	2	1
78	укладывается в рамки	1	1
79	не во внешней	1	1
80	значительное влияние на	1	1
81	на пути к	1	1
82	и н с	1	1
83	в русской литературе	3	1
